Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left,2
2,4,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up,4
3,4,"[4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,4
4,4,"[4, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up,4
5,4,"[4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]",left,4
6,12,"[4, 4, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,4
7,20,"[8, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up,8
8,20,"[8, 4, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up,8
9,24,"[8, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",left,8
10,32,"[8, 8, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0]",left,8
11,52,"[16, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left,16
12,52,"[16, 2, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0]",left,16
13,56,"[16, 4, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",up,16
14,56,"[16, 4, 0, 2, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]",up,16
15,60,"[16, 4, 2, 0, 4, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0]",left,16
16,76,"[16, 8, 2, 0, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,16
17,76,"[16, 8, 2, 0, 8, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",left,16
18,80,"[16, 8, 2, 0, 8, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0]",up,16
19,84,"[16, 8, 4, 0, 8, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0]",up,16
20,84,"[16, 8, 4, 2, 8, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0]",up,16
21,84,"[16, 8, 4, 2, 2, 0, 0, 8, 0, 0, 4, 2, 0, 0, 0, 0]",right,16
22,92,"[16, 8, 8, 2, 2, 0, 2, 8, 0, 0, 0, 2, 0, 0, 0, 0]",up,16
23,112,"[16, 16, 2, 0, 4, 8, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",left,16
24,144,"[32, 2, 0, 0, 4, 8, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",left,32
25,148,"[32, 2, 2, 0, 4, 8, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0]",up,32
26,152,"[32, 4, 0, 0, 4, 8, 2, 0, 4, 0, 0, 0, 2, 0, 0, 0]",left,32
27,160,"[32, 4, 2, 0, 8, 8, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,32
28,164,"[32, 4, 4, 0, 8, 8, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,32
29,188,"[32, 8, 0, 0, 16, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]",left,32
30,192,"[32, 8, 0, 0, 16, 2, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0]",left,32
31,196,"[32, 8, 0, 0, 16, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0]",left,32
