Move,mean,max,min
530,8284.962962962964,8980,6960
531,8304.385185185185,8988,6964
532,8325.481481481482,8992,6972
533,8341.896296296296,9044,6988
534,8354.68148148148,9048,6992
535,8367.081481481482,9058,6996
536,8379.585185185186,9104,7004
537,8394.207407407408,9108,7024
538,8411.585185185186,9116,7024
539,8425.22962962963,9132,7026
540,8441.851851851852,9132,7030
541,8462.696296296297,9136,7054
542,8478.533333333333,9140,7054
543,8490.666666666666,9148,7054
544,8504.992592592593,9150,7058
545,8521.733333333334,9164,7066
546,8533.659259259259,9164,7070
547,8556.567164179105,9168,7672
548,8568.89552238806,9204,7672
549,8579.358208955224,9210,7676
550,8588.746268656716,9210,7694
551,8596.820895522387,9210,7702
552,8611.089552238805,9214,7710
553,8620.41791044776,9214,7718
554,8632.55223880597,9218,7722
555,8643.955223880597,9246,7722
556,8653.925373134329,9246,7722
557,8665.55223880597,9262,7722
558,8676.567164179105,9268,7722
559,8687.55223880597,9272,7774
560,8699.910447761195,9288,7790
561,8708.149253731342,9296,7794
562,8717.298507462687,9296,7938
563,8727.492537313432,9320,7940
564,8737.328358208955,9336,7948
565,8746.955223880597,9364,7956
566,8754.208955223881,9366,7960
567,8762.76119402985,9370,7964
568,8772.716417910447,9374,7996
569,8784.44776119403,9412,7996
570,8794.044776119403,9416,8016
571,8804.179104477613,9472,8024
572,8813.58208955224,9474,8040
573,8822.10447761194,9476,8040
574,8831.701492537313,9488,8042
575,8841.791044776119,9496,8082
576,8851.373134328358,9512,8096
577,8858.58208955224,9512,8100
578,8867.686567164179,9516,8102
579,8877.432835820895,9522,8110
580,8885.731343283582,9522,8110
581,8893.567164179105,9524,8114
582,8900.313432835821,9524,8120
583,8910.313432835821,9524,8122
584,8921.955223880597,9526,8122
585,8933.089552238805,9590,8126
586,8943.626865671642,9594,8142
587,8954.686567164179,9858,8142
588,8966.55223880597,9866,8146
589,8974.492537313432,9866,8150
590,8984.746268656716,9886,8158
591,8997.970149253732,9886,8158
592,9013.597014925374,9888,8184
593,9024.298507462687,9888,8184
594,9040.985074626866,9896,8184
595,9058.925373134329,9916,8184
596,9079.059701492537,9918,8188
597,9095.358208955224,9958,8192
598,9116.208955223881,9958,8196
599,9139.563909774437,9962,8220
600,9162.586466165414,9966,8220
601,9185.66917293233,9970,8220
602,9209.218045112782,9970,8222
603,9236.616541353384,9970,8238
604,9261.398496240601,9982,8250
605,9288.751879699248,10096,8254
606,9310.454545454546,10104,8266
607,9339.348484848484,10104,8282
608,9356.969696969696,10104,8282
609,9378.787878787878,10104,8282
610,9395.515151515152,10112,8318
611,9420.717557251908,10118,8350
612,9437.725190839694,10126,8410
613,9458.24427480916,10126,8442
614,9481.954198473282,10126,8454
615,9501.57251908397,10142,8458
616,9512.687022900764,10142,8458
617,9526.36641221374,10154,8518
618,9542.137404580153,10158,8518
619,9556.564885496184,10166,8518
620,9568.885496183206,10222,8522
621,9580.290076335878,10222,8530
622,9589.34351145038,10222,8554
623,9599.08396946565,10228,8558
624,9608.839694656488,10228,8558
625,9621.954198473282,10256,8630
626,9634.717557251908,10272,8758
627,9643.679389312978,10276,8758
628,9654.763358778626,10280,8766
629,9665.740458015267,10290,8778
630,9675.603053435114,10302,8802
631,9687.114503816794,10334,8802
632,9697.45038167939,10360,8806
633,9708.641221374046,10362,8806
634,9717.068702290077,10414,8806
635,9727.435114503816,10434,8814
636,9737.053435114503,10434,8818
637,9745.190839694656,10434,8818
638,9753.511450381679,10438,8826
639,9763.114503816794,10446,8842
640,9772.610687022901,10446,8842
641,9780.54961832061,10450,8860
642,9790.06106870229,10450,8892
643,9805.507692307692,10454,8896
644,9816.953846153847,10462,8896
645,9827.76923076923,10464,8916
646,9838.861538461539,10468,8920
647,9850.323076923078,10484,8956
648,9860.461538461539,10492,8958
649,9869.876923076923,10492,8960
650,9880.646153846154,10494,8964
651,9891.123076923077,10530,8972
652,9900.815384615385,10532,8988
653,9917.76923076923,10540,8992
654,9928.461538461539,10556,8992
655,9940.569230769232,10564,8992
656,9953.476923076923,10574,8996
657,9967.307692307691,10702,9008
658,9983.415384615384,10702,9008
659,9995.861538461539,10706,9008
660,10008.83076923077,10718,9012
661,10024.123076923077,10726,9012
662,10036.738461538462,10726,9028
663,10045.753846153846,10726,9052
664,10056.292307692307,10738,9070
665,10068.8,10738,9078
666,10080.796875,10742,9078
667,10090.984375,10750,9082
668,10107.0625,10808,9090
669,10121.546875,10808,9090
670,10138.64,10810,9094
671,10148.848,10818,9104
672,10158.272,10842,9104
673,10170.128,10842,9136
674,10179.408,10846,9140
675,10193.09677419355,10846,9140
676,10201.306451612903,10850,9178
677,10213.016129032258,10862,9198
678,10223.338709677419,10866,9198
679,10237.016129032258,10882,9198
680,10247.451612903225,10884,9326
681,10257.709677419354,10892,9330
682,10268.387096774193,10922,9338
683,10278.032258064517,10944,9338
684,10286.516129032258,10944,9346
685,10300.19512195122,10944,9354
686,10311.056910569107,10948,9354
687,10323.252032520326,10948,9358
688,10332.357723577235,10956,9382
689,10341.528455284553,10964,9402
690,10350.617886178861,10970,9402
691,10360.30894308943,10988,9430
692,10369.869918699187,11020,9434
693,10380.520325203252,11020,9442
694,10389.626016260163,11028,9444
695,10396.650406504064,11092,9444
696,10404.878048780487,11100,9444
697,10412.991869918698,11116,9446
698,10419.463414634147,11120,9450
699,10429.447154471545,11122,9466
700,10440.934426229509,11126,9470
701,10449.327868852459,11126,9470
702,10461.295081967213,11126,9474
703,10470.606557377048,11138,9474
704,10481.786885245901,11158,9480
705,10489.262295081968,11166,9484
706,10500.032786885246,11170,9484
707,10522.967213114754,11494,9484
708,10541.245901639344,11502,9496
709,10559.553719008265,11506,9504
710,10579.680672268907,11506,9520
711,10603.44537815126,11510,9552
712,10634.218487394957,11872,9572
713,10657.226890756303,11896,9572
714,10682.773109243697,11906,9640
715,10731.593220338984,11918,9644
716,10764.847457627118,11934,9664
717,10797.897435897436,11972,9668
718,10825.008547008547,11980,9692
719,10873.982905982906,12016,9692
720,10910.136752136752,12028,9692
721,10931.641025641025,12028,9700
722,10954.25641025641,12028,9708
723,10984.888888888889,12036,9724
724,11028.310344827587,12048,9760
725,11062.631578947368,12048,9824
726,11093.132743362832,12080,9824
727,11117.681415929204,12080,9890
728,11163.142857142857,12082,9890
729,11176.642857142857,12086,9934
730,11208.357142857143,12086,9954
731,11233.063063063064,12088,9958
732,11262.63063063063,12104,9958
733,11308.738738738739,12120,9958
734,11357.36936936937,12226,9958
735,11390.183486238531,12230,9962
736,11411.761467889908,12250,9966
737,11441.444444444445,12250,9978
738,11465.888888888889,12262,9986
739,11483.277777777777,12264,10002
740,11504.148148148148,12280,10006
741,11522.75925925926,12282,10026
742,11533.62962962963,12282,10026
743,11568.754716981131,12314,10030
744,11581.77358490566,12378,10030
745,11592.358490566037,12378,10038
746,11604.283018867925,12380,10102
747,11611.245283018869,12382,10112
748,11628.857142857143,12394,10112
749,11656.419047619047,12398,10118
750,11664.095238095239,12418,10126
751,11677.371428571429,12418,10142
752,11698.5,12418,10144
753,11707.153846153846,12418,10144
754,11713.653846153846,12418,10180
755,11723.596153846154,12418,10184
756,11734.153846153846,12422,10218
757,11747.403846153846,12426,10286
758,11759.134615384615,12438,10290
759,11770.26923076923,12466,10290
760,11779.442307692309,12488,10302
761,11791.942307692309,12488,10318
762,11801.711538461539,12488,10320
763,11827.126213592233,12492,10328
764,11838.990291262136,12496,10456
765,11854.019417475729,12602,10476
766,11867.825242718447,12602,10480
767,11888.83495145631,12628,10598
768,11902.83495145631,12628,10602
769,11914.757281553399,12640,10618
770,11927.825242718447,12640,10626
771,11938.640776699029,12640,10626
772,11950.95145631068,12644,10630
773,11962.85436893204,12648,10630
774,11973.902912621359,12654,10630
775,11988.485436893205,12658,10666
776,12006.213592233009,12674,10678
777,12022.912621359223,12674,10686
778,12035.14563106796,12694,10690
779,12045.514563106795,12696,10714
780,12060.543689320388,12710,10730
781,12072.563106796117,12710,10762
782,12085.456310679612,12732,10766
783,12096.485436893205,12794,10842
784,12107.728155339806,12802,10844
785,12118.213592233009,12818,10844
786,12129.631067961165,12834,10848
787,12138.0,12838,10850
788,12148.601941747573,12838,10978
789,12160.388349514564,12838,10982
790,12174.038834951456,12838,10998
791,12184.543689320388,12846,11000
792,12192.233009708738,12858,11004
793,12200.368932038835,12858,11004
794,12211.029126213592,12870,11008
795,12221.26213592233,12878,11008
796,12233.203883495145,12886,11008
797,12243.04854368932,12894,11008
798,12256.077669902912,12894,11032
799,12262.640776699029,12894,11072
800,12272.019417475729,12902,11072
801,12280.233009708738,12922,11076
802,12290.038834951456,12954,11076
803,12301.650485436894,13022,11084
804,12317.21568627451,13022,11092
805,12325.843137254902,13024,11108
806,12337.549019607843,13040,11108
807,12346.372549019608,13056,11110
808,12354.058823529413,13056,11114
809,12361.70588235294,13058,11126
810,12370.411764705883,13058,11130
811,12378.627450980392,13062,11154
812,12388.039215686274,13074,11154
813,12392.84,13090,11154
814,12401.56,13090,11154
815,12410.38,13094,11156
816,12418.18,13098,11158
817,12427.61616161616,13098,11166
818,12437.777777777777,13098,11170
819,12445.737373737375,13102,11170
820,12454.747474747475,13106,11190
821,12465.858585858587,13122,11222
822,12476.666666666666,13122,11226
823,12493.333333333334,13122,11290
824,12506.666666666666,13158,11290
825,12523.272727272728,13296,11302
826,12537.414141414141,13316,11310
827,12552.949494949495,13316,11318
828,12567.737373737375,13320,11322
829,12577.030303030304,13336,11330
830,12593.151515151516,13336,11334
831,12609.454545454546,13336,11334
832,12627.408163265307,13480,11334
833,12638.938775510203,13480,11338
834,12660.224489795919,13496,11346
835,12690.591836734693,13512,11350
836,12720.268041237114,13542,11354
837,12739.60824742268,13566,11354
838,12750.041237113403,13582,11354
839,12770.80412371134,13614,11366
840,12785.958762886597,13626,11376
841,12801.505154639175,13626,11380
842,12829.041666666666,13626,11384
843,12860.547368421052,13626,11384
844,12878.715789473685,13730,11392
845,12894.148936170213,13730,11440
846,12910.516129032258,13730,11444
847,12935.934782608696,13750,11448
848,12953.648351648351,13752,11464
849,12972.725274725275,13758,11464
850,12994.622222222222,13758,11536
851,13014.426966292134,13778,11602
852,13024.696629213484,13778,11608
853,13033.14606741573,13778,11614
854,13046.202247191011,13790,11614
855,13058.426966292134,13822,11614
856,13084.977272727272,13890,11886
857,13095.204545454546,13894,11886
858,13109.431818181818,13906,11890
859,13118.795454545454,13906,11890
860,13133.727272727272,13906,11894
861,13146.65909090909,13908,11922
862,13159.068181818182,13912,11934
863,13170.75,13936,11942
864,13194.206896551725,13952,11990
865,13202.255813953489,13954,11994
866,13209.744186046511,13954,11994
867,13217.139534883721,13956,11994
868,13229.279069767443,13956,11998
869,13243.835294117647,13958,11998
870,13253.858823529412,13966,11998
871,13267.285714285714,13984,12002
872,13277.07142857143,13996,12010
873,13286.785714285714,13996,12026
874,13296.57142857143,14004,12058
875,13303.714285714286,14012,12074
876,13313.614457831325,14012,12074
877,13322.987951807228,14014,12074
878,13332.240963855422,14014,12076
879,13341.325301204819,14014,12152
880,13349.731707317073,14026,12152
881,13365.243902439024,14030,12154
882,13373.90243902439,14038,12162
883,13385.555555555555,14058,12182
884,13401.375,14074,12182
885,13411.8,14154,12184
886,13423.725,14160,12196
887,13434.85,14164,12196
888,13452.15,14220,12196
889,13463.825,14228,12200
890,13480.175,14232,12200
891,13487.189873417721,14240,12208
892,13494.026315789473,14272,12244
893,13513.76,14272,12248
894,13527.413333333334,14272,12256
895,13540.053333333333,14276,12266
896,13555.405405405405,14278,12270
897,13568.72972972973,14278,12270
898,13578.351351351352,14278,12270
899,13584.166666666666,14286,12274
900,13599.083333333334,14286,12282
901,13611.861111111111,14290,12290
902,13624.25,14298,12294
903,13635.333333333334,14302,12294
904,13642.61971830986,14370,12302
905,13645.114285714286,14376,12302
906,13656.257142857143,14388,12306
907,13667.285714285714,14392,12314
908,13674.695652173914,14392,12316
909,13688.666666666666,14392,12324
910,13698.5,14396,12344
911,13709.323529411764,14404,12352
912,13724.328358208955,14408,12356
913,13733.850746268658,14408,12364
914,13743.55223880597,14410,12388
915,13750.89552238806,14410,12452
916,13753.39393939394,14414,12452
917,13757.5,14418,12456
918,13769.09375,14438,12464
919,13779.619047619048,14462,12466
