Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]",down,4
2,0,"[0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0]",up,4
3,0,"[0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0, 0, 0]",up,4
4,0,"[2, 0, 2, 0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,4
5,0,"[2, 2, 2, 0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,4
6,2,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 2, 4, 2, 2]",down,4
7,2,"[2, 4, 2, 2, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0]",up,4
8,10,"[2, 4, 4, 2, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",left,4
9,18,"[2, 8, 2, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2]",left,8
10,26,"[2, 8, 2, 2, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up,8
11,28,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 8, 8, 2, 4]",down,8
12,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0, 16, 2, 4]",right,16
13,56,"[0, 2, 2, 8, 0, 16, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up,16
14,56,"[2, 2, 2, 8, 0, 16, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,16
15,60,"[2, 2, 4, 8, 0, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,16
16,64,"[2, 4, 4, 8, 0, 0, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0]",right,16
17,72,"[0, 2, 8, 8, 0, 0, 16, 2, 0, 0, 0, 0, 0, 0, 2, 0]",right,16
18,72,"[0, 2, 8, 8, 0, 0, 16, 2, 2, 0, 2, 0, 0, 0, 0, 0]",up,16
19,92,"[2, 16, 0, 0, 16, 2, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0]",left,16
20,92,"[2, 16, 2, 0, 16, 2, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0]",up,16
21,96,"[2, 16, 2, 0, 16, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0]",up,16
22,96,"[2, 16, 2, 2, 16, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0]",up,16
23,96,"[0, 0, 2, 0, 2, 0, 0, 0, 16, 16, 0, 2, 4, 4, 2, 4]",down,16
24,98,"[0, 2, 0, 0, 2, 0, 0, 0, 16, 16, 0, 2, 4, 4, 4, 4]",down,16
25,146,"[2, 0, 0, 0, 2, 0, 2, 0, 32, 2, 0, 0, 8, 8, 0, 0]",left,32
26,150,"[4, 2, 2, 0, 32, 8, 0, 0, 8, 0, 2, 0, 0, 0, 0, 0]",up,32
27,152,"[0, 0, 0, 0, 4, 0, 2, 0, 32, 2, 0, 0, 8, 8, 4, 0]",down,32
28,152,"[0, 0, 0, 0, 4, 0, 0, 0, 32, 2, 2, 2, 8, 8, 4, 0]",down,32
29,152,"[0, 0, 2, 0, 4, 0, 0, 0, 32, 2, 2, 0, 8, 8, 4, 2]",down,32
30,172,"[2, 2, 0, 0, 4, 0, 0, 0, 32, 4, 0, 0, 16, 4, 2, 0]",left,32
31,176,"[4, 0, 0, 0, 4, 0, 0, 0, 32, 4, 0, 2, 16, 4, 2, 0]",left,32
32,192,"[8, 8, 2, 2, 32, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2]",up,32
33,194,"[0, 0, 0, 0, 8, 0, 0, 0, 32, 2, 0, 0, 16, 8, 2, 4]",down,32
34,194,"[8, 2, 2, 4, 32, 8, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2]",up,32
35,194,"[8, 2, 2, 4, 32, 8, 0, 2, 16, 0, 0, 0, 0, 2, 0, 0]",up,32
36,194,"[8, 2, 2, 4, 32, 8, 0, 2, 16, 2, 0, 0, 2, 0, 0, 0]",up,32
37,198,"[8, 4, 4, 0, 32, 8, 2, 0, 16, 2, 0, 2, 2, 0, 0, 0]",left,32
38,198,"[8, 4, 4, 2, 32, 8, 2, 0, 16, 2, 0, 0, 2, 0, 2, 0]",up,32
39,210,"[8, 8, 2, 0, 32, 8, 2, 0, 16, 2, 2, 0, 4, 0, 0, 0]",left,32
40,220,"[8, 0, 0, 0, 32, 2, 0, 0, 16, 16, 2, 0, 4, 2, 4, 0]",down,32
41,252,"[0, 0, 0, 8, 2, 0, 32, 2, 0, 0, 32, 2, 0, 4, 2, 4]",right,32
42,320,"[2, 4, 64, 8, 0, 0, 2, 4, 0, 0, 0, 4, 2, 0, 0, 0]",up,64
43,332,"[4, 4, 64, 8, 0, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0, 2]",up,64
44,348,"[4, 4, 64, 16, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up,64
45,360,"[0, 8, 64, 16, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 2, 0]",right,64
46,362,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 16, 2, 8, 4, 4]",down,64
47,362,"[2, 8, 64, 16, 0, 0, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0]",up,64
48,362,"[2, 8, 64, 16, 0, 2, 4, 4, 0, 0, 2, 0, 0, 0, 0, 0]",up,64
49,370,"[2, 8, 64, 16, 2, 8, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",left,64
50,390,"[4, 16, 64, 16, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]",up,64
51,394,"[4, 16, 64, 16, 2, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0]",up,64
52,394,"[4, 16, 64, 16, 2, 0, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0]",up,64
53,398,"[4, 16, 64, 16, 4, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0]",up,64
54,410,"[8, 16, 64, 16, 0, 0, 4, 4, 0, 0, 0, 0, 2, 0, 0, 0]",up,64
55,418,"[8, 16, 64, 16, 8, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]",left,64
56,434,"[16, 16, 64, 16, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up,64
57,470,"[0, 32, 64, 16, 0, 0, 2, 4, 0, 0, 0, 0, 2, 0, 0, 0]",right,64
58,470,"[32, 64, 16, 0, 2, 4, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left,64
59,472,"[0, 0, 2, 0, 0, 0, 0, 0, 32, 64, 16, 0, 4, 4, 4, 0]",down,64
