Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]",down,2
2,4,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up,4
3,4,"[4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",left,4
4,4,"[4, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,4
5,8,"[4, 4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",left,4
6,16,"[8, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",left,8
7,20,"[8, 4, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,8
8,20,"[0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 0, 0, 2, 2, 2, 0]",down,8
9,20,"[8, 4, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,8
10,24,"[8, 4, 4, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,8
11,36,"[8, 8, 2, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left,8
12,52,"[16, 2, 0, 0, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",left,16
13,52,"[16, 2, 0, 2, 4, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",up,16
14,54,"[0, 0, 0, 0, 16, 0, 0, 0, 4, 0, 0, 0, 2, 2, 2, 4]",down,16
15,54,"[16, 2, 2, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4]",up,16
16,58,"[0, 16, 4, 4, 2, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 4]",right,16
17,66,"[2, 16, 4, 8, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 2]",up,16
18,66,"[2, 16, 4, 8, 2, 0, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0]",left,16
19,68,"[0, 0, 0, 0, 4, 2, 0, 0, 4, 16, 0, 0, 2, 2, 4, 8]",down,16
20,72,"[0, 0, 0, 0, 0, 2, 2, 0, 8, 16, 0, 0, 2, 2, 4, 8]",down,16
21,72,"[0, 0, 2, 0, 0, 2, 0, 0, 8, 16, 2, 0, 2, 2, 4, 8]",down,16
22,76,"[2, 0, 0, 0, 2, 0, 0, 0, 8, 16, 2, 2, 4, 4, 8, 0]",left,16
23,88,"[0, 0, 0, 2, 0, 2, 0, 2, 0, 8, 16, 4, 0, 0, 8, 8]",right,16
24,92,"[0, 2, 16, 4, 0, 8, 8, 4, 0, 0, 0, 8, 2, 0, 0, 0]",up,16
25,100,"[2, 2, 16, 8, 0, 8, 8, 8, 0, 4, 0, 0, 0, 0, 0, 0]",up,16
26,116,"[2, 2, 16, 16, 0, 8, 8, 0, 0, 4, 0, 0, 0, 0, 4, 0]",up,16
