Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]",down,2
2,0,"[0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,2
3,4,"[0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up,4
4,4,"[0, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",right,4
5,8,"[0, 2, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up,4
6,16,"[0, 0, 2, 8, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",right,8
7,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 4, 0, 2, 2]",down,8
8,20,"[4, 0, 4, 8, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]",up,8
9,28,"[8, 8, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",left,8
10,32,"[8, 8, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up,8
11,32,"[0, 2, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0, 2, 8, 0, 2]",down,8
12,32,"[8, 2, 2, 2, 4, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,8
13,36,"[8, 4, 2, 0, 4, 8, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0]",left,8
14,38,"[0, 0, 0, 0, 8, 0, 2, 0, 4, 4, 0, 0, 2, 8, 4, 0]",down,8
15,38,"[0, 0, 0, 0, 8, 0, 0, 2, 4, 4, 2, 0, 2, 8, 4, 0]",down,8
16,46,"[0, 0, 2, 0, 0, 0, 8, 2, 0, 0, 8, 2, 0, 2, 8, 4]",right,8
17,66,"[2, 2, 2, 4, 0, 0, 16, 4, 0, 0, 8, 0, 0, 0, 0, 0]",up,16
18,70,"[0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 16, 0, 2, 2, 8, 8]",down,16
19,70,"[0, 0, 0, 2, 0, 0, 2, 0, 4, 0, 16, 0, 2, 2, 8, 8]",down,16
20,90,"[2, 0, 0, 0, 2, 0, 4, 0, 4, 16, 0, 0, 4, 16, 0, 0]",left,16
21,134,"[4, 32, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up,32
22,134,"[4, 32, 4, 0, 8, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up,32
23,134,"[0, 4, 32, 4, 2, 0, 8, 2, 0, 0, 0, 0, 0, 0, 0, 2]",right,32
24,138,"[2, 4, 32, 4, 2, 0, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0]",up,32
25,150,"[4, 4, 32, 8, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,32
26,150,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 32, 0, 4, 2, 8, 8]",down,32
27,150,"[2, 4, 32, 8, 4, 2, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up,32
28,150,"[2, 4, 32, 8, 2, 4, 2, 8, 0, 0, 0, 2, 0, 0, 0, 0]",right,32
29,178,"[4, 8, 32, 16, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0]",up,32
30,182,"[4, 8, 32, 16, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left,32
31,186,"[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 2, 0, 2, 2, 32, 16]",down,32
32,186,"[8, 8, 2, 16, 2, 2, 32, 0, 0, 0, 0, 0, 0, 4, 0, 0]",up,32
33,186,"[8, 8, 2, 16, 2, 2, 32, 0, 0, 4, 2, 0, 0, 0, 0, 0]",up,32
34,186,"[0, 0, 0, 2, 0, 8, 2, 0, 8, 2, 32, 0, 2, 4, 2, 16]",down,32
35,186,"[8, 8, 2, 2, 2, 2, 32, 16, 0, 4, 2, 0, 0, 0, 0, 2]",up,32
36,210,"[16, 4, 0, 0, 4, 32, 16, 0, 4, 2, 2, 0, 2, 0, 0, 0]",left,32
37,214,"[0, 0, 16, 4, 0, 4, 32, 16, 2, 0, 4, 4, 0, 0, 0, 2]",right,32
38,222,"[16, 4, 2, 0, 4, 32, 16, 0, 2, 8, 0, 0, 2, 0, 0, 0]",left,32
39,224,"[0, 0, 0, 2, 16, 4, 0, 0, 4, 32, 2, 0, 4, 8, 16, 0]",down,32
40,228,"[2, 0, 0, 0, 0, 4, 0, 0, 16, 32, 2, 0, 8, 8, 16, 2]",down,32
41,228,"[2, 4, 2, 2, 16, 32, 16, 2, 8, 8, 0, 0, 0, 0, 0, 0]",up,32
42,230,"[0, 2, 0, 0, 2, 4, 0, 0, 16, 32, 2, 0, 8, 8, 16, 4]",down,32
43,246,"[2, 0, 0, 0, 2, 4, 2, 0, 16, 32, 2, 0, 16, 16, 4, 0]",left,32
44,286,"[4, 4, 4, 0, 32, 32, 4, 2, 0, 16, 0, 0, 0, 0, 0, 0]",up,32
45,294,"[4, 4, 8, 2, 32, 32, 0, 0, 2, 16, 0, 0, 0, 0, 0, 0]",up,32
46,366,"[8, 8, 2, 0, 64, 0, 0, 0, 2, 16, 2, 0, 0, 0, 0, 0]",left,64
47,382,"[0, 0, 16, 2, 0, 0, 0, 64, 0, 2, 16, 2, 0, 2, 0, 0]",right,64
48,400,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 64, 0, 4, 32, 2]",down,64
49,404,"[0, 4, 32, 4, 2, 0, 0, 64, 0, 0, 0, 2, 0, 0, 0, 0]",up,64
50,404,"[2, 4, 32, 4, 0, 0, 0, 64, 0, 0, 0, 2, 2, 0, 0, 0]",up,64
51,406,"[4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 64, 4, 4, 32, 2]",down,64
52,414,"[4, 0, 0, 2, 4, 0, 0, 0, 64, 0, 0, 0, 8, 32, 2, 0]",left,64
53,418,"[0, 0, 0, 0, 8, 0, 2, 0, 64, 0, 0, 0, 8, 32, 2, 2]",down,64
54,420,"[2, 0, 0, 0, 8, 0, 0, 0, 64, 0, 0, 0, 8, 32, 4, 2]",down,64
55,420,"[2, 32, 4, 2, 8, 0, 0, 0, 64, 0, 0, 0, 8, 2, 0, 0]",up,64
56,420,"[2, 32, 4, 2, 8, 2, 0, 0, 64, 0, 2, 0, 8, 0, 0, 0]",up,64
57,420,"[2, 32, 4, 2, 8, 2, 2, 0, 64, 2, 0, 0, 8, 0, 0, 0]",left,64
58,422,"[2, 0, 0, 0, 8, 2, 0, 0, 64, 32, 4, 0, 8, 4, 2, 2]",down,64
59,426,"[0, 0, 0, 2, 2, 0, 8, 2, 0, 64, 32, 4, 0, 8, 4, 4]",right,64
60,438,"[2, 64, 8, 4, 0, 8, 32, 8, 0, 2, 4, 0, 0, 0, 0, 0]",up,64
61,438,"[0, 0, 0, 0, 0, 64, 8, 2, 0, 8, 32, 4, 2, 2, 4, 8]",down,64
62,442,"[0, 0, 2, 0, 64, 8, 2, 0, 8, 32, 4, 0, 4, 4, 8, 0]",left,64
63,450,"[0, 0, 2, 2, 0, 64, 8, 2, 0, 8, 32, 4, 0, 0, 8, 8]",right,64
64,454,"[0, 64, 2, 4, 0, 8, 8, 4, 0, 0, 32, 8, 0, 0, 8, 2]",up,64
65,470,"[0, 64, 2, 4, 0, 2, 16, 4, 0, 0, 32, 8, 0, 0, 8, 2]",right,64
66,474,"[0, 0, 2, 0, 0, 0, 16, 8, 0, 64, 32, 8, 2, 2, 8, 2]",down,64
67,482,"[4, 0, 2, 0, 0, 0, 16, 0, 0, 64, 32, 16, 2, 2, 8, 2]",down,64
68,486,"[2, 0, 4, 2, 0, 0, 0, 16, 0, 64, 32, 16, 0, 4, 8, 2]",right,64
69,502,"[0, 0, 2, 0, 0, 0, 4, 2, 0, 64, 32, 32, 2, 4, 8, 2]",down,64
70,566,"[2, 0, 0, 0, 4, 2, 0, 0, 64, 64, 2, 0, 2, 4, 8, 2]",left,64
71,566,"[2, 2, 2, 2, 4, 64, 8, 0, 64, 4, 0, 0, 2, 4, 0, 0]",up,64
72,570,"[2, 0, 0, 0, 4, 2, 2, 0, 64, 64, 2, 0, 2, 8, 8, 2]",down,64
73,574,"[2, 2, 4, 2, 4, 64, 8, 2, 64, 8, 0, 0, 2, 0, 0, 0]",up,64
74,578,"[2, 2, 4, 4, 4, 64, 8, 0, 64, 8, 0, 0, 2, 2, 0, 0]",up,64
75,594,"[4, 8, 0, 2, 4, 64, 8, 0, 64, 8, 0, 0, 4, 0, 0, 0]",left,64
76,602,"[8, 8, 8, 2, 64, 64, 0, 0, 4, 8, 0, 0, 2, 0, 0, 0]",up,64
77,602,"[8, 0, 0, 0, 64, 8, 0, 2, 4, 64, 0, 0, 2, 8, 8, 2]",down,64
78,606,"[8, 8, 8, 4, 64, 64, 0, 0, 4, 8, 0, 2, 2, 0, 0, 0]",up,64
79,750,"[16, 8, 4, 0, 128, 0, 0, 0, 4, 8, 2, 0, 2, 0, 0, 2]",left,128
80,766,"[16, 16, 4, 2, 128, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0]",up,128
81,770,"[16, 16, 4, 2, 128, 0, 4, 0, 4, 0, 0, 0, 2, 0, 0, 2]",up,128
82,806,"[32, 4, 2, 0, 128, 4, 4, 0, 4, 0, 0, 0, 4, 0, 0, 0]",left,128
83,822,"[32, 8, 2, 0, 128, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 2]",up,128
84,822,"[32, 8, 2, 2, 128, 0, 4, 0, 8, 0, 0, 0, 2, 0, 0, 0]",up,128
85,826,"[0, 32, 8, 4, 0, 0, 128, 4, 0, 0, 2, 8, 0, 0, 0, 2]",right,128
