Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,2
2,0,"[0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,2
3,4,"[0, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,4
4,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 2, 2, 0]",down,4
5,8,"[0, 4, 4, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,4
6,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 4, 4, 0]",down,4
7,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 8, 4, 0]",down,8
8,14,"[2, 8, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up,8
9,18,"[2, 8, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up,8
10,26,"[2, 8, 8, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0]",left,8
11,30,"[4, 8, 8, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,8
12,30,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 4, 8, 2, 2]",down,8
13,30,"[2, 8, 8, 2, 4, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,8
14,34,"[2, 8, 8, 2, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,8
15,50,"[2, 16, 2, 2, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",left,16
16,54,"[0, 2, 16, 4, 0, 4, 2, 4, 0, 2, 0, 0, 0, 0, 0, 0]",right,16
17,62,"[0, 2, 16, 8, 0, 4, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0]",up,16
18,66,"[0, 2, 16, 8, 2, 4, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,16
19,74,"[2, 2, 16, 8, 0, 0, 2, 8, 0, 0, 0, 2, 0, 0, 0, 0]",right,16
20,90,"[2, 2, 16, 16, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0]",up,16
21,94,"[2, 2, 16, 16, 0, 0, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0]",up,16
22,98,"[4, 2, 16, 16, 0, 0, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0]",up,16
23,130,"[4, 2, 32, 0, 4, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",left,32
24,138,"[0, 2, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 4, 32, 0]",down,32
25,138,"[0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 0, 2, 4, 4, 32, 0]",down,32
26,150,"[0, 0, 0, 0, 2, 0, 0, 0, 8, 4, 0, 0, 8, 32, 0, 0]",left,32
27,158,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 4, 0, 0, 16, 32, 0, 0]",down,32
28,158,"[2, 4, 0, 2, 16, 32, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",up,32
29,158,"[2, 4, 2, 2, 16, 32, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",left,32
30,158,"[0, 0, 0, 0, 2, 0, 0, 0, 16, 4, 2, 0, 4, 32, 2, 2]",down,32
31,162,"[2, 4, 4, 2, 16, 32, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0]",up,32
32,170,"[0, 2, 8, 2, 0, 0, 16, 32, 0, 0, 4, 2, 0, 0, 4, 0]",right,32
33,178,"[0, 2, 8, 2, 0, 0, 16, 32, 2, 0, 8, 2, 0, 0, 0, 0]",up,32
34,178,"[0, 0, 2, 0, 0, 0, 8, 2, 0, 0, 16, 32, 2, 2, 8, 2]",down,32
35,178,"[2, 2, 2, 2, 2, 0, 8, 32, 0, 0, 16, 2, 0, 0, 8, 0]",up,32
36,182,"[4, 2, 2, 2, 0, 0, 8, 32, 2, 0, 16, 2, 0, 0, 8, 0]",up,32
37,186,"[4, 4, 2, 2, 8, 32, 0, 0, 2, 16, 2, 0, 8, 0, 0, 0]",left,32
38,198,"[0, 0, 8, 4, 0, 2, 8, 32, 0, 2, 16, 2, 0, 0, 0, 8]",right,32
39,208,"[0, 0, 0, 4, 2, 0, 0, 32, 0, 0, 16, 2, 0, 4, 16, 8]",down,32
40,208,"[0, 0, 2, 4, 0, 0, 2, 32, 0, 0, 16, 2, 0, 4, 16, 8]",right,32
