Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]",down,2
2,4,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",left,4
3,4,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4]",right,4
4,4,"[0, 2, 0, 2, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0]",up,4
5,8,"[0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 0, 0]",right,4
6,16,"[0, 0, 2, 8, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]",up,8
7,16,"[2, 8, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0]",left,8
8,18,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 4, 8, 2, 0]",down,8
9,18,"[0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 4, 8, 2]",right,8
10,18,"[0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0, 2, 0, 4, 8, 2]",right,8
11,26,"[0, 2, 8, 4, 0, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0]",up,8
12,30,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 0, 4, 2, 8]",down,8
13,32,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 8, 0, 0, 4, 2, 8]",down,8
14,36,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 8, 0, 2, 8, 2, 8]",down,8
15,36,"[2, 2, 8, 8, 2, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,8
16,56,"[0, 0, 4, 16, 0, 2, 8, 2, 2, 0, 0, 0, 0, 0, 0, 0]",right,16
17,56,"[4, 16, 0, 0, 2, 8, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0]",left,16
18,60,"[0, 0, 2, 0, 0, 0, 0, 0, 4, 16, 0, 0, 4, 8, 4, 0]",down,16
