Move,mean,max,min
959,14909.333333333334,15302,14380
960,14913.333333333334,15302,14384
961,14918.0,15302,14396
962,14923.333333333334,15306,14398
963,14932.0,15318,14406
964,14937.333333333334,15334,14406
965,14969.666666666666,15366,14408
966,14975.333333333334,15370,14420
967,15031.333333333334,15374,14420
968,15129.0,15774,14424
969,15273.6,15774,14888
970,15481.6,16802,14896
971,15667.0,16810,15000
972,15739.0,16822,15004
973,15752.0,16842,15012
974,15892.666666666666,16850,15032
975,15907.333333333334,16850,15036
976,16596.666666666668,18914,15040
977,16636.666666666668,18946,15048
978,16660.666666666668,19014,15048
979,16838.0,19026,15052
980,16846.0,19034,15068
981,16859.333333333332,19038,15100
982,16864.666666666668,19038,15100
983,16866.0,19038,15104
984,17213.333333333332,19046,15110
985,17217.333333333332,19046,15114
986,17226.666666666668,19046,15138
987,17232.0,19046,15138
988,17233.333333333332,19046,15138
989,17926.0,19568,15140
990,17930.0,19568,15152
991,17930.0,19568,15152
992,17946.0,19612,15156
993,17951.333333333332,19616,15164
994,17964.666666666668,19616,15184
995,17976.666666666668,19628,15184
996,17980.666666666668,19636,15188
997,17982.666666666668,19636,15190
998,19381.0,19640,19122
999,19387.0,19652,19122
1000,19401.0,19660,19142
1001,19401.0,19660,19142
1002,19417.0,19684,19150
1003,19461.0,19732,19190
1004,19495.0,19800,19190
1005,19561.0,19932,19190
1006,19561.0,19932,19190
1007,19583.0,19976,19190
1008,19585.0,19976,19194
1009,19592.0,19978,19206
1010,19606.0,19978,19234
1011,19618.0,19982,19254
1012,19626.0,19982,19270
1013,19630.0,19986,19274
1014,19634.0,19994,19274
1015,19644.0,20010,19278
1016,19680.0,20014,19346
1017,19688.0,20022,19354
1018,19689.0,20022,19356
1019,19691.0,20026,19356
1020,19691.0,20026,19356
1021,19700.0,20042,19358
1022,19704.0,20046,19362
1023,19724.0,20074,19374
1024,19752.0,20106,19398
1025,19818.0,20106,19530
1026,19860.0,20190,19530
1027,19862.0,20194,19530
1028,19862.0,20194,19530
1029,19884.0,20194,19574
1030,19884.0,20194,19574
1031,19902.0,20202,19602
1032,19912.0,20206,19618
1033,19934.0,20214,19654
1034,19944.0,20234,19654
1035,19950.0,20242,19658
1036,19952.0,20246,19658
1037,19954.0,20246,19662
1038,19956.0,20246,19666
1039,19962.0,20250,19674
1040,19966.0,20250,19682
1041,19972.0,20258,19686
1042,19976.0,20266,19686
1043,19980.0,20266,19694
1044,19986.0,20274,19698
1045,20008.0,20278,19738
1046,20010.0,20278,19742
1047,20024.0,20298,19750
1048,20038.0,20306,19770
1049,20048.0,20326,19770
1050,20054.0,20334,19774
1051,20076.0,20370,19782
1052,20078.0,20370,19786
1053,20078.0,20370,19786
1054,20078.0,20370,19786
1055,20078.0,20370,19786
1056,20086.0,20370,19802
1057,20090.0,20378,19802
1058,20100.0,20394,19806
1059,20110.0,20410,19810
1060,20136.0,20446,19826
1061,20142.0,20458,19826
1062,20143.0,20458,19828
1063,20145.0,20462,19828
1064,20165.0,20482,19848
1065,20185.0,20490,19880
1066,20187.0,20490,19884
1067,20235.0,20586,19884
1068,20251.0,20590,19912
1069,20319.0,20726,19912
1070,20325.0,20730,19920
1071,20327.0,20734,19920
1072,20328.0,20734,19922
1073,20330.0,20734,19926
1074,20336.0,20746,19926
1075,20337.0,20746,19928
1076,20340.0,20748,19932
1077,20344.0,20756,19932
1078,20372.0,20764,19980
1079,20382.0,20764,20000
1080,20402.0,20764,20040
1081,20442.0,20776,20108
1082,20450.0,20784,20116
1083,20456.0,20792,20120
1084,20464.0,20808,20120
1085,20466.0,20810,20122
1086,20480.0,20814,20146
1087,20550.0,20826,20274
1088,20628.0,20970,20286
1089,20764.0,20970,20558
1090,20768.0,20970,20566
1091,20807.0,21046,20568
1092,20815.0,21062,20568
1093,20815.0,21062,20568
1094,20820.0,21070,20570
1095,20824.0,21070,20578
1096,20838.0,21074,20602
1097,20864.0,21090,20638
1098,20902.0,21094,20710
1099,20914.0,21114,20714
1100,20918.0,21122,20714
1101,20926.0,21122,20730
1102,20936.0,21138,20734
1103,20944.0,21154,20734
1104,20946.0,21158,20734
1105,20954.0,21166,20742
1106,20972.0,21166,20778
1107,20974.0,21170,20778
1108,20982.0,21174,20790
1109,20986.0,21174,20798
1110,20997.0,21176,20818
1111,20999.0,21180,20818
1112,21000.0,21180,20820
1113,21000.0,21180,20820
1114,21000.0,21180,20820
1115,21010.0,21188,20832
1116,21018.0,21196,20840
1117,21030.0,21220,20840
1118,21036.0,21228,20844
1119,21058.0,21264,20852
1120,21058.0,21264,20852
1121,21061.0,21268,20854
1122,21075.0,21276,20874
1123,21111.0,21316,20906
1124,21113.0,21316,20910
1125,21115.0,21318,20912
1126,21123.0,21326,20920
1127,21123.0,21326,20920
1128,21159.0,21326,20992
1129,21211.0,21414,21008
1130,21283.0,21426,21140
1131,21283.0,21426,21140
1132,21283.0,21426,21140
1133,21284.0,21426,21142
1134,21293.0,21428,21158
1135,21303.0,21432,21174
1136,21303.0,21432,21174
1137,21315.0,21436,21194
1138,21379.0,21564,21194
1139,21384.0,21574,21194
1140,21386.0,21578,21194
1141,21388.0,21578,21198
1142,21392.0,21578,21206
1143,21416.0,21614,21218
1144,21425.0,21622,21228
1145,21433.0,21622,21244
1146,21435.0,21626,21244
1147,21440.0,21634,21246
1148,21450.0,21654,21246
1149,21452.0,21654,21250
1150,21480.0,21666,21294
1151,21488.0,21674,21302
1152,21490.0,21674,21306
1153,21508.0,21686,21330
1154,21528.0,21694,21362
1155,21534.0,21704,21364
1156,21535.0,21706,21364
1157,21552.0,21738,21366
1158,21552.0,21738,21366
1159,21587.0,21740,21434
1160,21623.0,21812,21434
1161,21630.0,21814,21446
1162,21631.0,21816,21446
1163,21635.0,21824,21446
1164,21653.0,21840,21466
1165,21675.0,21872,21478
1166,21675.0,21872,21478
1167,21709.0,21940,21478
1168,21729.0,21948,21510
1169,21799.0,22076,21522
1170,21807.0,22080,21534
1171,21807.0,22080,21534
1172,21815.0,22096,21534
1173,21819.0,22100,21538
1174,21822.0,22104,21540
1175,21822.0,22104,21540
1176,21824.0,22104,21544
1177,21824.0,22104,21544
1178,21958.0,22364,21552
1179,22218.0,22876,21560
1180,22222.0,22876,21568
1181,22230.0,22884,21576
1182,22236.0,22896,21576
1183,22244.0,22912,21576
1184,22249.0,22920,21578
1185,22936.0,22936,22936
1186,22938.0,22938,22938
1187,22938.0,22938,22938
1188,22940.0,22940,22940
1189,22944.0,22944,22944
1190,22988.0,22988,22988
1191,23004.0,23004,23004
1192,23008.0,23008,23008
1193,23008.0,23008,23008
1194,23012.0,23012,23012
1195,23012.0,23012,23012
1196,23014.0,23014,23014
1197,23016.0,23016,23016
1198,23016.0,23016,23016
1199,23024.0,23024,23024
1200,23044.0,23044,23044
1201,23044.0,23044,23044
1202,23088.0,23088,23088
1203,23088.0,23088,23088
1204,23092.0,23092,23092
1205,23120.0,23120,23120
1206,23120.0,23120,23120
1207,23124.0,23124,23124
1208,23124.0,23124,23124
1209,23156.0,23156,23156
1210,23158.0,23158,23158
1211,23230.0,23230,23230
1212,23230.0,23230,23230
1213,23238.0,23238,23238
1214,23246.0,23246,23246
1215,23250.0,23250,23250
1216,23258.0,23258,23258
1217,23278.0,23278,23278
1218,23278.0,23278,23278
1219,23282.0,23282,23282
1220,23286.0,23286,23286
1221,23302.0,23302,23302
1222,23358.0,23358,23358
1223,23360.0,23360,23360
1224,23368.0,23368,23368
1225,23368.0,23368,23368
1226,23368.0,23368,23368
1227,23368.0,23368,23368
1228,23368.0,23368,23368
1229,23368.0,23368,23368
1230,23432.0,23432,23432
1231,23432.0,23432,23432
1232,23436.0,23436,23436
1233,23440.0,23440,23440
1234,23456.0,23456,23456
1235,23496.0,23496,23496
1236,23508.0,23508,23508
1237,23508.0,23508,23508
1238,23516.0,23516,23516
1239,23516.0,23516,23516
1240,23540.0,23540,23540
1241,23548.0,23548,23548
1242,23548.0,23548,23548
1243,23548.0,23548,23548
1244,23548.0,23548,23548
1245,23564.0,23564,23564
1246,23566.0,23566,23566
1247,23574.0,23574,23574
1248,23590.0,23590,23590
1249,23626.0,23626,23626
1250,23630.0,23630,23630
1251,23638.0,23638,23638
1252,23642.0,23642,23642
1253,23650.0,23650,23650
1254,23734.0,23734,23734
1255,23734.0,23734,23734
1256,23734.0,23734,23734
1257,23800.0,23800,23800
1258,23800.0,23800,23800
1259,23800.0,23800,23800
1260,23802.0,23802,23802
1261,23814.0,23814,23814
1262,23822.0,23822,23822
1263,23822.0,23822,23822
1264,23842.0,23842,23842
1265,23858.0,23858,23858
1266,23858.0,23858,23858
1267,23858.0,23858,23858
1268,23874.0,23874,23874
1269,23878.0,23878,23878
1270,23878.0,23878,23878
1271,23902.0,23902,23902
1272,23910.0,23910,23910
1273,23910.0,23910,23910
1274,23912.0,23912,23912
1275,23920.0,23920,23920
1276,23928.0,23928,23928
1277,23932.0,23932,23932
1278,23932.0,23932,23932
1279,23964.0,23964,23964
1280,23970.0,23970,23970
1281,23974.0,23974,23974
1282,23974.0,23974,23974
1283,23990.0,23990,23990
1284,23994.0,23994,23994
1285,24006.0,24006,24006
1286,24022.0,24022,24022
1287,24022.0,24022,24022
1288,24022.0,24022,24022
1289,24026.0,24026,24026
1290,24058.0,24058,24058
1291,24058.0,24058,24058
1292,24126.0,24126,24126
1293,24130.0,24130,24130
1294,24150.0,24150,24150
1295,24406.0,24406,24406
1296,24406.0,24406,24406
1297,24422.0,24422,24422
1298,24440.0,24440,24440
1299,24452.0,24452,24452
1300,24460.0,24460,24460
1301,24460.0,24460,24460
1302,24464.0,24464,24464
1303,24472.0,24472,24472
1304,24474.0,24474,24474
1305,24474.0,24474,24474
1306,24478.0,24478,24478
1307,24486.0,24486,24486
1308,24490.0,24490,24490
1309,24502.0,24502,24502
1310,24510.0,24510,24510
1311,24526.0,24526,24526
1312,24526.0,24526,24526
1313,24526.0,24526,24526
1314,24562.0,24562,24562
1315,24562.0,24562,24562
1316,24564.0,24564,24564
1317,24568.0,24568,24568
1318,24570.0,24570,24570
1319,24570.0,24570,24570
1320,24590.0,24590,24590
1321,24602.0,24602,24602
1322,24618.0,24618,24618
1323,24662.0,24662,24662
1324,24662.0,24662,24662
1325,24662.0,24662,24662
1326,24664.0,24664,24664
1327,24664.0,24664,24664
1328,24676.0,24676,24676
1329,24700.0,24700,24700
1330,24700.0,24700,24700
1331,24704.0,24704,24704
1332,24704.0,24704,24704
1333,24704.0,24704,24704
1334,24708.0,24708,24708
1335,24712.0,24712,24712
1336,24784.0,24784,24784
1337,24784.0,24784,24784
1338,24784.0,24784,24784
1339,24788.0,24788,24788
1340,24792.0,24792,24792
1341,24796.0,24796,24796
