Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",left,4
2,0,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 4]",right,4
3,0,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 2]",left,4
4,2,"[0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 2]",down,4
5,6,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 8, 2, 0, 2]",down,8
6,10,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 8, 4, 2, 0]",left,8
7,10,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 8, 4, 2]",right,8
8,12,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 8, 4, 4]",down,8
9,20,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 8, 8, 0, 0]",left,8
10,40,"[0, 0, 0, 0, 2, 0, 0, 2, 4, 0, 0, 0, 16, 0, 0, 0]",left,16
11,44,"[0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 16, 0, 2, 0]",left,16
12,52,"[8, 2, 2, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,16
13,56,"[0, 0, 8, 4, 0, 0, 0, 16, 0, 4, 0, 0, 0, 0, 0, 0]",right,16
14,56,"[0, 0, 8, 4, 0, 0, 0, 16, 0, 2, 0, 4, 0, 0, 0, 0]",right,16
15,56,"[0, 2, 8, 4, 0, 0, 0, 16, 0, 0, 2, 4, 0, 0, 0, 0]",right,16
16,56,"[0, 2, 8, 4, 0, 0, 2, 16, 0, 0, 0, 4, 2, 0, 0, 0]",up,16
17,56,"[2, 8, 4, 0, 2, 16, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0]",left,16
18,58,"[0, 0, 0, 0, 4, 8, 0, 0, 4, 16, 4, 0, 2, 2, 4, 0]",down,16
19,66,"[0, 0, 0, 0, 0, 8, 0, 0, 8, 16, 2, 0, 2, 2, 8, 0]",down,16
20,70,"[0, 0, 0, 0, 0, 0, 2, 8, 0, 8, 16, 2, 0, 0, 4, 8]",right,16
21,70,"[0, 0, 0, 0, 0, 0, 2, 8, 2, 0, 16, 2, 0, 8, 4, 8]",down,16
22,70,"[2, 0, 0, 0, 2, 8, 0, 0, 2, 16, 2, 0, 8, 4, 8, 0]",left,16
23,74,"[4, 8, 2, 0, 2, 16, 8, 0, 8, 4, 0, 2, 0, 0, 0, 0]",up,16
24,74,"[4, 8, 2, 0, 2, 16, 8, 0, 8, 4, 2, 0, 0, 2, 0, 0]",left,16
25,74,"[0, 8, 0, 0, 4, 16, 2, 0, 2, 4, 8, 4, 8, 2, 2, 0]",down,16
26,78,"[8, 2, 0, 0, 4, 16, 2, 0, 2, 4, 8, 4, 8, 4, 0, 0]",left,16
27,86,"[8, 2, 2, 4, 4, 16, 8, 0, 2, 8, 0, 0, 8, 0, 2, 0]",up,16
28,90,"[8, 4, 4, 0, 4, 16, 8, 2, 2, 8, 0, 0, 8, 2, 0, 0]",left,16
29,98,"[8, 8, 0, 0, 4, 16, 8, 2, 2, 8, 0, 0, 8, 2, 2, 0]",left,16
30,118,"[2, 0, 0, 16, 4, 16, 8, 2, 0, 0, 2, 8, 0, 0, 8, 4]",right,16
31,118,"[2, 16, 8, 16, 4, 4, 2, 2, 0, 0, 8, 8, 0, 0, 0, 4]",up,16
32,146,"[2, 16, 8, 16, 8, 4, 0, 0, 16, 2, 0, 0, 4, 0, 0, 0]",left,16
33,146,"[2, 16, 8, 16, 0, 0, 8, 4, 2, 0, 16, 2, 0, 0, 0, 4]",right,16
34,156,"[0, 0, 0, 16, 2, 0, 0, 4, 0, 0, 16, 2, 4, 16, 16, 4]",down,16
35,172,"[0, 0, 0, 16, 0, 0, 2, 4, 2, 0, 0, 2, 4, 16, 32, 4]",down,32
36,176,"[2, 0, 0, 16, 0, 0, 2, 4, 0, 0, 0, 4, 4, 16, 32, 4]",right,32
37,184,"[2, 16, 2, 16, 4, 0, 32, 8, 0, 0, 0, 4, 0, 0, 0, 2]",up,32
38,184,"[2, 16, 2, 16, 4, 32, 8, 0, 4, 0, 0, 2, 2, 0, 0, 0]",left,32
39,192,"[2, 16, 2, 16, 8, 32, 8, 2, 2, 0, 0, 0, 2, 0, 0, 0]",up,32
40,194,"[0, 2, 0, 0, 2, 0, 0, 0, 8, 16, 2, 16, 4, 32, 8, 2]",down,32
41,194,"[2, 2, 2, 16, 8, 16, 8, 2, 4, 32, 0, 0, 0, 0, 0, 2]",up,32
42,198,"[4, 2, 16, 2, 8, 16, 8, 2, 4, 32, 0, 0, 2, 0, 0, 0]",left,32
43,200,"[4, 0, 0, 0, 8, 2, 2, 0, 4, 16, 16, 0, 2, 32, 8, 4]",down,32
44,236,"[0, 0, 0, 4, 0, 0, 8, 4, 2, 0, 4, 32, 2, 32, 8, 4]",right,32
45,248,"[4, 32, 8, 8, 0, 2, 4, 32, 0, 0, 8, 4, 0, 0, 0, 0]",up,32
46,264,"[4, 32, 16, 0, 2, 4, 32, 0, 8, 4, 2, 0, 0, 0, 0, 0]",left,32
47,272,"[4, 32, 16, 0, 2, 8, 32, 0, 8, 2, 2, 0, 0, 0, 0, 0]",up,32
48,276,"[4, 32, 16, 0, 2, 8, 32, 0, 8, 4, 0, 0, 0, 2, 0, 0]",left,32
49,276,"[0, 32, 0, 0, 4, 8, 0, 0, 2, 4, 16, 0, 8, 2, 32, 2]",down,32
50,276,"[0, 0, 0, 32, 2, 0, 4, 8, 0, 2, 4, 16, 8, 2, 32, 2]",right,32
51,288,"[2, 4, 8, 32, 8, 0, 32, 8, 2, 0, 0, 16, 0, 0, 0, 2]",up,32
52,288,"[2, 4, 8, 32, 0, 8, 32, 8, 0, 0, 2, 16, 2, 0, 0, 2]",right,32
53,292,"[2, 4, 8, 32, 0, 8, 32, 8, 0, 0, 2, 16, 2, 0, 0, 4]",right,32
54,294,"[0, 0, 4, 32, 0, 0, 8, 8, 0, 4, 32, 16, 4, 8, 2, 4]",down,32
55,310,"[0, 0, 4, 32, 2, 0, 0, 16, 0, 4, 32, 16, 4, 8, 2, 4]",right,32
56,326,"[0, 2, 0, 0, 0, 0, 4, 32, 2, 4, 32, 32, 4, 8, 2, 4]",down,32
57,390,"[2, 2, 4, 64, 4, 4, 32, 4, 0, 8, 2, 0, 0, 2, 0, 0]",up,64
58,402,"[0, 4, 4, 64, 0, 8, 32, 4, 0, 0, 8, 2, 0, 2, 0, 2]",right,64
59,414,"[8, 64, 0, 0, 8, 32, 4, 0, 8, 2, 0, 2, 4, 0, 0, 0]",left,64
60,418,"[8, 64, 0, 2, 8, 32, 4, 0, 8, 4, 0, 0, 4, 0, 0, 0]",left,64
61,434,"[16, 64, 4, 2, 8, 32, 0, 0, 4, 4, 0, 0, 2, 0, 0, 0]",up,64
62,442,"[16, 64, 4, 2, 8, 32, 0, 0, 8, 0, 2, 0, 2, 0, 0, 0]",left,64
63,458,"[16, 64, 4, 2, 16, 32, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0]",up,64
64,494,"[32, 64, 4, 2, 2, 32, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up,64
65,500,"[0, 0, 0, 0, 0, 0, 2, 0, 32, 64, 0, 0, 2, 32, 8, 4]",down,64
66,500,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 32, 64, 2, 32, 8, 4]",right,64
67,504,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 32, 64, 2, 32, 8, 4]",right,64
68,504,"[2, 2, 32, 4, 0, 32, 8, 64, 0, 0, 0, 4, 0, 0, 2, 0]",up,64
69,508,"[4, 32, 4, 0, 32, 8, 64, 4, 4, 0, 0, 0, 2, 0, 0, 0]",left,64
70,508,"[4, 32, 4, 4, 32, 8, 64, 0, 4, 2, 0, 0, 2, 0, 0, 0]",up,64
71,516,"[4, 32, 8, 0, 32, 8, 64, 2, 4, 2, 0, 0, 2, 0, 0, 0]",left,64
72,516,"[0, 4, 32, 8, 32, 8, 64, 2, 0, 0, 4, 2, 0, 0, 2, 2]",right,64
73,520,"[0, 4, 32, 8, 32, 8, 64, 2, 0, 0, 4, 2, 0, 2, 0, 4]",right,64
74,522,"[2, 0, 0, 0, 0, 4, 32, 8, 0, 8, 64, 4, 32, 2, 4, 4]",down,64
75,530,"[2, 4, 32, 8, 32, 8, 64, 8, 0, 2, 4, 0, 2, 0, 0, 0]",up,64
76,538,"[2, 0, 0, 0, 2, 4, 32, 0, 32, 8, 64, 0, 2, 2, 4, 16]",down,64
77,540,"[2, 0, 0, 0, 4, 4, 32, 0, 32, 8, 64, 0, 2, 2, 4, 16]",down,64
78,552,"[0, 2, 0, 2, 0, 0, 8, 32, 0, 32, 8, 64, 0, 4, 4, 16]",right,64
79,564,"[4, 0, 0, 0, 8, 32, 0, 0, 32, 8, 64, 0, 8, 16, 0, 2]",left,64
