Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up,2
2,0,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up,2
3,4,"[4, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,4
4,4,"[4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up,4
5,8,"[4, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up,4
6,12,"[4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up,4
7,12,"[4, 4, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up,4
8,16,"[4, 4, 0, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,4
9,24,"[8, 4, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",up,8
10,24,"[8, 4, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up,8
11,24,"[8, 4, 2, 4, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,8
12,28,"[8, 4, 2, 4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",up,8
13,32,"[8, 4, 4, 4, 4, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up,8
14,32,"[8, 4, 4, 4, 4, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0]",up,8
15,36,"[8, 4, 4, 4, 4, 4, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0]",up,8
16,52,"[8, 8, 8, 4, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",up,8
17,52,"[0, 0, 0, 0, 8, 2, 0, 0, 4, 0, 0, 4, 2, 8, 8, 2]",down,8
18,52,"[8, 2, 8, 4, 4, 8, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0]",up,8
19,52,"[8, 2, 8, 4, 4, 8, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2]",up,8
20,56,"[8, 2, 8, 4, 4, 8, 2, 4, 2, 0, 0, 2, 0, 0, 0, 0]",up,8
21,64,"[8, 2, 8, 8, 4, 8, 2, 2, 2, 0, 0, 2, 0, 0, 0, 0]",up,8
22,68,"[8, 2, 8, 8, 4, 8, 2, 4, 2, 0, 0, 0, 0, 2, 0, 0]",up,8
23,68,"[8, 2, 8, 8, 4, 8, 2, 4, 2, 2, 0, 0, 0, 0, 2, 0]",up,8
24,72,"[8, 2, 8, 8, 4, 8, 4, 4, 2, 2, 0, 2, 0, 0, 0, 0]",up,8
25,72,"[0, 0, 2, 0, 8, 2, 0, 8, 4, 8, 8, 4, 2, 2, 4, 2]",down,8
26,72,"[8, 2, 2, 8, 4, 8, 8, 4, 2, 2, 4, 2, 0, 0, 4, 0]",up,8
27,80,"[8, 2, 2, 8, 4, 8, 8, 4, 2, 2, 8, 2, 0, 0, 0, 2]",up,8
28,100,"[8, 2, 2, 8, 4, 8, 16, 4, 2, 2, 0, 4, 2, 0, 0, 0]",up,16
29,112,"[8, 2, 2, 8, 4, 8, 16, 8, 4, 2, 0, 0, 0, 0, 2, 0]",up,16
30,136,"[8, 2, 2, 16, 8, 8, 16, 0, 0, 2, 2, 0, 2, 0, 0, 0]",up,16
31,152,"[16, 2, 2, 16, 2, 8, 16, 0, 0, 2, 2, 0, 0, 2, 0, 0]",up,16
32,156,"[16, 2, 2, 16, 2, 8, 16, 0, 0, 4, 2, 0, 0, 0, 2, 0]",up,16
33,160,"[16, 2, 2, 16, 2, 8, 16, 0, 0, 4, 4, 0, 2, 0, 0, 0]",up,16
34,164,"[16, 2, 2, 16, 4, 8, 16, 0, 0, 4, 4, 2, 0, 0, 0, 0]",up,16
35,164,"[16, 2, 2, 16, 4, 8, 16, 2, 0, 4, 4, 0, 0, 2, 0, 0]",up,16
36,164,"[0, 2, 2, 0, 0, 8, 2, 0, 16, 4, 16, 16, 4, 2, 4, 2]",down,16
37,168,"[16, 2, 4, 16, 4, 8, 16, 2, 0, 4, 4, 0, 0, 2, 2, 0]",up,16
38,168,"[0, 2, 4, 0, 2, 8, 16, 0, 16, 4, 4, 16, 4, 2, 2, 2]",down,16
