Move,mean,max,min
215,2338.8190476190475,2728,1928
216,2350.135922330097,2736,1944
217,2361.4653465346537,2742,1948
218,2372.284263959391,2744,1956
219,2386.71875,2746,1960
220,2399.4920634920636,2760,1968
221,2405.903743315508,2764,1972
222,2415.9027027027028,2764,2030
223,2431.2696629213483,2772,2030
224,2445.689655172414,2772,2034
225,2456.046511627907,2780,2046
226,2470.7272727272725,2792,2046
227,2478.3456790123455,2796,2066
228,2486.759493670886,2804,2082
229,2496.56050955414,2808,2084
230,2506.640522875817,2814,2092
231,2511.5753424657532,2820,2092
232,2521.652777777778,2850,2094
233,2535.985507246377,2922,2094
234,2542.902255639098,2926,2102
235,2553.424,2934,2118
236,2565.0578512396696,2950,2122
237,2584.973451327434,2986,2254
238,2593.3571428571427,2990,2272
239,2596.1308411214955,2998,2334
240,2601.638095238095,2998,2340
241,2612.8155339805826,3002,2340
242,2620.8118811881186,3002,2346
243,2629.878787878788,3006,2352
244,2640.375,3014,2352
245,2649.6521739130435,3018,2354
246,2657.6404494382023,3022,2354
247,2668.8735632183907,3042,2354
248,2676.3529411764707,3042,2358
249,2684.2619047619046,3042,2358
250,2690.9397590361446,3058,2360
251,2704.759493670886,3070,2368
252,2720.88,3216,2400
253,2714.289855072464,3228,2404
254,2727.848484848485,3238,2416
255,2741.7049180327867,3316,2424
256,2752.5333333333333,3316,2424
257,2774.245614035088,3416,2440
258,2781.1071428571427,3420,2444
259,2790.0,3424,2448
260,2812.936170212766,3448,2450
261,2842.488888888889,3452,2468
262,2874.8636363636365,3484,2468
263,2912.0,3488,2490
264,2969.0625,3488,2494
265,2992.5333333333333,3488,2680
266,3015.7241379310344,3544,2680
267,3033.785714285714,3548,2684
268,3062.814814814815,3552,2686
269,3083.846153846154,3560,2694
270,3100.3333333333335,3576,2694
271,3117.5454545454545,3576,2696
272,3167.6190476190477,3722,2792
273,3171.5238095238096,3722,2800
274,3213.6,3722,2816
275,3236.9,3722,2816
276,3274.7,3726,2846
277,3335.157894736842,3730,2850
278,3344.5263157894738,3730,2850
279,3390.5,3732,2896
280,3401.375,3738,2896
281,3407.625,3740,2900
282,3480.75,3818,2908
283,3489.875,3818,2916
284,3524.0,3818,2920
285,3579.4285714285716,3820,2952
286,3594.8571428571427,3824,2960
287,3613.5714285714284,3828,2962
288,3620.5714285714284,3844,2978
289,3629.5714285714284,3884,2982
290,3688.4615384615386,3956,3002
291,3705.076923076923,3956,3066
292,3727.6923076923076,3958,3194
293,3751.076923076923,3966,3454
294,3758.923076923077,3976,3462
295,3766.153846153846,3992,3462
296,3773.846153846154,3996,3462
297,3777.3846153846152,3996,3462
298,3811.6666666666665,3996,3620
299,3819.8333333333335,3998,3640
300,3826.8333333333335,4014,3652
301,3835.3333333333335,4022,3668
302,3839.3333333333335,4026,3682
303,3851.8333333333335,4026,3694
304,3858.8333333333335,4026,3694
305,3866.5,4058,3698
306,3870.6666666666665,4066,3698
307,3878.8333333333335,4068,3706
308,3885.1666666666665,4092,3708
309,3900.3333333333335,4096,3712
310,3922.909090909091,4096,3724
311,3929.090909090909,4098,3732
312,3934.3636363636365,4102,3748
313,3940.181818181818,4110,3752
314,3954.7272727272725,4112,3760
315,3971.818181818182,4120,3760
316,3980.3636363636365,4140,3776
317,3988.5454545454545,4148,3780
318,4006.5454545454545,4172,3782
319,4037.2727272727275,4228,3814
320,4056.5454545454545,4244,3878
321,4062.7272727272725,4244,3886
322,4075.2727272727275,4280,3886
323,4078.909090909091,4284,3890
324,4091.090909090909,4288,3960
325,4101.818181818182,4288,3964
326,4112.0,4296,3968
327,4118.181818181818,4300,3972
328,4133.454545454545,4304,4008
329,4149.2,4308,4008
330,4151.4,4308,4010
331,4155.8,4312,4010
332,4174.6,4320,4014
333,4181.4,4320,4014
334,4195.2,4322,4018
335,4204.6,4326,4018
336,4208.8,4334,4022
337,4221.2,4342,4026
338,4229.8,4374,4026
339,4240.0,4374,4030
340,4249.6,4386,4042
341,4263.0,4394,4068
342,4287.4,4458,4068
343,4304.2,4590,4070
344,4311.2,4602,4074
345,4327.555555555556,4606,4076
346,4347.25,4606,4076
347,4362.75,4606,4076
348,4406.285714285715,4608,4224
349,4409.714285714285,4616,4224
350,4412.857142857143,4624,4228
351,4417.428571428572,4632,4236
352,4418.857142857143,4632,4240
353,4424.571428571428,4636,4240
354,4429.428571428572,4640,4240
355,4436.285714285715,4644,4242
356,4439.666666666667,4660,4244
357,4442.666666666667,4664,4248
358,4447.333333333333,4664,4252
359,4463.333333333333,4700,4272
360,4488.0,4708,4344
361,4498.0,4718,4360
362,4504.0,4730,4372
363,4505.2,4730,4374
364,4523.0,4732,4382
365,4530.5,4736,4386
366,4549.5,4808,4386
