Move,mean,max,min
304,4238.5,4470,3584
305,4466.0,4478,4444
306,4476.666666666667,4492,4460
307,4478.0,4492,4464
308,4483.333333333333,4496,4472
309,4488.666666666667,4496,4476
310,4498.0,4518,4476
311,4503.333333333333,4522,4480
312,4516.666666666667,4534,4488
313,4530.0,4568,4488
314,4543.333333333333,4572,4492
315,4558.0,4598,4504
316,4588.666666666667,4666,4524
317,4640.666666666667,4802,4532
318,4648.666666666667,4802,4548
319,4667.333333333333,4806,4584
320,4668.666666666667,4806,4584
321,4691.333333333333,4810,4616
322,4696.0,4818,4618
323,4702.666666666667,4822,4626
324,4705.333333333333,4826,4626
325,4709.333333333333,4830,4634
326,4714.666666666667,4830,4650
327,4717.333333333333,4834,4650
328,4722.666666666667,4846,4654
329,4725.333333333333,4846,4658
330,4742.666666666667,4878,4666
331,4754.666666666667,4894,4670
332,4817.0,4902,4732
333,4885.0,4910,4860
334,4899.0,4926,4872
335,4905.0,4934,4876
336,4909.0,4938,4880
337,4915.0,4942,4888
338,4917.0,4946,4888
339,4917.0,4946,4888
340,4921.0,4946,4896
341,4921.0,4946,4896
342,4925.0,4946,4904
343,4943.0,4950,4936
344,4959.0,4960,4958
345,4977.0,4978,4976
346,4983.0,4988,4978
347,5003.0,5024,4982
348,5039.0,5088,4990
349,5041.0,5088,4994
350,5088.0,5088,5088
351,5088.0,5088,5088
352,5092.0,5092,5092
353,5092.0,5092,5092
354,5100.0,5100,5100
355,5108.0,5108,5108
356,5144.0,5144,5144
357,5144.0,5144,5144
358,5152.0,5152,5152
359,5172.0,5172,5172
360,5172.0,5172,5172
361,5176.0,5176,5176
362,5188.0,5188,5188
363,5212.0,5212,5212
364,5212.0,5212,5212
365,5212.0,5212,5212
366,5212.0,5212,5212
367,5212.0,5212,5212
368,5216.0,5216,5216
369,5224.0,5224,5224
370,5228.0,5228,5228
371,5236.0,5236,5236
372,5236.0,5236,5236
373,5240.0,5240,5240
374,5244.0,5244,5244
375,5248.0,5248,5248
376,5256.0,5256,5256
377,5260.0,5260,5260
