Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",right
2,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2]",right
3,0,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2]",right
4,4,"[0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2]",right
5,4,"[2, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2, 0]",up
6,4,"[2, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0, 0]",up
7,8,"[0, 0, 2, 4, 0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0, 2]",right
8,24,"[0, 0, 4, 8, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2]",up
9,24,"[0, 0, 0, 0, 0, 2, 0, 8, 0, 0, 0, 4, 0, 0, 4, 2]",down
10,24,"[0, 2, 4, 8, 0, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0, 0]",up
11,28,"[0, 4, 4, 8, 0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 0, 0]",up
12,40,"[0, 0, 8, 8, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 2]",right
13,56,"[0, 0, 0, 16, 0, 0, 0, 4, 0, 0, 0, 4, 2, 0, 0, 2]",right
14,64,"[2, 0, 2, 16, 0, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0]",up
15,68,"[4, 16, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",left
16,68,"[0, 0, 0, 0, 4, 0, 0, 0, 8, 2, 0, 0, 2, 16, 0, 2]",down
17,68,"[2, 0, 0, 0, 4, 0, 0, 0, 8, 2, 0, 0, 2, 16, 2, 0]",left
18,68,"[0, 2, 0, 2, 0, 0, 0, 4, 0, 0, 8, 2, 0, 2, 16, 2]",right
19,72,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 8, 4, 0, 4, 16, 4]",down
20,76,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 8, 2, 0, 4, 16, 8]",down
21,76,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 8, 2, 0, 4, 16, 8]",right
22,80,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 8, 2, 4, 4, 16, 8]",right
23,88,"[0, 0, 0, 0, 2, 0, 0, 2, 4, 8, 2, 0, 8, 16, 8, 0]",left
24,92,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 8, 2, 2, 8, 16, 8]",right
25,92,"[2, 4, 8, 4, 0, 8, 16, 2, 0, 2, 0, 8, 0, 0, 0, 0]",up
26,92,"[2, 4, 8, 4, 8, 16, 2, 0, 2, 8, 2, 0, 0, 0, 0, 0]",left
27,96,"[2, 4, 8, 4, 8, 16, 4, 0, 2, 8, 0, 0, 0, 2, 0, 0]",up
28,96,"[2, 4, 8, 4, 8, 16, 4, 2, 2, 8, 0, 0, 2, 0, 0, 0]",left
29,98,"[0, 0, 0, 2, 2, 4, 0, 0, 8, 16, 8, 4, 4, 8, 4, 2]",down
30,98,"[2, 0, 0, 2, 0, 0, 2, 4, 8, 16, 8, 4, 4, 8, 4, 2]",right
31,106,"[2, 16, 2, 2, 8, 8, 8, 8, 4, 0, 4, 2, 0, 0, 0, 2]",up
32,150,"[0, 2, 16, 4, 0, 0, 16, 16, 0, 0, 8, 2, 0, 2, 0, 2]",right
33,186,"[0, 2, 16, 4, 0, 0, 0, 32, 0, 0, 8, 2, 0, 2, 0, 4]",right
34,186,"[2, 16, 4, 2, 32, 0, 0, 0, 8, 2, 0, 0, 2, 4, 0, 0]",left
35,186,"[2, 16, 4, 2, 32, 2, 2, 0, 8, 4, 0, 0, 2, 0, 0, 0]",up
36,186,"[2, 0, 0, 0, 32, 16, 0, 0, 8, 2, 4, 2, 2, 4, 2, 2]",down
37,188,"[2, 0, 2, 0, 32, 16, 0, 0, 8, 2, 4, 0, 2, 4, 2, 4]",down
38,192,"[4, 0, 0, 0, 32, 16, 2, 0, 8, 2, 4, 0, 2, 4, 2, 4]",left
39,192,"[4, 16, 2, 4, 32, 2, 4, 2, 8, 4, 2, 0, 2, 0, 0, 0]",up
40,192,"[4, 16, 2, 4, 32, 2, 4, 2, 4, 8, 4, 2, 0, 0, 0, 2]",right
41,204,"[4, 16, 2, 4, 32, 2, 8, 4, 4, 8, 0, 2, 0, 0, 0, 2]",up
42,204,"[4, 16, 2, 4, 32, 2, 8, 4, 0, 4, 8, 2, 0, 2, 0, 2]",right
43,224,"[4, 16, 2, 4, 32, 2, 16, 4, 2, 4, 0, 4, 0, 2, 0, 0]",up
44,228,"[0, 16, 0, 0, 4, 2, 2, 0, 32, 4, 2, 4, 2, 2, 16, 8]",down
45,230,"[2, 16, 0, 0, 4, 2, 0, 0, 32, 4, 4, 4, 2, 2, 16, 8]",down
46,230,"[2, 16, 4, 4, 4, 2, 16, 8, 32, 4, 0, 2, 2, 2, 0, 0]",up
47,242,"[2, 16, 8, 0, 4, 2, 16, 8, 32, 4, 2, 0, 4, 0, 2, 0]",left
48,242,"[0, 2, 16, 8, 4, 2, 16, 8, 0, 32, 4, 2, 0, 2, 4, 2]",right
49,306,"[4, 4, 32, 16, 0, 32, 8, 4, 0, 2, 0, 2, 0, 0, 0, 0]",up
50,318,"[0, 8, 32, 16, 0, 32, 8, 4, 0, 0, 0, 4, 0, 0, 4, 0]",right
51,318,"[8, 32, 16, 0, 32, 8, 4, 0, 4, 2, 0, 0, 4, 0, 0, 0]",left
52,318,"[0, 8, 32, 16, 0, 32, 8, 4, 0, 0, 4, 2, 2, 0, 0, 4]",right
53,318,"[0, 8, 32, 16, 0, 32, 8, 4, 0, 0, 4, 2, 2, 0, 2, 4]",right
54,322,"[0, 8, 32, 16, 2, 32, 8, 4, 0, 0, 4, 2, 0, 0, 4, 4]",right
55,330,"[2, 8, 32, 16, 4, 32, 8, 4, 0, 0, 8, 2, 0, 0, 0, 4]",up
56,346,"[2, 8, 32, 16, 4, 32, 16, 4, 2, 0, 0, 2, 0, 0, 0, 4]",up
57,346,"[0, 0, 0, 16, 2, 4, 0, 4, 4, 8, 32, 2, 2, 32, 16, 4]",down
58,354,"[16, 0, 0, 0, 2, 8, 0, 2, 4, 8, 32, 2, 2, 32, 16, 4]",left
59,374,"[16, 16, 32, 4, 2, 32, 16, 4, 4, 0, 0, 0, 2, 0, 4, 0]",up
60,382,"[16, 16, 32, 8, 2, 32, 16, 0, 4, 0, 4, 2, 2, 0, 0, 0]",up
61,382,"[16, 16, 32, 8, 2, 32, 16, 2, 4, 0, 4, 0, 2, 2, 0, 0]",up
62,426,"[32, 32, 8, 0, 2, 32, 16, 2, 8, 0, 4, 0, 4, 0, 0, 0]",left
63,490,"[0, 2, 64, 8, 2, 32, 16, 2, 0, 0, 8, 4, 0, 0, 0, 4]",right
64,498,"[2, 2, 64, 8, 0, 32, 16, 2, 0, 0, 8, 8, 0, 0, 2, 0]",up
65,498,"[0, 0, 64, 0, 0, 0, 16, 8, 2, 2, 8, 2, 2, 32, 2, 8]",down
66,502,"[64, 0, 2, 0, 16, 8, 0, 0, 4, 8, 2, 0, 2, 32, 2, 8]",left
67,512,"[64, 0, 0, 2, 16, 0, 0, 0, 4, 16, 2, 0, 2, 32, 4, 8]",down
68,512,"[64, 2, 0, 0, 16, 0, 0, 0, 4, 16, 2, 2, 2, 32, 4, 8]",left
69,516,"[0, 2, 64, 2, 0, 0, 0, 16, 0, 4, 16, 4, 2, 32, 4, 8]",right
70,516,"[2, 64, 2, 0, 16, 2, 0, 0, 4, 16, 4, 0, 2, 32, 4, 8]",left
71,524,"[2, 64, 2, 8, 16, 2, 8, 0, 4, 16, 0, 0, 2, 32, 2, 0]",up
72,524,"[2, 64, 0, 2, 16, 2, 2, 0, 4, 16, 8, 0, 2, 32, 2, 8]",down
73,528,"[2, 64, 2, 0, 16, 4, 0, 2, 4, 16, 8, 0, 2, 32, 2, 8]",left
74,528,"[2, 64, 2, 0, 16, 4, 2, 0, 4, 16, 8, 2, 2, 32, 2, 8]",down
75,530,"[2, 64, 0, 0, 16, 4, 4, 2, 4, 16, 8, 2, 2, 32, 2, 8]",down
76,532,"[2, 64, 0, 0, 16, 4, 4, 2, 4, 16, 8, 4, 2, 32, 2, 8]",down
77,540,"[2, 0, 2, 64, 0, 16, 8, 2, 4, 16, 8, 4, 2, 32, 2, 8]",right
78,588,"[2, 32, 2, 64, 4, 32, 16, 2, 2, 0, 2, 4, 0, 0, 2, 8]",up
79,592,"[2, 32, 2, 64, 4, 32, 16, 2, 2, 0, 4, 4, 0, 0, 2, 8]",right
80,600,"[2, 32, 2, 64, 4, 32, 16, 2, 2, 0, 2, 8, 0, 0, 2, 8]",right
81,684,"[2, 64, 2, 64, 4, 0, 16, 2, 2, 2, 4, 16, 0, 0, 0, 0]",up
82,684,"[0, 0, 2, 0, 2, 0, 2, 64, 4, 64, 16, 2, 2, 2, 4, 16]",down
83,692,"[2, 0, 2, 0, 4, 64, 0, 0, 4, 64, 16, 2, 4, 4, 16, 0]",left
84,860,"[2, 128, 2, 2, 8, 4, 32, 0, 4, 0, 0, 2, 0, 0, 0, 0]",up
85,864,"[2, 128, 2, 4, 8, 4, 32, 0, 4, 0, 0, 0, 0, 0, 4, 0]",up
86,864,"[2, 128, 2, 4, 2, 8, 4, 32, 0, 0, 0, 4, 0, 0, 0, 4]",right
87,876,"[4, 128, 2, 4, 4, 8, 4, 32, 0, 0, 0, 8, 0, 0, 0, 0]",up
88,880,"[0, 0, 0, 0, 0, 0, 2, 4, 0, 128, 2, 32, 8, 8, 4, 8]",down
89,882,"[0, 0, 0, 0, 0, 2, 0, 4, 0, 128, 4, 32, 8, 8, 4, 8]",down
90,886,"[0, 0, 0, 0, 0, 2, 0, 4, 2, 128, 0, 32, 8, 8, 8, 8]",down
91,918,"[0, 0, 0, 0, 0, 0, 2, 4, 0, 2, 128, 32, 0, 4, 16, 16]",right
92,918,"[0, 2, 2, 4, 0, 4, 128, 32, 0, 0, 16, 16, 0, 0, 0, 2]",up
93,918,"[0, 0, 0, 4, 0, 0, 2, 32, 2, 2, 128, 16, 0, 4, 16, 2]",down
94,922,"[0, 2, 0, 4, 0, 0, 2, 32, 0, 4, 128, 16, 0, 4, 16, 2]",right
95,930,"[2, 2, 2, 4, 0, 8, 128, 32, 0, 0, 16, 16, 0, 0, 0, 2]",up
96,966,"[4, 2, 4, 0, 8, 128, 32, 0, 32, 0, 2, 0, 2, 0, 0, 0]",left
97,966,"[0, 4, 2, 4, 0, 8, 128, 32, 0, 2, 32, 2, 0, 0, 0, 2]",right
98,966,"[4, 2, 4, 0, 8, 128, 32, 0, 2, 32, 2, 0, 2, 0, 2, 0]",left
99,968,"[2, 0, 4, 0, 4, 2, 32, 0, 8, 128, 2, 0, 4, 32, 2, 0]",down
100,970,"[2, 0, 0, 0, 4, 2, 4, 0, 8, 128, 32, 2, 4, 32, 4, 0]",down
101,970,"[2, 0, 2, 0, 4, 2, 4, 0, 8, 128, 32, 0, 4, 32, 4, 2]",down
102,974,"[0, 2, 0, 4, 0, 4, 2, 4, 0, 8, 128, 32, 4, 32, 4, 2]",right
103,974,"[2, 4, 0, 0, 4, 2, 4, 0, 8, 128, 32, 2, 4, 32, 4, 2]",left
104,976,"[2, 4, 0, 0, 4, 2, 4, 0, 8, 128, 32, 2, 4, 32, 4, 4]",down
105,976,"[2, 4, 4, 2, 4, 2, 32, 4, 8, 128, 4, 2, 4, 32, 0, 0]",up
106,984,"[0, 2, 8, 2, 4, 2, 32, 4, 8, 128, 4, 2, 2, 0, 4, 32]",right
107,984,"[0, 2, 8, 2, 4, 2, 32, 4, 8, 128, 4, 2, 2, 2, 4, 32]",right
108,988,"[0, 2, 8, 2, 4, 2, 32, 4, 8, 128, 4, 2, 2, 4, 4, 32]",right
109,1000,"[4, 4, 8, 2, 8, 128, 32, 4, 2, 4, 8, 2, 0, 0, 2, 32]",up
110,1008,"[8, 8, 2, 0, 8, 128, 32, 4, 2, 4, 8, 2, 2, 32, 0, 2]",left
111,1024,"[16, 2, 0, 2, 8, 128, 32, 4, 2, 4, 8, 2, 2, 32, 2, 0]",left
112,1028,"[0, 2, 16, 4, 8, 128, 32, 4, 2, 4, 8, 2, 0, 2, 32, 2]",right
113,1028,"[2, 16, 4, 0, 8, 128, 32, 4, 2, 4, 8, 2, 2, 32, 2, 2]",left
114,1036,"[2, 16, 4, 4, 8, 128, 32, 4, 4, 4, 8, 0, 2, 32, 2, 0]",up
115,1040,"[2, 16, 4, 2, 8, 128, 32, 0, 4, 4, 8, 0, 2, 32, 2, 8]",down
116,1040,"[2, 16, 4, 2, 8, 128, 32, 8, 4, 4, 8, 0, 2, 32, 2, 2]",up
117,1040,"[2, 16, 4, 2, 8, 128, 32, 2, 4, 4, 8, 8, 2, 32, 2, 2]",down
118,1068,"[2, 16, 4, 2, 8, 128, 32, 2, 8, 16, 0, 2, 2, 32, 4, 0]",left
119,1068,"[2, 16, 4, 2, 8, 128, 32, 2, 8, 16, 2, 2, 2, 32, 4, 0]",left
120,1072,"[2, 16, 4, 2, 8, 128, 32, 2, 8, 16, 4, 2, 2, 32, 4, 0]",left
121,1072,"[2, 16, 4, 2, 8, 128, 32, 2, 8, 16, 4, 2, 2, 2, 32, 4]",right
122,1076,"[2, 16, 4, 2, 8, 128, 32, 2, 8, 16, 4, 2, 2, 4, 32, 4]",right
123,1096,"[2, 16, 4, 4, 16, 128, 32, 2, 2, 16, 4, 4, 0, 4, 32, 2]",up
124,1112,"[0, 2, 16, 8, 16, 128, 32, 2, 4, 2, 16, 8, 0, 4, 32, 2]",right
125,1112,"[0, 2, 16, 8, 2, 128, 32, 2, 16, 2, 16, 8, 4, 4, 32, 2]",down
126,1120,"[0, 2, 16, 8, 2, 128, 32, 2, 16, 2, 16, 8, 2, 8, 32, 2]",right
127,1120,"[2, 16, 8, 2, 2, 128, 32, 2, 16, 2, 16, 8, 2, 8, 32, 2]",left
128,1122,"[2, 16, 8, 2, 4, 128, 32, 2, 16, 2, 16, 8, 2, 8, 32, 2]",down
129,1124,"[2, 16, 8, 2, 4, 128, 32, 4, 16, 2, 16, 8, 2, 8, 32, 2]",down
