Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
2,0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]",down
3,0,"[2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up
4,4,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]",left
5,4,"[0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 2]",down
6,8,"[2, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 4, 2, 0, 0]",left
7,8,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 4, 0, 0, 4, 2]",right
8,8,"[2, 0, 0, 0, 2, 0, 4, 0, 2, 4, 0, 0, 4, 2, 0, 0]",left
9,12,"[4, 4, 4, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2]",up
10,12,"[0, 0, 4, 0, 4, 0, 0, 0, 2, 4, 0, 0, 4, 2, 4, 2]",down
11,12,"[0, 0, 2, 4, 0, 0, 0, 4, 0, 0, 2, 4, 4, 2, 4, 2]",right
12,12,"[2, 4, 0, 0, 4, 0, 0, 0, 2, 4, 2, 0, 4, 2, 4, 2]",left
13,12,"[0, 0, 2, 4, 0, 0, 2, 4, 0, 2, 4, 2, 4, 2, 4, 2]",right
14,40,"[4, 4, 4, 8, 0, 0, 8, 4, 0, 2, 0, 0, 0, 0, 0, 0]",up
15,48,"[0, 4, 8, 8, 0, 0, 8, 4, 2, 0, 0, 2, 0, 0, 0, 0]",right
16,56,"[0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 2, 4, 16, 2]",down
17,56,"[2, 0, 0, 0, 8, 0, 0, 0, 4, 0, 2, 0, 2, 4, 16, 2]",left
18,56,"[2, 0, 0, 0, 8, 0, 2, 0, 4, 2, 0, 0, 2, 4, 16, 2]",left
19,56,"[2, 2, 2, 2, 8, 4, 16, 2, 4, 0, 0, 0, 2, 0, 0, 0]",up
20,60,"[2, 2, 2, 4, 8, 4, 16, 0, 4, 0, 0, 0, 2, 2, 0, 0]",up
21,60,"[2, 0, 0, 0, 8, 2, 0, 2, 4, 4, 2, 0, 2, 2, 16, 4]",down
22,60,"[2, 2, 2, 2, 8, 4, 16, 4, 4, 2, 0, 2, 2, 0, 0, 0]",up
23,60,"[2, 0, 2, 0, 8, 2, 0, 2, 4, 4, 2, 4, 2, 2, 16, 2]",down
24,68,"[4, 0, 0, 0, 8, 4, 0, 2, 4, 4, 2, 4, 2, 2, 16, 2]",left
25,80,"[4, 0, 0, 0, 8, 4, 2, 2, 8, 2, 4, 0, 4, 16, 2, 0]",left
26,84,"[0, 0, 2, 4, 0, 8, 4, 4, 0, 8, 2, 4, 0, 4, 16, 2]",right
27,92,"[0, 0, 2, 4, 2, 0, 8, 8, 0, 8, 2, 4, 0, 4, 16, 2]",right
28,92,"[0, 0, 2, 4, 2, 0, 8, 8, 0, 8, 2, 4, 2, 4, 16, 2]",down
29,94,"[0, 0, 2, 4, 0, 2, 8, 8, 0, 8, 2, 4, 4, 4, 16, 2]",down
30,94,"[4, 2, 2, 4, 0, 8, 8, 8, 0, 4, 2, 4, 2, 0, 16, 2]",up
31,94,"[4, 2, 2, 4, 2, 8, 8, 8, 0, 4, 2, 4, 0, 2, 16, 2]",up
32,114,"[0, 4, 4, 4, 0, 2, 8, 16, 4, 4, 2, 4, 0, 2, 16, 2]",right
33,114,"[2, 4, 4, 4, 0, 2, 8, 16, 0, 4, 2, 4, 4, 2, 16, 2]",down
34,122,"[2, 8, 4, 2, 2, 8, 16, 0, 4, 2, 4, 0, 4, 2, 16, 2]",left
35,122,"[2, 8, 4, 2, 2, 2, 8, 16, 0, 4, 2, 4, 4, 2, 16, 2]",right
36,126,"[2, 8, 4, 2, 2, 4, 8, 16, 0, 4, 2, 4, 4, 2, 16, 2]",right
37,132,"[0, 0, 4, 2, 2, 8, 8, 16, 4, 8, 2, 4, 4, 2, 16, 2]",down
38,148,"[4, 2, 2, 0, 2, 16, 16, 0, 4, 8, 2, 4, 4, 2, 16, 2]",left
39,152,"[2, 2, 2, 0, 4, 16, 16, 0, 2, 8, 2, 4, 8, 2, 16, 2]",down
40,152,"[2, 2, 2, 4, 4, 16, 16, 2, 2, 8, 2, 0, 8, 2, 16, 2]",up
41,156,"[2, 2, 2, 4, 4, 16, 16, 4, 2, 8, 2, 2, 8, 2, 16, 0]",up
42,196,"[0, 2, 4, 4, 0, 4, 32, 4, 0, 2, 8, 4, 2, 8, 2, 16]",right
