Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
2,0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2]",right
3,4,"[0, 0, 2, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
4,4,"[2, 4, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left
5,6,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 2, 0, 0]",down
6,6,"[2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 2, 2, 0]",left
7,10,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 8, 2, 2, 0]",down
8,10,"[2, 2, 2, 2, 8, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up
9,18,"[0, 0, 4, 4, 0, 0, 0, 8, 0, 0, 0, 2, 0, 0, 2, 0]",right
10,18,"[0, 0, 4, 4, 0, 0, 2, 8, 0, 0, 2, 2, 0, 0, 0, 0]",up
11,20,"[0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 4, 8, 0, 0, 4, 2]",down
12,24,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 2, 8, 0, 0, 8, 2]",down
13,24,"[0, 2, 2, 4, 0, 0, 8, 8, 2, 0, 0, 2, 0, 0, 0, 0]",up
14,24,"[2, 2, 2, 4, 0, 0, 8, 8, 0, 0, 0, 2, 0, 2, 0, 0]",up
15,28,"[2, 4, 2, 4, 0, 0, 8, 8, 0, 2, 0, 2, 0, 0, 0, 0]",up
16,48,"[2, 4, 2, 4, 16, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0]",left
17,48,"[2, 4, 2, 4, 0, 0, 0, 16, 2, 0, 0, 4, 0, 0, 0, 2]",right
18,50,"[0, 0, 0, 4, 2, 0, 0, 16, 0, 0, 0, 4, 4, 4, 2, 2]",down
19,62,"[0, 0, 0, 4, 0, 0, 2, 16, 2, 0, 0, 4, 0, 0, 8, 4]",right
20,70,"[2, 0, 2, 4, 0, 0, 8, 16, 0, 0, 0, 8, 0, 0, 2, 0]",up
21,74,"[4, 4, 0, 0, 8, 16, 2, 0, 8, 0, 0, 0, 2, 0, 0, 0]",left
22,90,"[4, 4, 2, 0, 16, 16, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",up
23,134,"[0, 0, 8, 2, 0, 2, 0, 32, 0, 0, 0, 4, 0, 0, 0, 0]",right
24,134,"[8, 2, 0, 0, 2, 32, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0]",left
25,134,"[8, 2, 0, 2, 2, 32, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0]",up
26,138,"[8, 4, 0, 0, 2, 32, 0, 0, 4, 2, 0, 0, 0, 0, 0, 2]",left
27,138,"[0, 0, 0, 0, 8, 4, 0, 0, 2, 32, 2, 0, 4, 2, 0, 2]",down
28,142,"[0, 2, 0, 0, 8, 4, 0, 0, 2, 32, 2, 0, 4, 4, 0, 0]",left
29,150,"[2, 0, 2, 0, 8, 4, 0, 0, 2, 32, 2, 0, 8, 0, 0, 0]",left
