Move,Score,Matrix,Previous_Move
1,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",down
2,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0]",left
3,0,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",left
4,2,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4, 0, 2, 0]",down
5,2,"[2, 2, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
6,10,"[4, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
7,14,"[0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 4, 2, 0]",down
8,14,"[8, 4, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
9,14,"[0, 0, 0, 0, 0, 0, 2, 0, 8, 0, 0, 0, 2, 4, 2, 2]",down
10,18,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 8, 0, 2, 4, 4]",right
11,18,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 8, 2, 2, 4, 4]",down
12,30,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 8, 0, 0, 4, 8]",right
13,30,"[2, 0, 0, 0, 2, 0, 0, 0, 2, 8, 0, 0, 4, 8, 2, 0]",left
14,40,"[0, 0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 4, 16, 2, 0]",down
15,40,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 4, 0, 4, 16, 2]",right
16,42,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 2, 4, 0, 4, 16, 2]",down
17,46,"[0, 0, 0, 0, 4, 2, 0, 0, 4, 4, 0, 0, 4, 16, 2, 0]",left
18,54,"[0, 0, 0, 2, 0, 0, 4, 2, 0, 0, 0, 8, 0, 4, 16, 2]",right
19,58,"[0, 4, 4, 4, 0, 0, 16, 8, 0, 0, 0, 2, 0, 0, 2, 0]",up
20,58,"[0, 4, 4, 4, 0, 0, 16, 8, 0, 0, 2, 2, 0, 0, 4, 0]",up
21,58,"[0, 0, 4, 0, 0, 0, 16, 4, 0, 0, 2, 8, 4, 4, 4, 2]",down
22,66,"[0, 0, 0, 4, 0, 0, 16, 4, 0, 4, 2, 8, 0, 4, 8, 2]",right
23,74,"[0, 0, 0, 0, 2, 0, 16, 8, 0, 0, 2, 8, 0, 8, 8, 2]",down
