Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
2,0,"[0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2]",right
3,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 2, 2]",down
4,4,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 4, 4, 0, 0, 0]",left
5,12,"[0, 0, 0, 0, 0, 2, 0, 0, 2, 8, 0, 0, 4, 0, 0, 0]",left
6,12,"[2, 2, 0, 0, 4, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
7,16,"[4, 0, 0, 0, 4, 8, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",left
8,24,"[8, 8, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up
9,24,"[8, 8, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up
10,26,"[0, 0, 0, 0, 2, 0, 0, 0, 8, 8, 0, 0, 2, 2, 4, 0]",down
11,46,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 16, 0, 0, 4, 4]",right
12,54,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 16, 0, 0, 0, 8]",right
13,54,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 16, 0, 2, 2, 8]",down
14,54,"[2, 2, 2, 2, 0, 0, 0, 16, 2, 0, 0, 8, 0, 0, 0, 0]",up
15,62,"[4, 4, 0, 0, 16, 0, 0, 0, 2, 8, 0, 2, 0, 0, 0, 0]",left
16,70,"[2, 0, 0, 8, 0, 0, 0, 16, 0, 2, 8, 2, 0, 0, 0, 0]",right
17,70,"[2, 2, 8, 8, 0, 0, 0, 16, 0, 4, 0, 2, 0, 0, 0, 0]",up
18,70,"[0, 0, 2, 0, 0, 0, 0, 8, 0, 2, 0, 16, 2, 4, 8, 2]",down
19,70,"[2, 2, 2, 8, 0, 4, 8, 16, 0, 2, 0, 2, 0, 0, 0, 0]",up
20,70,"[0, 0, 2, 0, 0, 2, 0, 8, 0, 4, 2, 16, 2, 2, 8, 2]",down
21,74,"[2, 0, 0, 0, 2, 8, 0, 0, 4, 2, 16, 0, 4, 8, 2, 2]",left
22,78,"[0, 2, 0, 2, 0, 0, 2, 8, 0, 4, 2, 16, 0, 4, 8, 4]",right
23,82,"[0, 0, 0, 4, 2, 0, 2, 8, 0, 4, 2, 16, 0, 4, 8, 4]",right
24,86,"[4, 2, 0, 0, 4, 8, 0, 0, 4, 2, 16, 0, 4, 8, 4, 0]",left
25,94,"[0, 2, 0, 0, 4, 8, 0, 0, 8, 2, 16, 0, 8, 8, 4, 0]",down
26,110,"[2, 0, 0, 0, 4, 8, 0, 0, 8, 2, 16, 2, 16, 4, 0, 0]",left
27,110,"[0, 0, 2, 2, 0, 0, 4, 8, 8, 2, 16, 2, 0, 0, 16, 4]",right
28,114,"[0, 0, 0, 4, 0, 0, 4, 8, 8, 2, 16, 2, 0, 2, 16, 4]",right
29,150,"[8, 4, 4, 4, 0, 0, 32, 8, 2, 0, 0, 2, 0, 0, 0, 4]",up
30,150,"[2, 0, 0, 4, 0, 0, 0, 8, 8, 0, 4, 2, 2, 4, 32, 4]",down
31,150,"[2, 4, 4, 4, 8, 0, 32, 8, 2, 0, 0, 2, 0, 0, 2, 4]",up
32,150,"[2, 4, 4, 4, 8, 2, 32, 8, 2, 0, 2, 2, 0, 0, 0, 4]",up
33,162,"[0, 2, 4, 8, 8, 2, 32, 8, 0, 0, 2, 4, 0, 2, 0, 4]",right
34,176,"[0, 0, 0, 0, 0, 4, 4, 0, 0, 2, 32, 16, 8, 4, 2, 8]",down
35,176,"[8, 4, 4, 16, 0, 2, 32, 8, 0, 4, 2, 2, 0, 0, 0, 0]",up
36,188,"[8, 8, 16, 0, 2, 32, 8, 0, 4, 4, 0, 0, 0, 2, 0, 0]",left
37,188,"[0, 8, 0, 0, 8, 32, 0, 2, 2, 4, 16, 0, 4, 2, 8, 0]",down
38,188,"[8, 8, 16, 2, 2, 32, 8, 0, 4, 4, 0, 0, 2, 2, 0, 0]",up
39,216,"[0, 16, 16, 2, 2, 2, 32, 8, 0, 0, 0, 8, 0, 0, 0, 4]",right
40,248,"[32, 2, 0, 0, 2, 2, 32, 8, 8, 0, 0, 2, 4, 0, 0, 0]",left
41,250,"[32, 0, 0, 0, 2, 0, 0, 0, 8, 2, 0, 8, 4, 4, 32, 2]",down
42,258,"[0, 2, 0, 32, 0, 0, 0, 2, 0, 8, 2, 8, 0, 8, 32, 2]",right
43,266,"[0, 2, 0, 32, 0, 0, 0, 2, 0, 2, 2, 8, 0, 16, 32, 2]",down
44,270,"[0, 4, 2, 32, 2, 16, 32, 2, 0, 0, 0, 8, 0, 0, 0, 2]",up
45,270,"[2, 4, 2, 32, 0, 16, 32, 2, 0, 2, 0, 8, 0, 0, 0, 2]",up
46,270,"[2, 0, 0, 32, 0, 4, 0, 2, 0, 16, 2, 8, 2, 2, 32, 2]",down
47,272,"[0, 2, 0, 32, 0, 4, 0, 2, 0, 16, 2, 8, 4, 2, 32, 2]",down
48,272,"[0, 0, 2, 32, 2, 0, 4, 2, 0, 16, 2, 8, 4, 2, 32, 2]",right
49,272,"[0, 0, 2, 32, 2, 2, 4, 2, 0, 16, 2, 8, 4, 2, 32, 2]",right
50,276,"[2, 32, 0, 0, 4, 4, 2, 0, 16, 2, 8, 2, 4, 2, 32, 2]",left
51,278,"[2, 0, 2, 0, 4, 32, 2, 0, 16, 4, 8, 2, 4, 4, 32, 2]",down
52,290,"[4, 0, 0, 0, 4, 32, 2, 0, 16, 4, 8, 2, 8, 32, 2, 2]",left
53,296,"[0, 0, 0, 0, 8, 32, 2, 2, 16, 4, 8, 0, 8, 32, 2, 4]",down
54,296,"[8, 32, 2, 2, 16, 4, 8, 4, 8, 32, 2, 0, 0, 0, 0, 2]",up
55,296,"[0, 0, 0, 2, 8, 32, 2, 2, 16, 4, 8, 4, 8, 32, 2, 2]",down
56,298,"[0, 2, 0, 0, 8, 32, 2, 4, 16, 4, 8, 4, 8, 32, 2, 2]",down
57,306,"[8, 2, 2, 8, 16, 32, 8, 2, 8, 4, 2, 0, 0, 32, 2, 0]",up
58,310,"[2, 8, 4, 8, 16, 32, 8, 2, 0, 8, 4, 2, 0, 0, 32, 2]",right
59,314,"[2, 8, 4, 8, 16, 32, 8, 4, 0, 8, 4, 2, 0, 0, 32, 2]",up
60,318,"[2, 8, 4, 8, 16, 32, 8, 4, 2, 8, 4, 4, 0, 0, 32, 0]",up
61,326,"[2, 8, 4, 8, 16, 32, 8, 4, 0, 2, 8, 8, 2, 0, 0, 32]",right
62,342,"[2, 8, 4, 8, 16, 32, 8, 4, 2, 16, 0, 0, 2, 32, 0, 4]",left
63,342,"[2, 8, 4, 8, 16, 32, 8, 4, 2, 16, 0, 0, 2, 32, 4, 2]",left
64,342,"[2, 8, 4, 8, 16, 32, 8, 4, 0, 2, 2, 16, 2, 32, 4, 2]",right
65,342,"[2, 8, 4, 8, 16, 32, 8, 4, 2, 2, 2, 16, 2, 32, 4, 2]",up
66,346,"[2, 8, 4, 8, 16, 32, 8, 4, 4, 2, 4, 16, 2, 32, 4, 2]",right
67,354,"[2, 8, 4, 8, 16, 32, 8, 4, 4, 2, 8, 16, 2, 32, 2, 2]",up
68,358,"[2, 8, 4, 8, 16, 32, 8, 4, 4, 2, 8, 16, 2, 32, 4, 2]",left
69,366,"[2, 8, 2, 8, 16, 32, 4, 4, 4, 2, 16, 16, 2, 32, 4, 2]",down
70,406,"[2, 8, 2, 8, 16, 32, 8, 2, 4, 2, 32, 0, 2, 32, 4, 2]",left
71,408,"[2, 8, 2, 4, 16, 32, 8, 0, 4, 2, 32, 8, 2, 32, 4, 4]",down
72,416,"[2, 8, 2, 4, 2, 16, 32, 8, 4, 2, 32, 8, 0, 2, 32, 8]",right
73,416,"[2, 8, 2, 4, 2, 16, 32, 8, 4, 2, 32, 8, 2, 32, 8, 2]",left
74,450,"[2, 8, 0, 4, 4, 16, 2, 8, 4, 2, 64, 8, 2, 32, 8, 2]",down
75,454,"[2, 8, 0, 4, 2, 16, 2, 8, 8, 2, 64, 8, 2, 32, 8, 2]",down
76,454,"[2, 8, 4, 2, 2, 16, 2, 8, 8, 2, 64, 8, 2, 32, 8, 2]",left
77,464,"[2, 8, 4, 0, 4, 16, 2, 2, 8, 2, 64, 16, 2, 32, 8, 2]",down
78,468,"[4, 2, 8, 4, 0, 4, 16, 4, 8, 2, 64, 16, 2, 32, 8, 2]",right
79,476,"[4, 2, 8, 8, 8, 4, 16, 16, 2, 2, 64, 2, 2, 32, 8, 0]",up
80,528,"[2, 4, 2, 16, 0, 8, 4, 32, 0, 4, 64, 2, 0, 2, 32, 8]",right
81,528,"[0, 4, 2, 16, 2, 8, 4, 32, 0, 4, 64, 2, 2, 2, 32, 8]",down
82,532,"[4, 4, 2, 16, 0, 8, 4, 32, 0, 4, 64, 2, 2, 2, 32, 8]",up
83,544,"[0, 8, 2, 16, 2, 8, 4, 32, 0, 4, 64, 2, 0, 4, 32, 8]",right
84,544,"[8, 2, 16, 2, 2, 8, 4, 32, 4, 64, 2, 0, 4, 32, 8, 0]",left
85,548,"[0, 2, 16, 2, 8, 8, 4, 0, 2, 64, 2, 2, 8, 32, 8, 32]",down
86,568,"[0, 2, 16, 2, 0, 0, 16, 4, 2, 2, 64, 4, 8, 32, 8, 32]",right
87,574,"[0, 0, 16, 2, 0, 0, 16, 2, 2, 4, 64, 8, 8, 32, 8, 32]",down
88,590,"[0, 0, 0, 2, 0, 2, 32, 2, 2, 4, 64, 8, 8, 32, 8, 32]",down
89,590,"[2, 0, 0, 0, 2, 32, 2, 2, 2, 4, 64, 8, 8, 32, 8, 32]",left
90,594,"[4, 32, 2, 2, 2, 4, 64, 8, 8, 32, 8, 32, 4, 0, 0, 0]",up
91,598,"[2, 4, 32, 4, 2, 4, 64, 8, 8, 32, 8, 32, 0, 0, 0, 4]",right
92,610,"[4, 8, 32, 4, 8, 32, 64, 8, 2, 0, 8, 32, 0, 0, 0, 4]",up
93,610,"[2, 0, 0, 4, 4, 0, 32, 8, 8, 8, 64, 32, 2, 32, 8, 4]",down
94,610,"[2, 8, 32, 4, 4, 32, 64, 8, 8, 0, 8, 32, 2, 2, 0, 4]",up
