Move,Score,Matrix,Previous_Move
1,0,"[0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
2,0,"[2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
3,4,"[0, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",right
4,4,"[0, 0, 2, 4, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",right
5,4,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 2, 2]",down
6,4,"[2, 2, 2, 2, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0]",up
7,12,"[0, 0, 4, 4, 0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 0, 0]",right
8,24,"[0, 2, 0, 8, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0]",right
9,24,"[0, 2, 2, 8, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0]",right
10,28,"[4, 8, 0, 0, 4, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0]",left
11,36,"[8, 8, 2, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
12,36,"[0, 0, 0, 4, 0, 0, 0, 0, 8, 0, 0, 0, 4, 8, 2, 2]",down
13,40,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 8, 0, 4, 8, 4]",right
14,40,"[0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 2, 8, 0, 4, 8, 4]",down
15,44,"[2, 4, 4, 4, 0, 0, 8, 8, 0, 0, 0, 4, 0, 0, 0, 0]",up
16,68,"[0, 2, 4, 8, 0, 0, 0, 16, 0, 0, 0, 4, 0, 2, 0, 0]",right
17,68,"[0, 2, 4, 8, 2, 0, 0, 16, 0, 0, 0, 4, 0, 0, 0, 2]",right
18,68,"[2, 4, 8, 2, 2, 16, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0]",left
19,72,"[4, 4, 8, 2, 4, 16, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",up
20,80,"[8, 8, 2, 0, 4, 16, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0]",left
21,84,"[0, 0, 0, 0, 8, 0, 0, 2, 4, 8, 0, 0, 4, 16, 4, 0]",down
22,84,"[4, 0, 0, 0, 8, 2, 0, 0, 4, 8, 0, 0, 4, 16, 4, 0]",left
23,92,"[4, 2, 4, 0, 8, 8, 0, 0, 8, 16, 0, 4, 0, 0, 0, 0]",up
24,108,"[0, 4, 2, 4, 0, 0, 2, 16, 0, 8, 16, 4, 0, 0, 0, 0]",right
25,112,"[0, 4, 4, 4, 0, 8, 16, 16, 0, 0, 2, 4, 0, 0, 0, 0]",up
26,152,"[0, 0, 4, 8, 0, 0, 8, 32, 0, 2, 2, 4, 0, 0, 0, 0]",right
27,152,"[2, 2, 4, 8, 0, 0, 8, 32, 0, 0, 2, 4, 0, 0, 0, 0]",up
28,152,"[0, 0, 0, 0, 0, 2, 4, 8, 0, 0, 8, 32, 2, 2, 2, 4]",down
29,154,"[0, 0, 0, 0, 0, 0, 4, 8, 2, 0, 8, 32, 2, 4, 2, 4]",down
30,156,"[0, 0, 0, 0, 0, 2, 4, 8, 0, 0, 8, 32, 4, 4, 2, 4]",down
31,164,"[0, 0, 0, 0, 2, 2, 4, 8, 0, 0, 8, 32, 0, 8, 2, 4]",right
32,164,"[4, 0, 0, 0, 0, 0, 4, 8, 0, 2, 8, 32, 2, 8, 2, 4]",down
33,164,"[0, 0, 0, 0, 2, 0, 4, 8, 4, 2, 8, 32, 2, 8, 2, 4]",down
34,164,"[0, 0, 0, 0, 2, 4, 8, 2, 4, 2, 8, 32, 2, 8, 2, 4]",left
35,180,"[2, 4, 16, 2, 4, 2, 2, 32, 2, 8, 0, 4, 0, 2, 0, 0]",up
36,184,"[2, 4, 16, 2, 4, 4, 32, 0, 2, 8, 4, 0, 2, 2, 0, 0]",left
37,196,"[2, 4, 16, 2, 0, 0, 8, 32, 2, 2, 8, 4, 0, 0, 0, 4]",right
38,200,"[2, 4, 16, 2, 8, 32, 0, 0, 4, 8, 4, 0, 4, 0, 4, 0]",left
39,208,"[2, 4, 16, 2, 0, 0, 8, 32, 0, 4, 8, 4, 2, 0, 0, 8]",right
40,208,"[2, 4, 16, 2, 0, 2, 8, 32, 0, 4, 8, 4, 0, 0, 2, 8]",right
41,224,"[2, 4, 16, 2, 4, 2, 16, 32, 0, 4, 2, 4, 0, 0, 0, 8]",up
42,256,"[2, 4, 32, 2, 4, 2, 2, 32, 0, 4, 0, 4, 0, 2, 0, 8]",up
43,256,"[0, 4, 0, 2, 0, 2, 2, 32, 2, 4, 32, 4, 4, 2, 2, 8]",down
44,264,"[4, 2, 0, 0, 4, 32, 0, 0, 2, 4, 32, 4, 4, 4, 8, 2]",left
45,272,"[0, 0, 4, 2, 0, 2, 4, 32, 2, 4, 32, 4, 0, 8, 8, 2]",right
46,276,"[0, 0, 2, 2, 0, 2, 8, 32, 0, 4, 32, 4, 2, 8, 8, 2]",down
47,276,"[2, 2, 2, 2, 0, 4, 8, 32, 0, 8, 32, 4, 2, 0, 8, 2]",up
48,284,"[0, 0, 4, 4, 0, 4, 8, 32, 0, 8, 32, 4, 2, 2, 8, 2]",right
49,284,"[2, 4, 4, 4, 0, 8, 8, 32, 0, 2, 32, 4, 2, 0, 8, 2]",up
50,286,"[2, 0, 4, 4, 0, 4, 8, 32, 0, 8, 32, 4, 4, 2, 8, 2]",down
51,294,"[2, 8, 2, 0, 4, 8, 32, 0, 8, 32, 4, 0, 4, 2, 8, 2]",left
52,294,"[0, 2, 8, 2, 0, 4, 8, 32, 4, 8, 32, 4, 4, 2, 8, 2]",right
53,294,"[2, 8, 2, 0, 4, 8, 32, 2, 4, 8, 32, 4, 4, 2, 8, 2]",left
54,382,"[2, 16, 2, 2, 8, 8, 64, 4, 4, 2, 8, 2, 4, 0, 0, 0]",up
55,402,"[0, 2, 16, 4, 2, 16, 64, 4, 4, 2, 8, 2, 0, 0, 0, 4]",right
56,406,"[0, 2, 0, 0, 0, 2, 16, 8, 2, 16, 64, 2, 4, 2, 8, 4]",down
57,408,"[0, 0, 2, 0, 0, 4, 16, 8, 2, 16, 64, 2, 4, 2, 8, 4]",down
58,408,"[0, 0, 0, 2, 4, 4, 16, 8, 2, 16, 64, 2, 4, 2, 8, 4]",right
59,416,"[2, 0, 0, 2, 0, 8, 16, 8, 2, 16, 64, 2, 4, 2, 8, 4]",right
60,420,"[2, 0, 0, 4, 0, 8, 16, 8, 2, 16, 64, 2, 4, 2, 8, 4]",right
61,420,"[0, 0, 2, 4, 2, 8, 16, 8, 2, 16, 64, 2, 4, 2, 8, 4]",right
62,424,"[4, 8, 2, 4, 4, 16, 16, 8, 2, 2, 64, 2, 0, 0, 8, 4]",up
63,432,"[8, 8, 2, 4, 2, 16, 16, 8, 0, 2, 64, 2, 2, 0, 8, 4]",up
64,436,"[8, 8, 2, 4, 4, 16, 16, 8, 4, 2, 64, 2, 0, 0, 8, 4]",up
65,444,"[8, 8, 2, 4, 8, 16, 16, 8, 0, 2, 64, 2, 2, 0, 8, 4]",up
66,452,"[2, 0, 2, 4, 0, 8, 16, 8, 16, 16, 64, 2, 2, 2, 8, 4]",down
67,492,"[4, 4, 0, 2, 8, 16, 8, 0, 32, 64, 2, 0, 4, 8, 4, 0]",left
68,492,"[4, 4, 2, 0, 8, 16, 8, 0, 32, 64, 2, 0, 4, 8, 4, 2]",down
69,500,"[8, 2, 0, 2, 8, 16, 8, 0, 32, 64, 2, 0, 4, 8, 4, 2]",left
70,504,"[0, 0, 8, 4, 0, 8, 16, 8, 2, 32, 64, 2, 4, 8, 4, 2]",right
71,508,"[2, 8, 8, 4, 4, 32, 16, 8, 0, 8, 64, 4, 0, 0, 4, 2]",up
72,524,"[2, 16, 4, 0, 4, 32, 16, 8, 8, 64, 4, 0, 4, 2, 2, 0]",left
73,524,"[2, 16, 4, 8, 4, 32, 16, 0, 8, 64, 4, 0, 4, 2, 2, 2]",up
74,524,"[2, 16, 4, 2, 4, 32, 16, 0, 8, 64, 4, 8, 4, 2, 2, 2]",down
75,528,"[2, 16, 4, 2, 4, 32, 16, 2, 8, 64, 4, 8, 4, 4, 2, 0]",left
76,536,"[2, 16, 4, 2, 4, 32, 16, 2, 8, 64, 4, 8, 8, 2, 0, 2]",left
77,546,"[0, 16, 2, 0, 2, 32, 4, 4, 4, 64, 16, 8, 16, 2, 4, 2]",down
78,554,"[16, 2, 0, 0, 2, 32, 8, 2, 4, 64, 16, 8, 16, 2, 4, 2]",left
79,554,"[16, 2, 8, 2, 2, 32, 16, 8, 4, 64, 4, 2, 16, 2, 2, 0]",up
80,554,"[16, 2, 8, 2, 2, 32, 16, 2, 4, 64, 4, 8, 16, 2, 2, 2]",down
81,558,"[16, 2, 8, 2, 2, 32, 16, 2, 4, 64, 4, 8, 16, 4, 2, 2]",left
82,562,"[16, 2, 8, 4, 2, 32, 16, 8, 4, 64, 4, 2, 16, 4, 2, 2]",up
83,566,"[16, 2, 8, 4, 2, 32, 16, 8, 4, 64, 4, 2, 2, 16, 4, 4]",right
84,574,"[16, 2, 8, 4, 2, 32, 16, 8, 4, 64, 4, 2, 2, 16, 8, 2]",left
85,576,"[16, 2, 8, 2, 2, 32, 16, 4, 4, 64, 4, 8, 2, 16, 8, 4]",down
