Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up
2,0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]",down
3,0,"[2, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
4,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 2]",down
5,2,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 4, 2, 2]",down
6,6,"[0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 2, 4, 4, 0]",left
7,10,"[4, 4, 4, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
8,18,"[0, 0, 4, 8, 0, 0, 4, 2, 0, 0, 0, 0, 0, 2, 0, 0]",right
9,18,"[0, 0, 4, 8, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0, 0, 2]",right
10,18,"[4, 8, 0, 2, 4, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",left
11,24,"[0, 0, 0, 0, 0, 2, 0, 0, 8, 8, 0, 0, 4, 2, 0, 2]",down
12,44,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 16, 0, 0, 4, 4]",right
13,44,"[0, 0, 2, 2, 0, 0, 4, 16, 0, 0, 2, 4, 0, 0, 0, 0]",up
14,48,"[0, 0, 0, 4, 2, 0, 4, 16, 0, 0, 2, 4, 0, 0, 0, 0]",right
15,48,"[0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 4, 16, 2, 0, 2, 4]",down
16,52,"[4, 2, 4, 4, 0, 0, 2, 16, 0, 0, 0, 4, 0, 0, 0, 0]",up
17,60,"[0, 4, 2, 8, 0, 0, 2, 16, 0, 0, 0, 4, 0, 2, 0, 0]",right
18,60,"[4, 2, 8, 0, 2, 16, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2]",left
19,60,"[4, 0, 0, 0, 2, 0, 0, 2, 4, 2, 0, 0, 2, 16, 8, 2]",down
20,64,"[0, 0, 0, 4, 2, 0, 0, 4, 0, 0, 4, 2, 2, 16, 8, 2]",right
