Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up
2,4,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",up
3,4,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0]",left
4,4,"[0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2]",right
5,4,"[0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 4, 2, 0, 0, 0, 2]",right
6,4,"[4, 0, 0, 2, 2, 0, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0]",left
7,4,"[4, 2, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 2]",down
8,8,"[4, 2, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0, 4, 2, 0, 0]",left
9,8,"[0, 0, 4, 2, 0, 0, 0, 2, 2, 0, 4, 2, 0, 0, 4, 2]",right
10,24,"[2, 0, 8, 4, 0, 0, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0]",up
11,32,"[0, 2, 8, 4, 0, 0, 0, 8, 0, 2, 0, 2, 0, 0, 0, 0]",right
12,36,"[0, 4, 8, 4, 0, 0, 0, 8, 0, 0, 0, 2, 0, 2, 0, 0]",up
13,36,"[0, 4, 8, 4, 0, 2, 0, 8, 0, 0, 2, 2, 0, 0, 0, 0]",up
14,40,"[4, 8, 4, 0, 2, 8, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0]",left
15,48,"[4, 0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 2, 16, 4, 0]",down
16,48,"[4, 2, 0, 0, 2, 0, 0, 2, 4, 0, 0, 0, 2, 16, 4, 0]",left
17,52,"[4, 2, 0, 0, 4, 0, 0, 0, 4, 0, 2, 0, 2, 16, 4, 0]",left
18,60,"[8, 2, 2, 0, 4, 16, 4, 0, 2, 0, 0, 0, 2, 0, 0, 0]",up
19,64,"[8, 4, 0, 0, 4, 16, 4, 2, 2, 0, 0, 0, 2, 0, 0, 0]",left
20,66,"[0, 0, 0, 0, 8, 0, 0, 0, 4, 4, 0, 2, 4, 16, 4, 2]",down
21,70,"[0, 0, 0, 2, 0, 0, 0, 0, 8, 4, 0, 2, 8, 16, 4, 2]",down
22,90,"[16, 4, 4, 4, 2, 16, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
23,90,"[0, 0, 0, 0, 0, 0, 2, 0, 16, 4, 0, 4, 2, 16, 4, 2]",down
24,90,"[16, 4, 2, 4, 2, 16, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0]",up
25,92,"[0, 0, 0, 0, 2, 0, 0, 0, 16, 4, 2, 4, 4, 16, 4, 2]",down
26,92,"[2, 4, 2, 4, 16, 16, 4, 2, 4, 0, 0, 2, 0, 0, 0, 0]",up
27,124,"[2, 4, 2, 4, 0, 32, 4, 2, 0, 0, 4, 2, 0, 0, 0, 2]",right
28,130,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 4, 2, 2, 2, 32, 8, 4]",down
29,134,"[0, 2, 0, 2, 0, 0, 0, 4, 0, 0, 4, 4, 2, 32, 8, 4]",right
30,138,"[0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 4, 4, 2, 32, 8, 8]",down
31,142,"[2, 4, 4, 2, 2, 32, 8, 4, 0, 0, 0, 8, 0, 0, 0, 0]",up
32,146,"[4, 4, 4, 2, 2, 32, 8, 4, 0, 0, 0, 8, 0, 0, 0, 0]",up
33,154,"[8, 4, 2, 0, 2, 32, 8, 4, 8, 2, 0, 0, 0, 0, 0, 0]",left
34,154,"[8, 4, 2, 4, 2, 32, 8, 0, 8, 2, 0, 0, 4, 0, 0, 0]",up
35,154,"[8, 4, 2, 4, 0, 2, 32, 8, 0, 0, 8, 2, 2, 0, 0, 4]",right
36,154,"[8, 4, 2, 4, 2, 2, 32, 8, 2, 0, 8, 2, 0, 0, 0, 4]",up
37,156,"[0, 2, 0, 4, 0, 0, 2, 8, 8, 4, 32, 2, 4, 2, 8, 4]",down
38,156,"[2, 4, 0, 2, 2, 8, 0, 0, 8, 4, 32, 2, 4, 2, 8, 4]",left
39,158,"[0, 4, 0, 2, 4, 8, 0, 2, 8, 4, 32, 2, 4, 2, 8, 4]",down
40,158,"[0, 0, 4, 2, 4, 4, 8, 2, 8, 4, 32, 2, 4, 2, 8, 4]",right
41,166,"[4, 2, 0, 2, 8, 8, 2, 0, 8, 4, 32, 2, 4, 2, 8, 4]",left
42,186,"[0, 0, 4, 4, 0, 2, 16, 2, 8, 4, 32, 2, 4, 2, 8, 4]",right
43,188,"[0, 0, 4, 2, 0, 2, 16, 4, 8, 4, 32, 4, 4, 2, 8, 4]",down
44,196,"[8, 2, 4, 2, 4, 4, 16, 8, 2, 2, 32, 4, 0, 0, 8, 0]",up
45,196,"[0, 2, 4, 0, 8, 2, 16, 2, 4, 4, 32, 8, 2, 2, 8, 4]",down
46,208,"[2, 4, 0, 0, 8, 2, 16, 2, 8, 32, 8, 2, 4, 8, 4, 0]",left
47,228,"[2, 4, 16, 4, 16, 2, 8, 0, 4, 32, 4, 0, 0, 8, 2, 0]",up
48,228,"[2, 4, 16, 4, 16, 2, 8, 0, 4, 32, 4, 0, 8, 2, 4, 0]",left
49,232,"[2, 4, 0, 0, 16, 2, 16, 2, 4, 32, 8, 0, 8, 2, 8, 4]",down
50,232,"[0, 0, 2, 4, 16, 2, 16, 2, 2, 4, 32, 8, 8, 2, 8, 4]",right
51,232,"[16, 2, 2, 4, 2, 4, 16, 2, 8, 2, 32, 8, 2, 0, 8, 4]",up
52,236,"[16, 4, 4, 2, 2, 4, 16, 2, 8, 2, 32, 8, 2, 8, 4, 0]",left
53,248,"[16, 8, 4, 4, 2, 2, 16, 8, 8, 8, 32, 2, 2, 0, 4, 0]",up
54,248,"[16, 4, 4, 0, 2, 8, 16, 4, 8, 2, 32, 8, 2, 8, 4, 2]",down
55,256,"[16, 8, 0, 2, 2, 8, 16, 4, 8, 2, 32, 8, 2, 8, 4, 2]",left
56,256,"[16, 8, 2, 2, 2, 8, 16, 4, 8, 2, 32, 8, 2, 8, 4, 2]",left
57,272,"[16, 16, 2, 2, 2, 2, 16, 4, 8, 8, 32, 8, 2, 4, 4, 2]",up
58,328,"[32, 4, 0, 2, 4, 16, 4, 0, 16, 32, 8, 0, 2, 4, 4, 2]",left
59,336,"[32, 4, 2, 0, 4, 16, 4, 2, 16, 32, 8, 0, 2, 8, 2, 0]",left
60,336,"[32, 4, 2, 2, 4, 16, 4, 0, 16, 32, 8, 0, 2, 8, 2, 2]",down
61,344,"[0, 32, 4, 4, 0, 4, 16, 4, 2, 16, 32, 8, 0, 2, 8, 4]",right
62,352,"[32, 8, 0, 2, 4, 16, 4, 0, 2, 16, 32, 8, 2, 8, 4, 0]",left
63,370,"[0, 0, 0, 0, 32, 8, 4, 2, 4, 32, 32, 2, 4, 8, 4, 8]",down
64,378,"[32, 8, 4, 2, 8, 32, 32, 2, 0, 8, 4, 8, 0, 2, 0, 0]",up
65,382,"[32, 8, 4, 4, 8, 32, 32, 8, 0, 8, 4, 0, 2, 2, 0, 0]",up
66,458,"[0, 32, 8, 8, 0, 8, 64, 8, 0, 0, 8, 4, 0, 0, 2, 4]",right
67,470,"[0, 0, 8, 2, 0, 0, 64, 0, 0, 32, 8, 16, 0, 8, 2, 8]",down
68,470,"[8, 2, 0, 0, 64, 0, 0, 0, 32, 8, 16, 0, 8, 2, 8, 2]",left
69,470,"[8, 2, 16, 2, 64, 8, 8, 0, 32, 2, 0, 0, 8, 0, 2, 0]",up
70,470,"[8, 0, 0, 2, 64, 2, 16, 0, 32, 8, 8, 0, 8, 2, 2, 2]",down
71,490,"[8, 2, 0, 0, 64, 2, 16, 0, 32, 16, 0, 0, 8, 4, 2, 2]",left
72,494,"[0, 0, 8, 2, 0, 64, 2, 16, 0, 4, 32, 16, 0, 8, 4, 4]",right
73,502,"[0, 0, 8, 2, 2, 64, 2, 16, 0, 4, 32, 16, 0, 0, 8, 8]",right
74,518,"[2, 0, 8, 0, 0, 0, 2, 2, 0, 64, 32, 32, 2, 4, 8, 8]",down
75,522,"[4, 64, 8, 2, 0, 4, 2, 32, 0, 0, 32, 8, 2, 0, 8, 0]",up
76,522,"[0, 0, 8, 0, 2, 0, 2, 2, 4, 64, 32, 32, 2, 4, 8, 8]",down
77,606,"[2, 0, 0, 8, 0, 0, 2, 4, 0, 4, 64, 64, 0, 2, 4, 16]",right
78,734,"[0, 0, 2, 8, 0, 0, 2, 4, 0, 0, 4, 128, 2, 2, 4, 16]",right
79,738,"[2, 8, 0, 0, 2, 4, 0, 2, 4, 128, 0, 0, 4, 4, 16, 0]",left
80,744,"[0, 8, 0, 0, 0, 4, 0, 2, 4, 128, 0, 0, 8, 4, 16, 2]",down
81,748,"[4, 8, 16, 4, 8, 4, 2, 0, 0, 128, 0, 0, 0, 4, 0, 0]",up
82,748,"[4, 8, 16, 4, 8, 4, 2, 0, 128, 0, 0, 0, 4, 2, 0, 0]",left
83,748,"[4, 8, 16, 4, 0, 8, 4, 2, 0, 0, 2, 128, 0, 0, 4, 2]",right
84,756,"[0, 0, 16, 4, 4, 0, 4, 2, 0, 0, 2, 128, 4, 16, 4, 2]",down
85,764,"[16, 4, 0, 0, 8, 2, 0, 2, 2, 128, 0, 0, 4, 16, 4, 2]",left
86,768,"[16, 4, 0, 0, 8, 4, 0, 0, 2, 128, 0, 2, 4, 16, 4, 2]",left
87,768,"[16, 4, 0, 0, 8, 4, 0, 2, 2, 128, 2, 0, 4, 16, 4, 2]",left
88,768,"[16, 4, 0, 2, 8, 4, 2, 0, 2, 128, 2, 0, 4, 16, 4, 2]",left
89,774,"[16, 0, 0, 0, 8, 8, 2, 0, 2, 128, 4, 2, 4, 16, 4, 2]",down
90,790,"[0, 0, 0, 16, 2, 0, 16, 2, 2, 128, 4, 2, 4, 16, 4, 2]",right
91,806,"[4, 128, 16, 16, 4, 16, 8, 4, 0, 0, 0, 2, 2, 0, 0, 0]",up
92,838,"[4, 128, 32, 0, 4, 16, 8, 4, 2, 0, 0, 2, 2, 0, 0, 0]",left
93,842,"[0, 4, 128, 32, 4, 16, 8, 4, 0, 0, 0, 4, 0, 0, 2, 2]",right
94,850,"[4, 4, 128, 32, 0, 16, 8, 8, 2, 0, 2, 2, 0, 0, 0, 0]",up
95,878,"[8, 128, 32, 0, 16, 16, 0, 0, 4, 2, 2, 0, 0, 0, 0, 0]",left
96,878,"[0, 0, 2, 0, 8, 128, 0, 0, 16, 16, 32, 0, 4, 2, 2, 0]",down
97,878,"[0, 0, 0, 2, 8, 128, 2, 0, 16, 16, 32, 0, 4, 2, 2, 0]",down
98,914,"[0, 0, 0, 2, 0, 8, 128, 2, 0, 2, 32, 32, 0, 0, 4, 4]",right
99,986,"[2, 0, 0, 0, 8, 128, 2, 2, 2, 64, 0, 0, 8, 0, 0, 0]",left
100,990,"[0, 0, 0, 2, 0, 8, 128, 4, 0, 0, 2, 64, 0, 0, 2, 8]",right
101,994,"[0, 8, 128, 2, 0, 0, 4, 4, 0, 0, 0, 64, 2, 0, 0, 8]",up
102,1002,"[0, 8, 128, 2, 0, 0, 0, 8, 0, 0, 0, 64, 2, 0, 2, 8]",right
103,1006,"[8, 128, 2, 0, 8, 2, 0, 0, 64, 0, 0, 0, 4, 8, 0, 0]",left
104,1014,"[2, 0, 0, 0, 16, 128, 0, 0, 64, 2, 0, 0, 4, 8, 2, 0]",down
105,1014,"[2, 128, 2, 0, 16, 2, 0, 0, 64, 8, 0, 0, 4, 0, 2, 0]",up
106,1014,"[2, 128, 2, 0, 16, 2, 0, 2, 64, 8, 0, 0, 4, 2, 0, 0]",left
107,1018,"[0, 2, 128, 2, 0, 2, 16, 4, 0, 0, 64, 8, 0, 0, 4, 2]",right
108,1022,"[0, 4, 128, 2, 0, 0, 16, 4, 2, 0, 64, 8, 0, 0, 4, 2]",up
109,1022,"[2, 4, 128, 2, 0, 2, 16, 4, 0, 0, 64, 8, 0, 0, 4, 2]",up
110,1022,"[0, 0, 128, 2, 0, 2, 16, 4, 0, 4, 64, 8, 2, 2, 4, 2]",down
111,1026,"[128, 2, 0, 2, 2, 16, 4, 0, 4, 64, 8, 0, 4, 4, 2, 0]",left
112,1030,"[128, 4, 2, 0, 2, 16, 4, 0, 4, 64, 8, 0, 4, 4, 2, 0]",left
113,1038,"[128, 4, 2, 2, 2, 16, 4, 0, 8, 64, 8, 0, 0, 4, 2, 0]",up
114,1038,"[0, 4, 2, 0, 128, 16, 4, 0, 2, 64, 8, 4, 8, 4, 2, 2]",down
115,1042,"[2, 0, 4, 2, 0, 128, 16, 4, 2, 64, 8, 4, 0, 8, 4, 4]",right
116,1050,"[2, 4, 2, 0, 128, 16, 4, 2, 2, 64, 8, 4, 8, 8, 0, 0]",left
117,1050,"[2, 4, 0, 0, 128, 16, 2, 2, 2, 64, 4, 2, 8, 8, 8, 4]",down
118,1070,"[2, 4, 0, 2, 128, 16, 4, 0, 2, 64, 4, 2, 16, 8, 4, 0]",left
119,1082,"[2, 4, 8, 4, 128, 16, 4, 0, 2, 64, 0, 0, 16, 8, 2, 0]",up
120,1082,"[2, 4, 0, 0, 128, 16, 8, 0, 2, 64, 4, 2, 16, 8, 2, 4]",down
121,1082,"[2, 4, 8, 2, 128, 16, 4, 4, 2, 64, 2, 2, 16, 8, 0, 0]",up
122,1094,"[2, 4, 8, 2, 0, 128, 16, 8, 0, 2, 64, 4, 2, 0, 16, 8]",right
123,1096,"[0, 0, 8, 2, 0, 4, 16, 8, 2, 128, 64, 4, 4, 2, 16, 8]",down
124,1096,"[8, 2, 0, 2, 4, 16, 8, 0, 2, 128, 64, 4, 4, 2, 16, 8]",left
125,1100,"[8, 4, 2, 0, 4, 16, 8, 0, 2, 128, 64, 4, 4, 2, 16, 8]",left
126,1100,"[2, 8, 4, 2, 0, 4, 16, 8, 2, 128, 64, 4, 4, 2, 16, 8]",right
127,1102,"[0, 8, 4, 2, 2, 4, 16, 8, 4, 128, 64, 4, 4, 2, 16, 8]",down
128,1102,"[8, 4, 2, 2, 2, 4, 16, 8, 4, 128, 64, 4, 4, 2, 16, 8]",left
129,1106,"[8, 4, 4, 2, 2, 4, 16, 8, 4, 128, 64, 4, 4, 2, 16, 8]",left
130,1114,"[2, 0, 4, 2, 8, 8, 16, 8, 2, 128, 64, 4, 8, 2, 16, 8]",down
131,1114,"[2, 8, 4, 2, 8, 128, 16, 8, 2, 2, 64, 4, 8, 2, 16, 8]",up
132,1118,"[2, 8, 4, 2, 8, 128, 16, 8, 2, 4, 64, 4, 8, 2, 16, 8]",up
