Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
2,0,"[0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
3,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 2]",down
4,0,"[2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 2, 0, 2]",left
5,4,"[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 4]",right
6,16,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 8]",right
7,24,"[2, 2, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]",up
8,40,"[2, 2, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up
9,42,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4, 0, 16]",down
10,42,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4, 2, 16]",down
11,42,"[2, 2, 2, 16, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up
12,46,"[4, 2, 16, 0, 4, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
13,46,"[4, 2, 16, 0, 4, 2, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0]",left
14,58,"[8, 4, 16, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
15,62,"[0, 8, 4, 16, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 2]",right
16,62,"[0, 2, 0, 0, 0, 0, 0, 16, 0, 0, 4, 4, 0, 8, 2, 2]",down
17,62,"[0, 2, 4, 16, 0, 8, 2, 4, 0, 0, 0, 2, 0, 2, 0, 0]",up
18,62,"[2, 4, 16, 0, 8, 2, 4, 0, 2, 0, 0, 2, 2, 0, 0, 0]",left
19,66,"[0, 2, 4, 16, 0, 8, 2, 4, 0, 0, 0, 4, 2, 0, 0, 2]",right
20,74,"[2, 2, 4, 16, 2, 8, 2, 8, 0, 0, 0, 2, 0, 0, 0, 0]",up
21,78,"[4, 4, 16, 0, 2, 8, 2, 8, 2, 4, 0, 0, 0, 0, 0, 0]",left
22,86,"[2, 0, 8, 16, 2, 8, 2, 8, 0, 0, 2, 4, 0, 0, 0, 0]",right
23,86,"[0, 2, 8, 16, 2, 8, 2, 8, 0, 0, 2, 4, 2, 0, 0, 0]",right
24,94,"[4, 2, 8, 16, 2, 8, 4, 8, 0, 0, 0, 4, 0, 0, 0, 0]",up
25,94,"[0, 0, 0, 0, 0, 0, 2, 16, 4, 2, 8, 8, 2, 8, 4, 4]",down
26,118,"[2, 0, 0, 0, 0, 0, 2, 16, 0, 4, 2, 16, 0, 2, 8, 8]",right
27,134,"[0, 0, 0, 2, 0, 2, 2, 16, 0, 4, 2, 16, 0, 0, 2, 16]",right
28,138,"[0, 0, 0, 2, 0, 0, 4, 16, 0, 4, 2, 16, 2, 0, 2, 16]",right
29,142,"[2, 2, 0, 0, 4, 16, 0, 0, 4, 2, 16, 0, 4, 16, 0, 0]",left
30,146,"[0, 0, 0, 4, 0, 2, 4, 16, 0, 4, 2, 16, 0, 0, 4, 16]",right
31,146,"[4, 0, 0, 0, 2, 4, 16, 2, 4, 2, 16, 0, 4, 16, 0, 0]",left
32,166,"[0, 0, 0, 0, 4, 4, 0, 0, 2, 2, 2, 0, 8, 16, 32, 2]",down
33,178,"[0, 0, 0, 2, 0, 0, 0, 8, 0, 0, 2, 4, 8, 16, 32, 2]",right
34,178,"[8, 16, 2, 2, 0, 2, 32, 8, 0, 0, 0, 4, 0, 0, 0, 2]",up
35,182,"[0, 8, 16, 4, 0, 2, 32, 8, 2, 0, 0, 4, 0, 0, 0, 2]",right
36,182,"[8, 16, 4, 0, 2, 32, 8, 2, 2, 4, 0, 0, 2, 0, 0, 0]",left
37,182,"[0, 8, 16, 4, 2, 32, 8, 2, 0, 0, 2, 4, 0, 0, 2, 2]",right
38,184,"[0, 0, 0, 4, 0, 2, 16, 2, 0, 8, 8, 4, 2, 32, 4, 2]",down
39,200,"[0, 0, 2, 4, 0, 2, 16, 2, 0, 0, 16, 4, 2, 32, 4, 2]",right
40,216,"[2, 0, 0, 4, 0, 0, 2, 2, 0, 2, 32, 4, 2, 32, 4, 2]",down
41,220,"[2, 4, 4, 0, 4, 0, 0, 0, 2, 32, 4, 0, 2, 32, 4, 2]",left
42,226,"[0, 0, 0, 0, 2, 4, 0, 2, 4, 32, 4, 0, 4, 32, 8, 2]",down
43,226,"[0, 0, 0, 0, 2, 2, 4, 2, 0, 4, 32, 4, 4, 32, 8, 2]",right
44,230,"[0, 2, 0, 0, 0, 4, 4, 2, 0, 4, 32, 4, 4, 32, 8, 2]",right
45,238,"[4, 2, 4, 2, 0, 8, 32, 4, 0, 32, 8, 2, 2, 0, 0, 0]",up
46,238,"[4, 2, 4, 2, 8, 32, 4, 4, 32, 8, 2, 0, 2, 0, 0, 0]",left
47,246,"[4, 2, 4, 2, 0, 8, 32, 8, 0, 32, 8, 2, 0, 4, 0, 2]",right
48,248,"[0, 2, 0, 2, 0, 8, 4, 2, 0, 32, 32, 8, 4, 4, 8, 4]",down
49,250,"[0, 2, 2, 0, 0, 8, 4, 4, 0, 32, 32, 8, 4, 4, 8, 4]",down
50,334,"[0, 0, 2, 4, 0, 0, 8, 8, 0, 0, 64, 8, 0, 8, 8, 4]",right
51,350,"[2, 4, 0, 0, 16, 2, 0, 0, 64, 8, 0, 0, 8, 8, 4, 0]",left
52,366,"[2, 4, 4, 0, 16, 2, 0, 2, 64, 16, 0, 0, 8, 0, 0, 0]",up
53,366,"[2, 4, 4, 2, 16, 2, 0, 0, 64, 16, 0, 0, 8, 2, 0, 0]",up
54,374,"[0, 2, 8, 2, 0, 0, 16, 2, 0, 0, 64, 16, 0, 2, 8, 2]",right
55,376,"[0, 0, 8, 2, 0, 0, 16, 2, 0, 2, 64, 16, 0, 4, 8, 2]",down
56,380,"[0, 2, 8, 4, 2, 4, 16, 16, 0, 0, 64, 2, 0, 0, 8, 0]",up
57,380,"[0, 2, 8, 0, 0, 0, 16, 4, 0, 2, 64, 16, 2, 4, 8, 2]",down
58,382,"[0, 0, 8, 0, 2, 0, 16, 4, 0, 4, 64, 16, 2, 4, 8, 2]",down
59,382,"[8, 0, 2, 0, 2, 16, 4, 0, 4, 64, 16, 0, 2, 4, 8, 2]",left
60,382,"[0, 0, 8, 2, 2, 2, 16, 4, 0, 4, 64, 16, 2, 4, 8, 2]",right
61,394,"[4, 2, 8, 2, 0, 8, 16, 4, 0, 2, 64, 16, 0, 0, 8, 2]",up
62,394,"[4, 2, 8, 2, 8, 16, 4, 0, 2, 64, 16, 0, 8, 2, 2, 0]",left
63,398,"[4, 2, 8, 2, 2, 8, 16, 4, 0, 2, 64, 16, 0, 0, 8, 4]",right
64,398,"[4, 2, 8, 2, 2, 8, 16, 4, 2, 64, 16, 0, 8, 4, 0, 2]",left
65,400,"[2, 2, 0, 0, 4, 8, 8, 2, 4, 64, 16, 4, 8, 4, 16, 2]",down
66,420,"[0, 2, 2, 0, 2, 8, 0, 2, 8, 64, 8, 4, 8, 4, 32, 2]",down
67,436,"[2, 2, 2, 2, 16, 8, 8, 4, 0, 64, 32, 2, 0, 4, 0, 2]",up
68,460,"[0, 0, 4, 4, 0, 16, 16, 4, 0, 64, 32, 2, 2, 0, 4, 2]",right
69,466,"[2, 0, 4, 0, 0, 0, 16, 0, 0, 16, 32, 8, 2, 64, 4, 4]",down
70,470,"[4, 16, 4, 8, 0, 64, 16, 4, 0, 0, 32, 0, 0, 2, 4, 0]",up
71,470,"[4, 16, 4, 8, 0, 64, 16, 4, 2, 0, 0, 32, 0, 0, 2, 4]",right
72,470,"[4, 16, 4, 8, 64, 16, 4, 2, 2, 32, 0, 0, 2, 4, 0, 0]",left
73,488,"[0, 0, 0, 0, 4, 32, 0, 4, 64, 32, 4, 8, 4, 4, 4, 2]",down
74,524,"[2, 0, 0, 0, 4, 0, 0, 4, 64, 64, 0, 8, 4, 4, 8, 2]",down
75,668,"[2, 0, 0, 2, 0, 0, 0, 8, 0, 0, 128, 8, 0, 8, 8, 2]",right
76,688,"[4, 0, 0, 0, 8, 0, 0, 0, 128, 8, 0, 0, 16, 2, 2, 0]",left
77,692,"[4, 0, 0, 0, 8, 0, 0, 0, 128, 8, 2, 0, 16, 4, 0, 0]",left
78,692,"[4, 8, 2, 2, 8, 4, 0, 0, 128, 0, 0, 0, 16, 0, 0, 0]",up
79,696,"[0, 4, 8, 4, 0, 0, 8, 4, 0, 0, 0, 128, 0, 0, 2, 16]",right
80,720,"[0, 4, 16, 8, 0, 0, 2, 128, 0, 0, 0, 16, 0, 2, 0, 0]",up
81,720,"[4, 16, 8, 0, 2, 128, 2, 0, 16, 0, 0, 0, 2, 0, 0, 0]",left
82,720,"[4, 4, 16, 8, 0, 2, 128, 2, 0, 0, 0, 16, 0, 0, 0, 2]",right
83,728,"[8, 16, 8, 0, 2, 128, 2, 4, 16, 0, 0, 0, 2, 0, 0, 0]",left
84,728,"[0, 8, 16, 8, 2, 128, 2, 4, 0, 0, 0, 16, 2, 0, 0, 2]",right
85,732,"[0, 8, 16, 8, 2, 128, 2, 4, 0, 0, 0, 16, 2, 0, 0, 4]",right
86,734,"[0, 0, 0, 8, 2, 0, 0, 4, 0, 8, 16, 16, 4, 128, 2, 4]",down
87,766,"[0, 0, 0, 8, 0, 0, 2, 4, 0, 2, 8, 32, 4, 128, 2, 4]",right
88,766,"[8, 2, 0, 0, 2, 4, 0, 0, 2, 8, 32, 0, 4, 128, 2, 4]",left
89,770,"[8, 2, 32, 4, 4, 4, 2, 0, 4, 8, 0, 0, 0, 128, 2, 0]",up
90,782,"[8, 2, 32, 4, 8, 4, 4, 2, 0, 8, 0, 0, 0, 128, 0, 0]",up
91,790,"[0, 2, 0, 0, 2, 4, 0, 0, 0, 8, 32, 4, 16, 128, 4, 2]",down
92,790,"[0, 0, 0, 2, 2, 0, 2, 4, 0, 8, 32, 4, 16, 128, 4, 2]",right
93,798,"[2, 8, 2, 2, 16, 128, 32, 8, 0, 0, 4, 2, 0, 0, 0, 2]",up
94,800,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 8, 32, 8, 16, 128, 4, 4]",down
95,800,"[2, 2, 2, 2, 16, 8, 32, 8, 0, 128, 4, 4, 0, 2, 0, 0]",up
96,816,"[4, 4, 0, 0, 16, 8, 32, 8, 128, 8, 0, 0, 2, 0, 2, 0]",left
97,828,"[2, 0, 0, 8, 16, 8, 32, 8, 0, 0, 128, 8, 0, 0, 0, 4]",right
98,844,"[2, 8, 32, 16, 16, 0, 128, 8, 0, 2, 0, 4, 0, 0, 0, 0]",up
99,844,"[2, 0, 0, 0, 0, 0, 0, 16, 2, 8, 32, 8, 16, 2, 128, 4]",down
100,848,"[4, 8, 32, 16, 16, 2, 128, 8, 0, 0, 0, 4, 2, 0, 0, 0]",up
101,848,"[4, 8, 32, 16, 16, 2, 128, 8, 2, 0, 4, 4, 0, 0, 0, 0]",up
102,856,"[4, 8, 32, 16, 16, 2, 128, 8, 2, 8, 2, 0, 0, 0, 0, 0]",left
103,856,"[4, 8, 32, 16, 16, 2, 128, 8, 0, 2, 8, 2, 0, 2, 0, 0]",right
104,860,"[4, 8, 32, 16, 16, 4, 128, 8, 2, 2, 8, 2, 0, 0, 0, 0]",up
105,864,"[4, 8, 32, 16, 16, 4, 128, 8, 4, 8, 2, 0, 0, 0, 0, 4]",left
106,864,"[4, 8, 32, 16, 16, 4, 128, 8, 4, 8, 2, 2, 4, 0, 0, 0]",left
107,868,"[0, 0, 0, 4, 4, 8, 32, 16, 16, 4, 128, 8, 8, 8, 2, 2]",down
108,888,"[2, 0, 0, 4, 4, 8, 32, 16, 16, 4, 128, 8, 0, 0, 16, 4]",right
109,888,"[2, 4, 0, 0, 4, 8, 32, 16, 16, 4, 128, 8, 16, 4, 4, 0]",left
110,904,"[0, 4, 0, 2, 2, 8, 32, 0, 4, 4, 128, 16, 32, 4, 4, 8]",down
111,908,"[0, 0, 0, 2, 2, 4, 32, 2, 4, 8, 128, 16, 32, 8, 4, 8]",down
112,918,"[2, 0, 0, 0, 2, 0, 32, 4, 4, 4, 128, 16, 32, 16, 4, 8]",down
113,926,"[2, 0, 0, 2, 0, 2, 32, 4, 0, 8, 128, 16, 32, 16, 4, 8]",right
114,930,"[4, 0, 2, 0, 2, 32, 4, 0, 8, 128, 16, 0, 32, 16, 4, 8]",left
115,930,"[4, 32, 2, 8, 2, 128, 4, 0, 8, 16, 16, 0, 32, 0, 4, 2]",up
116,930,"[4, 2, 2, 0, 2, 32, 4, 0, 8, 128, 16, 8, 32, 16, 4, 2]",down
117,934,"[4, 4, 0, 2, 2, 32, 4, 0, 8, 128, 16, 8, 32, 16, 4, 2]",left
118,934,"[4, 4, 2, 0, 2, 32, 4, 2, 8, 128, 16, 8, 32, 16, 4, 2]",down
119,942,"[0, 2, 8, 2, 2, 32, 4, 2, 8, 128, 16, 8, 32, 16, 4, 2]",right
120,942,"[2, 8, 2, 2, 2, 32, 4, 2, 8, 128, 16, 8, 32, 16, 4, 2]",left
121,944,"[2, 8, 2, 2, 4, 32, 4, 2, 8, 128, 16, 8, 32, 16, 4, 2]",down
122,948,"[2, 8, 4, 2, 4, 32, 4, 2, 8, 128, 16, 8, 32, 16, 4, 2]",left
123,952,"[2, 8, 2, 2, 4, 32, 8, 2, 8, 128, 16, 8, 32, 16, 4, 2]",down
124,956,"[2, 2, 8, 4, 4, 32, 8, 2, 8, 128, 16, 8, 32, 16, 4, 2]",right
125,964,"[2, 2, 4, 4, 4, 32, 16, 2, 8, 128, 16, 8, 32, 16, 4, 2]",down
126,996,"[2, 2, 4, 4, 4, 32, 32, 2, 8, 128, 4, 8, 32, 16, 2, 2]",up
127,1076,"[0, 0, 4, 8, 0, 4, 64, 2, 8, 128, 4, 8, 2, 32, 16, 4]",right
128,1076,"[8, 4, 4, 8, 2, 128, 64, 2, 0, 32, 4, 8, 2, 0, 16, 4]",up
129,1084,"[0, 8, 8, 8, 2, 128, 64, 2, 0, 32, 4, 8, 2, 2, 16, 4]",right
130,1088,"[4, 8, 8, 8, 0, 128, 64, 2, 2, 32, 4, 8, 0, 2, 16, 4]",up
131,1104,"[2, 4, 8, 16, 0, 128, 64, 2, 2, 32, 4, 8, 0, 2, 16, 4]",right
132,1104,"[2, 4, 8, 16, 128, 64, 2, 0, 2, 32, 4, 8, 2, 16, 4, 2]",left
133,1116,"[2, 4, 8, 16, 128, 64, 2, 8, 4, 32, 8, 2, 0, 16, 0, 2]",up
134,1120,"[2, 4, 8, 16, 128, 64, 2, 8, 4, 32, 8, 4, 0, 16, 2, 0]",up
135,1120,"[2, 4, 8, 16, 128, 64, 2, 8, 4, 32, 8, 4, 2, 0, 16, 2]",right
136,1120,"[2, 4, 8, 16, 128, 64, 2, 8, 4, 32, 8, 4, 2, 16, 2, 2]",left
137,1124,"[2, 4, 8, 16, 128, 64, 2, 8, 4, 32, 8, 4, 2, 16, 4, 2]",left
