Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4]",right
2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 4, 0, 0, 0]",left
3,4,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4]",right
4,12,"[0, 2, 0, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
5,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 8]",down
6,16,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 8]",right
7,16,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4, 8, 0]",left
8,16,"[0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4, 8]",right
9,20,"[0, 2, 2, 4, 0, 2, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0]",up
10,24,"[0, 4, 2, 4, 0, 0, 4, 8, 2, 0, 0, 0, 0, 0, 0, 0]",up
11,24,"[0, 4, 2, 4, 0, 0, 4, 8, 0, 2, 0, 2, 0, 0, 0, 0]",right
12,28,"[0, 4, 2, 4, 0, 0, 4, 8, 0, 0, 0, 4, 4, 0, 0, 0]",right
13,28,"[0, 4, 2, 4, 0, 0, 4, 8, 0, 0, 0, 4, 0, 0, 4, 4]",right
14,36,"[0, 4, 2, 4, 0, 2, 4, 8, 0, 0, 0, 4, 0, 0, 0, 8]",right
15,36,"[4, 2, 4, 0, 2, 4, 8, 0, 4, 2, 0, 0, 8, 0, 0, 0]",left
16,36,"[0, 4, 2, 4, 0, 2, 4, 8, 0, 2, 4, 2, 0, 0, 0, 8]",right
17,48,"[0, 4, 2, 4, 0, 4, 8, 8, 0, 0, 2, 2, 0, 0, 0, 8]",up
18,68,"[0, 4, 2, 4, 0, 0, 4, 16, 0, 0, 0, 4, 0, 2, 0, 8]",right
19,68,"[0, 0, 0, 4, 0, 0, 2, 16, 0, 4, 2, 4, 0, 2, 4, 8]",down
20,68,"[4, 0, 0, 2, 2, 16, 0, 0, 4, 2, 4, 0, 2, 4, 8, 0]",left
21,68,"[0, 0, 4, 2, 0, 0, 2, 16, 0, 4, 2, 4, 2, 2, 4, 8]",right
