Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0]",down
2,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0]",down
3,2,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0]",down
4,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 4, 0, 2]",down
5,10,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 8, 2, 0, 0]",left
6,10,"[2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 8, 2, 0, 0]",left
7,12,"[0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 8, 2, 2, 0]",down
8,12,"[2, 2, 2, 0, 4, 0, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0]",up
9,16,"[0, 0, 2, 4, 0, 0, 4, 2, 0, 0, 0, 8, 0, 0, 0, 2]",right
10,16,"[2, 4, 0, 0, 4, 2, 0, 0, 8, 0, 0, 2, 2, 0, 0, 0]",left
11,16,"[2, 4, 2, 0, 4, 2, 0, 0, 8, 2, 0, 0, 2, 0, 0, 0]",left
12,20,"[2, 4, 2, 4, 4, 4, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0]",up
13,28,"[2, 4, 2, 4, 8, 0, 0, 0, 8, 0, 2, 0, 2, 0, 0, 0]",left
14,28,"[2, 4, 2, 4, 2, 0, 0, 8, 0, 0, 8, 2, 0, 0, 0, 2]",right
15,36,"[4, 4, 2, 4, 4, 0, 8, 8, 0, 0, 0, 4, 0, 0, 0, 0]",up
16,60,"[0, 8, 2, 4, 0, 0, 4, 16, 0, 0, 0, 4, 2, 0, 0, 0]",right
17,60,"[2, 8, 2, 4, 0, 0, 4, 16, 0, 0, 0, 4, 0, 0, 0, 2]",up
18,60,"[2, 0, 0, 4, 0, 0, 0, 16, 0, 0, 2, 4, 2, 8, 4, 2]",down
19,60,"[2, 4, 2, 0, 16, 0, 0, 0, 2, 4, 0, 0, 2, 8, 4, 2]",left
20,66,"[0, 0, 0, 2, 2, 0, 0, 0, 16, 8, 2, 0, 4, 8, 4, 2]",down
21,86,"[2, 16, 2, 4, 16, 0, 4, 0, 4, 0, 0, 2, 0, 0, 0, 0]",up
22,86,"[0, 0, 0, 0, 2, 2, 0, 0, 16, 0, 2, 4, 4, 16, 4, 2]",down
23,86,"[2, 2, 2, 4, 16, 16, 4, 2, 4, 0, 2, 0, 0, 0, 0, 0]",up
24,122,"[4, 2, 4, 0, 32, 4, 2, 0, 4, 2, 0, 4, 0, 0, 0, 0]",left
25,122,"[4, 2, 4, 0, 32, 4, 2, 0, 4, 2, 4, 2, 0, 0, 0, 0]",left
