Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up
2,2,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4]",down
3,2,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0]",left
4,2,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 4]",right
5,2,"[0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 4, 0, 0]",left
6,2,"[2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0]",left
7,6,"[0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2, 4]",right
8,6,"[2, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 4, 4]",up
9,6,"[0, 2, 0, 2, 0, 0, 0, 4, 0, 0, 2, 2, 2, 0, 4, 4]",down
10,6,"[2, 2, 2, 2, 0, 0, 4, 4, 0, 0, 0, 2, 0, 2, 0, 4]",up
11,22,"[0, 0, 4, 4, 0, 0, 0, 8, 2, 0, 0, 2, 0, 0, 2, 4]",right
12,22,"[0, 2, 0, 4, 0, 0, 0, 8, 0, 0, 4, 2, 2, 0, 2, 4]",down
13,22,"[0, 0, 0, 4, 0, 4, 0, 8, 0, 0, 4, 2, 2, 2, 2, 4]",down
14,22,"[0, 2, 0, 4, 0, 0, 0, 8, 0, 4, 4, 2, 2, 2, 2, 4]",down
15,34,"[0, 2, 2, 4, 0, 0, 0, 8, 0, 0, 8, 2, 0, 2, 4, 4]",right
16,46,"[4, 4, 0, 0, 8, 0, 0, 0, 8, 2, 0, 0, 2, 8, 0, 2]",left
17,54,"[0, 0, 0, 0, 4, 4, 0, 0, 16, 2, 0, 0, 2, 8, 2, 2]",down
18,54,"[4, 4, 2, 2, 16, 2, 0, 0, 2, 8, 2, 0, 0, 0, 0, 0]",up
19,58,"[4, 4, 4, 2, 16, 2, 0, 2, 2, 8, 0, 0, 0, 0, 0, 0]",up
20,70,"[2, 4, 8, 2, 0, 0, 16, 4, 0, 0, 2, 8, 0, 0, 0, 0]",right
21,70,"[2, 4, 8, 2, 16, 4, 0, 0, 2, 8, 0, 0, 0, 0, 2, 0]",left
22,70,"[2, 4, 8, 2, 0, 4, 16, 4, 0, 0, 2, 8, 0, 0, 0, 2]",right
23,70,"[2, 4, 8, 2, 4, 16, 4, 0, 2, 8, 2, 0, 2, 0, 0, 0]",left
24,74,"[2, 4, 8, 2, 4, 16, 4, 0, 4, 8, 2, 2, 0, 0, 0, 0]",up
25,78,"[2, 4, 8, 2, 4, 16, 4, 0, 4, 8, 4, 0, 0, 0, 0, 2]",left
26,78,"[2, 4, 8, 2, 4, 16, 4, 2, 4, 8, 4, 0, 2, 0, 0, 0]",left
27,84,"[0, 0, 2, 0, 2, 4, 8, 0, 8, 16, 4, 0, 2, 8, 4, 4]",down
28,88,"[0, 0, 0, 4, 2, 4, 2, 0, 8, 16, 8, 0, 2, 8, 8, 4]",down
29,100,"[0, 0, 0, 0, 2, 4, 0, 0, 8, 16, 2, 2, 2, 8, 16, 8]",down
30,104,"[2, 0, 0, 0, 0, 0, 2, 4, 0, 8, 16, 4, 2, 8, 16, 8]",right
31,104,"[2, 0, 0, 2, 2, 4, 0, 0, 8, 16, 4, 0, 2, 8, 16, 8]",left
