Move,Score,Matrix,Previous_Move
1,0,"[2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
2,0,"[0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",right
3,0,"[0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2]",right
4,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 4, 2]",down
5,2,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 4, 2]",right
6,2,"[0, 2, 2, 4, 0, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
7,6,"[0, 0, 4, 4, 0, 2, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0]",right
8,14,"[0, 0, 0, 8, 0, 2, 4, 2, 0, 0, 0, 0, 0, 4, 0, 2]",right
9,16,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 8, 0, 4, 4, 4]",down
10,24,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 8, 0, 0, 4, 8]",right
11,28,"[4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 8, 0, 0, 4, 8]",right
12,28,"[0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 4, 8, 0, 0, 4, 8]",right
13,32,"[4, 0, 0, 0, 4, 0, 0, 2, 4, 8, 0, 0, 4, 8, 0, 0]",left
14,64,"[8, 16, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]",up
15,64,"[8, 16, 2, 0, 8, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0]",left
16,72,"[2, 0, 0, 0, 0, 0, 0, 0, 16, 16, 0, 0, 4, 2, 2, 0]",down
17,72,"[0, 0, 0, 0, 2, 0, 0, 0, 16, 16, 2, 0, 4, 2, 2, 0]",down
18,74,"[0, 0, 0, 0, 2, 0, 0, 0, 16, 16, 0, 0, 4, 2, 4, 2]",down
19,74,"[2, 16, 4, 2, 16, 2, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0]",up
20,74,"[2, 16, 4, 2, 0, 0, 16, 2, 2, 0, 4, 2, 0, 0, 0, 0]",right
21,74,"[2, 16, 4, 2, 16, 2, 0, 0, 2, 4, 2, 0, 0, 0, 2, 0]",left
22,74,"[2, 16, 4, 2, 16, 2, 0, 0, 2, 4, 2, 0, 2, 0, 0, 2]",left
23,82,"[2, 16, 4, 4, 16, 2, 2, 0, 4, 4, 0, 0, 0, 2, 0, 0]",up
24,102,"[0, 2, 16, 8, 0, 0, 16, 4, 0, 0, 2, 8, 0, 0, 0, 2]",right
25,118,"[4, 0, 0, 8, 0, 0, 0, 4, 0, 0, 32, 8, 0, 2, 2, 2]",down
26,118,"[4, 2, 32, 8, 0, 0, 2, 4, 0, 2, 0, 8, 0, 0, 0, 2]",up
27,118,"[4, 2, 32, 8, 0, 0, 2, 4, 2, 0, 2, 8, 0, 0, 0, 2]",right
28,120,"[0, 2, 0, 8, 0, 0, 0, 4, 4, 0, 32, 8, 2, 2, 4, 2]",down
29,124,"[4, 4, 32, 8, 2, 2, 4, 4, 0, 0, 0, 8, 0, 0, 0, 2]",up
30,144,"[8, 32, 8, 0, 4, 8, 0, 0, 8, 2, 0, 0, 2, 0, 0, 0]",left
31,144,"[0, 8, 32, 8, 0, 0, 4, 8, 0, 0, 8, 2, 2, 0, 0, 2]",right
32,148,"[0, 8, 32, 8, 2, 0, 4, 8, 0, 0, 8, 2, 0, 0, 0, 4]",right
33,164,"[2, 8, 32, 16, 0, 0, 4, 2, 0, 0, 8, 4, 0, 2, 0, 0]",up
34,164,"[2, 8, 32, 16, 0, 2, 4, 2, 0, 0, 8, 4, 0, 2, 0, 0]",up
35,168,"[2, 8, 32, 16, 0, 4, 4, 2, 0, 2, 8, 4, 0, 0, 0, 0]",up
