Move,Score,Matrix,Previous_Move
1,0,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",right
2,4,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",left
3,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 4]",down
4,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 2, 4]",right
5,4,"[2, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up
6,4,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 2, 4, 2, 2]",down
7,8,"[0, 0, 0, 4, 2, 0, 0, 0, 4, 0, 0, 0, 2, 4, 4, 0]",left
8,8,"[2, 4, 4, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",up
9,8,"[0, 0, 0, 0, 2, 0, 2, 0, 4, 0, 0, 4, 2, 4, 4, 2]",down
10,8,"[2, 4, 2, 4, 4, 0, 4, 2, 2, 0, 0, 0, 0, 0, 2, 0]",up
11,8,"[0, 0, 0, 0, 2, 0, 2, 2, 4, 0, 4, 4, 2, 4, 2, 2]",down
12,24,"[0, 0, 0, 0, 4, 2, 2, 0, 8, 4, 0, 0, 2, 4, 4, 0]",left
13,36,"[0, 0, 0, 0, 4, 4, 0, 0, 8, 4, 0, 0, 2, 8, 0, 2]",left
14,44,"[4, 8, 0, 2, 8, 8, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",up
15,60,"[4, 8, 2, 0, 16, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",left
16,64,"[0, 0, 0, 0, 4, 2, 0, 0, 16, 0, 0, 0, 4, 8, 4, 0]",down
17,64,"[0, 2, 0, 0, 4, 0, 0, 0, 16, 2, 0, 0, 4, 8, 4, 0]",down
18,64,"[0, 4, 0, 2, 0, 0, 0, 4, 0, 0, 16, 2, 0, 4, 8, 4]",right
19,72,"[0, 8, 16, 2, 0, 0, 8, 4, 0, 2, 0, 2, 0, 0, 0, 4]",up
20,72,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 8, 16, 2, 2, 2, 8, 4]",down
21,76,"[2, 0, 0, 0, 4, 2, 0, 0, 8, 16, 2, 0, 4, 8, 4, 0]",left
22,76,"[0, 2, 0, 2, 0, 0, 4, 2, 0, 8, 16, 2, 0, 4, 8, 4]",right
23,80,"[4, 0, 0, 0, 4, 2, 0, 0, 8, 16, 2, 2, 4, 8, 4, 0]",left
24,88,"[8, 2, 2, 2, 8, 16, 4, 0, 4, 8, 0, 2, 0, 0, 0, 0]",up
25,96,"[0, 0, 2, 0, 0, 2, 0, 0, 16, 16, 2, 2, 4, 8, 4, 2]",down
26,100,"[2, 0, 0, 0, 0, 2, 0, 0, 16, 16, 4, 0, 4, 8, 4, 4]",down
27,104,"[0, 0, 0, 0, 2, 2, 0, 0, 16, 16, 2, 0, 4, 8, 8, 4]",down
28,156,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 32, 2, 0, 4, 16, 4]",right
29,156,"[0, 4, 32, 2, 0, 0, 16, 4, 0, 0, 0, 2, 0, 2, 0, 4]",up
30,156,"[4, 32, 2, 0, 16, 4, 0, 0, 2, 0, 0, 0, 2, 4, 2, 0]",left
31,172,"[4, 32, 4, 0, 16, 8, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0]",up
32,172,"[0, 4, 32, 4, 0, 0, 16, 8, 0, 2, 0, 4, 0, 0, 0, 2]",right
33,172,"[0, 0, 2, 4, 0, 0, 0, 8, 0, 4, 32, 4, 0, 2, 16, 2]",down
34,172,"[2, 4, 0, 0, 8, 0, 0, 2, 4, 32, 4, 0, 2, 16, 2, 0]",left
35,172,"[2, 4, 4, 2, 8, 32, 2, 0, 4, 16, 0, 0, 2, 0, 2, 0]",up
36,184,"[0, 2, 8, 2, 0, 8, 32, 2, 2, 0, 4, 16, 0, 0, 0, 4]",right
37,186,"[0, 0, 2, 0, 0, 0, 8, 4, 0, 2, 32, 16, 2, 8, 4, 4]",down
38,194,"[0, 0, 0, 2, 2, 0, 8, 4, 0, 2, 32, 16, 0, 2, 8, 8]",right
39,196,"[0, 0, 4, 2, 0, 0, 8, 4, 0, 0, 32, 16, 2, 4, 8, 8]",down
40,212,"[0, 0, 4, 2, 0, 0, 8, 4, 0, 2, 32, 16, 0, 2, 4, 16]",right
41,248,"[0, 4, 4, 2, 0, 2, 8, 4, 0, 0, 32, 32, 0, 0, 4, 0]",up
