Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]",down
2,0,"[2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
3,0,"[0, 0, 2, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",right
4,0,"[0, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",right
5,0,"[2, 4, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0]",left
6,4,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 4, 4, 2, 0]",down
7,12,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 8, 2]",right
8,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 8, 4]",down
9,34,"[0, 2, 16, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",up
10,34,"[2, 16, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0]",left
11,34,"[2, 16, 4, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",left
12,38,"[4, 16, 4, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
13,42,"[4, 16, 4, 0, 4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",left
14,46,"[0, 4, 16, 4, 2, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]",right
15,54,"[2, 4, 16, 8, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
16,54,"[2, 4, 16, 8, 0, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0]",right
17,54,"[2, 4, 16, 8, 0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0, 2]",right
18,58,"[2, 4, 16, 8, 0, 0, 2, 4, 0, 0, 0, 4, 0, 0, 2, 0]",up
19,70,"[2, 4, 16, 8, 0, 0, 4, 8, 0, 2, 0, 0, 0, 0, 0, 0]",up
20,86,"[2, 4, 16, 16, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0]",up
21,118,"[0, 2, 4, 32, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 4, 4]",right
22,126,"[0, 2, 4, 32, 0, 0, 2, 8, 0, 0, 4, 0, 2, 0, 0, 0]",up
23,126,"[0, 2, 4, 32, 0, 0, 2, 8, 0, 0, 0, 4, 0, 0, 2, 2]",right
24,130,"[0, 2, 4, 32, 0, 0, 2, 8, 0, 0, 2, 4, 0, 0, 0, 4]",right
25,136,"[2, 0, 0, 0, 0, 0, 0, 32, 0, 0, 4, 8, 0, 2, 4, 8]",down
26,136,"[0, 0, 0, 2, 0, 2, 0, 32, 0, 0, 4, 8, 0, 2, 4, 8]",right
27,164,"[0, 4, 8, 2, 2, 0, 0, 32, 0, 0, 0, 16, 0, 0, 0, 0]",up
28,164,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 32, 2, 4, 8, 16]",down
29,166,"[0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 32, 2, 4, 8, 16]",down
30,166,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 2, 32, 2, 4, 8, 16]",right
31,166,"[2, 4, 2, 2, 2, 0, 8, 4, 0, 0, 0, 32, 0, 0, 0, 16]",up
32,170,"[2, 4, 4, 0, 2, 8, 4, 0, 32, 0, 0, 0, 16, 0, 0, 2]",left
33,182,"[4, 4, 8, 2, 32, 8, 0, 0, 16, 0, 0, 0, 0, 2, 0, 0]",up
34,190,"[8, 8, 2, 0, 32, 8, 0, 0, 16, 0, 4, 0, 2, 0, 0, 0]",left
35,206,"[16, 2, 0, 0, 32, 8, 0, 0, 16, 4, 0, 0, 2, 2, 0, 0]",left
36,210,"[16, 2, 0, 0, 32, 8, 0, 0, 16, 4, 0, 0, 4, 0, 0, 2]",left
37,210,"[16, 2, 0, 0, 32, 2, 0, 0, 16, 8, 0, 0, 4, 4, 0, 2]",down
38,218,"[0, 0, 16, 2, 2, 0, 32, 2, 0, 0, 16, 8, 0, 0, 8, 2]",right
39,218,"[16, 2, 0, 0, 2, 32, 2, 0, 16, 8, 0, 2, 8, 2, 0, 0]",left
40,218,"[16, 2, 2, 2, 2, 32, 0, 2, 16, 8, 0, 0, 8, 2, 0, 0]",up
41,222,"[0, 16, 2, 4, 0, 2, 32, 2, 0, 0, 16, 8, 4, 0, 8, 2]",right
42,222,"[16, 2, 4, 2, 2, 32, 2, 0, 16, 8, 0, 0, 4, 8, 2, 0]",left
43,242,"[16, 2, 4, 2, 2, 32, 4, 0, 16, 16, 0, 2, 4, 0, 0, 0]",up
44,246,"[16, 0, 0, 2, 2, 2, 0, 0, 16, 32, 0, 2, 4, 16, 8, 2]",down
45,248,"[16, 0, 0, 0, 2, 2, 2, 0, 16, 32, 0, 2, 4, 16, 8, 4]",down
46,248,"[16, 2, 2, 2, 2, 32, 8, 4, 16, 16, 0, 0, 4, 0, 2, 0]",up
47,248,"[16, 2, 2, 2, 2, 32, 8, 4, 16, 16, 2, 2, 4, 0, 0, 0]",up
48,288,"[0, 16, 2, 4, 2, 32, 8, 4, 0, 0, 32, 4, 2, 0, 0, 4]",right
49,288,"[0, 16, 2, 4, 2, 32, 8, 4, 2, 0, 32, 4, 0, 0, 2, 4]",right
50,288,"[0, 16, 2, 4, 2, 32, 8, 4, 2, 2, 32, 4, 0, 0, 2, 4]",right
51,292,"[0, 16, 2, 4, 2, 32, 8, 4, 0, 4, 32, 4, 0, 2, 2, 4]",right
52,296,"[16, 2, 4, 0, 2, 32, 8, 4, 4, 32, 4, 0, 4, 4, 0, 4]",left
53,312,"[16, 2, 4, 8, 2, 32, 8, 0, 8, 32, 4, 0, 2, 4, 0, 0]",up
54,376,"[16, 2, 4, 8, 2, 64, 8, 0, 8, 4, 4, 0, 2, 0, 2, 0]",up
55,388,"[16, 2, 4, 8, 2, 2, 64, 8, 0, 0, 8, 8, 0, 0, 0, 4]",right
56,408,"[16, 2, 4, 8, 0, 4, 64, 8, 0, 0, 0, 16, 0, 0, 2, 4]",right
57,408,"[16, 2, 4, 8, 4, 64, 8, 0, 16, 0, 0, 0, 2, 4, 2, 0]",left
58,408,"[16, 0, 0, 4, 4, 2, 4, 0, 16, 64, 8, 0, 2, 4, 2, 8]",down
59,408,"[16, 2, 0, 0, 4, 2, 4, 0, 16, 64, 8, 4, 2, 4, 2, 8]",down
60,412,"[16, 4, 4, 4, 4, 64, 8, 8, 16, 4, 2, 0, 2, 2, 0, 0]",up
61,436,"[16, 8, 4, 0, 4, 64, 16, 0, 16, 4, 2, 0, 2, 2, 2, 0]",left
62,440,"[0, 16, 8, 4, 0, 4, 64, 16, 0, 16, 4, 2, 0, 2, 2, 4]",right
63,444,"[16, 8, 4, 0, 4, 64, 16, 2, 16, 4, 2, 0, 4, 4, 0, 0]",left
64,452,"[0, 16, 8, 4, 4, 64, 16, 2, 2, 16, 4, 2, 0, 0, 0, 8]",right
65,454,"[2, 0, 0, 0, 0, 16, 8, 4, 4, 64, 16, 4, 2, 16, 4, 8]",down
66,458,"[0, 4, 0, 0, 2, 16, 8, 0, 4, 64, 16, 8, 2, 16, 4, 8]",down
67,474,"[2, 4, 8, 16, 4, 16, 16, 0, 2, 64, 4, 2, 0, 16, 0, 0]",up
68,474,"[2, 4, 8, 16, 4, 16, 16, 2, 2, 64, 4, 0, 0, 16, 0, 2]",up
69,476,"[0, 4, 2, 0, 2, 16, 8, 0, 4, 64, 16, 16, 2, 16, 4, 4]",down
70,516,"[4, 2, 2, 0, 2, 16, 8, 0, 4, 64, 32, 0, 2, 16, 8, 0]",left
71,520,"[2, 0, 4, 4, 0, 2, 16, 8, 0, 4, 64, 32, 0, 2, 16, 8]",right
72,520,"[2, 2, 4, 4, 0, 4, 16, 8, 0, 2, 64, 32, 0, 2, 16, 8]",up
73,522,"[0, 2, 4, 4, 0, 2, 16, 8, 0, 4, 64, 32, 2, 4, 16, 8]",down
74,530,"[0, 0, 2, 8, 2, 2, 16, 8, 0, 4, 64, 32, 2, 4, 16, 8]",right
75,544,"[0, 2, 2, 0, 0, 0, 16, 16, 0, 2, 64, 32, 4, 8, 16, 8]",down
76,546,"[0, 0, 2, 0, 0, 2, 16, 16, 0, 4, 64, 32, 4, 8, 16, 8]",down
77,578,"[0, 0, 0, 2, 0, 0, 2, 32, 2, 4, 64, 32, 4, 8, 16, 8]",right
78,578,"[2, 0, 0, 0, 2, 32, 0, 2, 2, 4, 64, 32, 4, 8, 16, 8]",left
79,582,"[4, 32, 64, 2, 2, 4, 16, 32, 4, 8, 0, 8, 0, 0, 2, 0]",up
80,598,"[4, 32, 64, 2, 2, 4, 16, 32, 4, 16, 4, 0, 2, 0, 0, 0]",left
81,598,"[4, 32, 64, 2, 2, 4, 16, 32, 4, 4, 16, 4, 0, 0, 0, 2]",right
82,602,"[0, 2, 0, 2, 4, 0, 64, 32, 2, 32, 16, 4, 4, 8, 16, 2]",down
83,606,"[4, 0, 0, 0, 4, 64, 32, 2, 2, 32, 16, 4, 4, 8, 16, 2]",left
84,626,"[0, 0, 2, 0, 8, 64, 0, 2, 2, 32, 32, 4, 4, 8, 32, 2]",down
85,690,"[8, 64, 2, 2, 2, 32, 64, 4, 4, 8, 0, 2, 0, 2, 0, 0]",up
86,694,"[0, 8, 64, 4, 2, 32, 64, 4, 2, 4, 8, 2, 0, 0, 0, 2]",right
87,762,"[0, 2, 0, 0, 0, 8, 0, 4, 0, 32, 128, 4, 4, 4, 8, 4]",down
88,770,"[4, 2, 128, 8, 0, 8, 8, 4, 0, 32, 0, 2, 0, 4, 0, 0]",up
89,770,"[0, 2, 0, 2, 0, 8, 0, 8, 0, 32, 128, 4, 4, 4, 8, 2]",down
90,798,"[0, 0, 0, 4, 0, 0, 0, 16, 2, 32, 128, 4, 0, 8, 8, 2]",right
91,798,"[2, 32, 128, 4, 0, 8, 8, 16, 0, 2, 0, 4, 0, 0, 0, 2]",up
92,814,"[2, 32, 128, 4, 16, 16, 0, 0, 2, 4, 0, 2, 2, 0, 0, 0]",left
93,846,"[2, 32, 128, 4, 32, 2, 0, 0, 2, 4, 2, 0, 2, 0, 0, 0]",left
94,846,"[2, 32, 128, 4, 0, 0, 32, 2, 0, 2, 4, 2, 0, 2, 0, 2]",right
95,850,"[2, 32, 128, 4, 0, 0, 32, 2, 2, 2, 4, 2, 0, 0, 0, 4]",right
96,854,"[0, 0, 0, 2, 0, 0, 128, 4, 0, 32, 32, 4, 4, 2, 4, 4]",down
97,926,"[2, 0, 0, 2, 0, 0, 128, 4, 0, 0, 64, 4, 0, 4, 2, 8]",right
