Move,Score,Matrix,Previous_Move
51,328,"[0, 2, 16, 4, 0, 0, 0, 4, 4, 0, 64, 2, 0, 8, 2, 8]",right,64
52,332,"[0, 0, 0, 2, 0, 0, 16, 8, 0, 2, 64, 2, 4, 8, 2, 8]",down,64
53,332,"[4, 2, 16, 2, 0, 8, 64, 8, 2, 0, 2, 2, 0, 0, 0, 8]",up,64
54,332,"[4, 2, 16, 2, 2, 8, 64, 8, 0, 0, 2, 2, 4, 0, 0, 8]",up,64
55,332,"[2, 0, 0, 2, 4, 0, 16, 8, 2, 2, 64, 2, 4, 8, 2, 8]",down,64
56,340,"[4, 2, 0, 0, 4, 16, 8, 0, 4, 64, 2, 0, 4, 8, 2, 8]",left,64
57,340,"[0, 2, 4, 2, 0, 4, 16, 8, 0, 4, 64, 2, 4, 8, 2, 8]",right,64
58,340,"[2, 4, 2, 2, 4, 16, 8, 0, 4, 64, 2, 0, 4, 8, 2, 8]",left,64
59,344,"[0, 2, 4, 4, 0, 4, 16, 8, 2, 4, 64, 2, 4, 8, 2, 8]",right,64
60,352,"[2, 0, 2, 8, 0, 4, 16, 8, 2, 4, 64, 2, 4, 8, 2, 8]",right,64
61,356,"[4, 8, 0, 2, 4, 16, 8, 0, 2, 4, 64, 2, 4, 8, 2, 8]",left,64
62,356,"[0, 4, 8, 2, 2, 4, 16, 8, 2, 4, 64, 2, 4, 8, 2, 8]",right,64
63,362,"[0, 2, 8, 2, 0, 4, 16, 8, 4, 8, 64, 2, 4, 8, 2, 8]",down,64
64,374,"[2, 0, 8, 2, 0, 2, 16, 8, 0, 4, 64, 2, 8, 16, 2, 8]",down,64
65,374,"[2, 8, 2, 0, 2, 16, 8, 2, 4, 64, 2, 0, 8, 16, 2, 8]",left,64
66,374,"[2, 2, 8, 2, 2, 16, 8, 2, 0, 4, 64, 2, 8, 16, 2, 8]",right,64
67,378,"[4, 8, 2, 2, 2, 16, 8, 2, 4, 64, 2, 0, 8, 16, 2, 8]",left,64
68,382,"[4, 8, 4, 2, 2, 16, 8, 2, 4, 64, 2, 0, 8, 16, 2, 8]",left,64
69,382,"[4, 8, 4, 2, 2, 16, 8, 2, 2, 4, 64, 2, 8, 16, 2, 8]",right,64
70,390,"[4, 8, 4, 4, 4, 16, 8, 2, 8, 4, 64, 8, 0, 16, 2, 2]",up,64
71,398,"[8, 8, 4, 4, 8, 16, 8, 2, 0, 4, 64, 8, 2, 16, 2, 2]",up,64
72,426,"[0, 0, 16, 8, 8, 16, 8, 2, 0, 4, 64, 8, 2, 2, 16, 4]",right,64
73,430,"[16, 8, 2, 0, 8, 16, 8, 2, 4, 64, 8, 0, 4, 16, 4, 0]",left,64
74,442,"[0, 8, 0, 0, 16, 16, 2, 0, 8, 64, 16, 2, 8, 16, 4, 2]",down,64
75,474,"[8, 0, 0, 0, 32, 2, 2, 0, 8, 64, 16, 2, 8, 16, 4, 2]",left,64
76,478,"[8, 0, 0, 0, 32, 4, 0, 2, 8, 64, 16, 2, 8, 16, 4, 2]",left,64
77,498,"[8, 4, 16, 4, 32, 64, 4, 2, 16, 16, 0, 0, 2, 0, 0, 0]",up,64
78,530,"[8, 4, 16, 4, 32, 64, 4, 2, 2, 0, 0, 32, 0, 0, 0, 2]",right,64
79,530,"[8, 4, 16, 4, 32, 64, 4, 2, 2, 32, 2, 0, 2, 0, 0, 0]",left,64
