Move,Score,Matrix,Previous_Move
1,0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",right
2,0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",down
3,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 2]",down
4,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 4, 2]",right
5,6,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 4, 2]",right
6,6,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 4, 2]",down
7,6,"[0, 2, 2, 4, 0, 0, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0]",up
8,10,"[4, 4, 0, 0, 4, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",left
9,18,"[8, 4, 0, 2, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",up
10,22,"[8, 4, 2, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4]",left
11,26,"[0, 2, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 4, 2, 4]",down
12,34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 16, 4, 2, 4]",down
13,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 16, 4, 2, 4]",right
14,46,"[16, 2, 2, 8, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
15,50,"[16, 4, 8, 0, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
16,50,"[2, 0, 0, 0, 16, 0, 0, 0, 4, 4, 0, 0, 2, 2, 8, 0]",down
17,62,"[0, 0, 0, 2, 0, 2, 0, 16, 0, 0, 0, 8, 0, 0, 4, 8]",right
18,78,"[0, 2, 4, 2, 0, 0, 2, 16, 0, 0, 0, 16, 0, 0, 0, 0]",up
19,94,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 2, 0, 2, 2, 32]",down
20,98,"[0, 2, 4, 4, 0, 0, 2, 32, 0, 0, 0, 0, 0, 0, 2, 0]",up
21,106,"[0, 0, 2, 8, 0, 2, 2, 32, 0, 0, 0, 0, 0, 0, 0, 2]",right
22,108,"[0, 0, 0, 2, 0, 0, 0, 8, 0, 0, 0, 32, 0, 2, 4, 2]",down
23,108,"[0, 2, 4, 2, 2, 0, 0, 8, 0, 0, 0, 32, 0, 0, 0, 2]",up
24,108,"[0, 2, 4, 2, 0, 0, 2, 8, 0, 0, 0, 32, 0, 0, 2, 2]",right
25,110,"[0, 0, 0, 2, 0, 0, 0, 8, 0, 0, 4, 32, 2, 2, 4, 2]",down
26,114,"[2, 2, 0, 0, 8, 0, 0, 0, 4, 32, 0, 0, 4, 4, 2, 0]",left
27,118,"[0, 0, 0, 0, 2, 2, 0, 0, 8, 32, 0, 2, 8, 4, 2, 0]",down
28,134,"[2, 2, 2, 2, 16, 32, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0]",up
29,134,"[0, 0, 0, 0, 2, 2, 0, 2, 16, 32, 0, 0, 2, 4, 2, 2]",down
30,142,"[2, 0, 0, 0, 0, 0, 2, 4, 0, 0, 16, 32, 0, 2, 4, 4]",right
31,142,"[0, 0, 0, 0, 0, 0, 2, 4, 0, 2, 16, 32, 2, 2, 4, 4]",down
32,154,"[0, 0, 0, 0, 2, 4, 0, 4, 2, 16, 32, 0, 4, 8, 0, 0]",left
33,158,"[4, 4, 32, 4, 4, 16, 0, 0, 0, 8, 0, 0, 0, 0, 2, 0]",up
34,166,"[0, 8, 32, 4, 2, 0, 4, 16, 0, 0, 0, 8, 0, 0, 0, 2]",right
35,166,"[0, 0, 0, 4, 0, 2, 0, 16, 0, 0, 32, 8, 2, 8, 4, 2]",down
36,166,"[0, 2, 0, 4, 0, 0, 2, 16, 0, 0, 32, 8, 2, 8, 4, 2]",right
37,166,"[2, 4, 0, 2, 2, 16, 0, 0, 32, 8, 0, 0, 2, 8, 4, 2]",left
38,190,"[4, 4, 4, 4, 32, 16, 0, 0, 2, 16, 2, 0, 0, 0, 0, 0]",up
39,222,"[4, 4, 4, 4, 32, 32, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0]",up
40,306,"[0, 0, 8, 8, 0, 0, 64, 2, 2, 0, 0, 4, 0, 0, 0, 0]",right
41,322,"[2, 0, 0, 16, 0, 0, 64, 2, 0, 0, 2, 4, 0, 0, 0, 0]",right
42,322,"[0, 0, 2, 0, 0, 0, 0, 16, 0, 0, 64, 2, 2, 0, 2, 4]",down
