Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2]",right
2,0,"[0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up
3,4,"[4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left
4,4,"[0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0]",down
5,8,"[4, 4, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up
6,8,"[4, 4, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
7,8,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 2, 2, 2, 0, 2]",down
8,12,"[4, 4, 0, 4, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
9,24,"[0, 0, 4, 8, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 2, 0]",right
10,24,"[4, 8, 0, 0, 2, 4, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0]",left
11,26,"[0, 0, 0, 0, 0, 0, 0, 2, 4, 8, 0, 0, 4, 4, 2, 0]",down
12,34,"[0, 0, 0, 0, 2, 0, 0, 2, 4, 8, 0, 0, 8, 2, 0, 0]",left
13,34,"[0, 0, 0, 0, 2, 0, 0, 0, 4, 8, 0, 2, 8, 2, 0, 2]",down
14,36,"[0, 0, 0, 0, 2, 0, 0, 2, 4, 8, 0, 0, 8, 2, 0, 4]",down
15,36,"[2, 8, 0, 2, 4, 2, 0, 4, 8, 0, 2, 0, 0, 0, 0, 0]",up
16,36,"[0, 2, 8, 2, 0, 4, 2, 4, 0, 0, 8, 2, 0, 0, 0, 2]",right
17,36,"[2, 8, 2, 0, 4, 2, 4, 2, 8, 2, 0, 0, 2, 0, 0, 0]",left
18,36,"[0, 2, 8, 2, 4, 2, 4, 2, 0, 0, 8, 2, 0, 0, 4, 2]",right
19,40,"[0, 0, 8, 0, 2, 0, 4, 2, 0, 0, 8, 2, 4, 4, 4, 4]",down
20,56,"[0, 2, 0, 8, 0, 2, 4, 2, 0, 0, 8, 2, 0, 0, 8, 8]",right
21,72,"[2, 8, 0, 0, 2, 4, 2, 2, 8, 2, 0, 0, 16, 0, 0, 0]",left
22,74,"[0, 0, 2, 0, 4, 8, 0, 0, 8, 4, 0, 0, 16, 2, 2, 2]",down
23,78,"[0, 0, 0, 2, 4, 0, 4, 8, 0, 0, 8, 4, 0, 16, 2, 4]",right
24,86,"[0, 0, 0, 2, 0, 0, 8, 8, 0, 0, 8, 4, 4, 16, 2, 4]",right
25,102,"[0, 0, 0, 2, 0, 2, 0, 16, 0, 0, 8, 4, 4, 16, 2, 4]",right
26,110,"[4, 2, 8, 2, 2, 16, 2, 16, 0, 0, 0, 8, 0, 0, 0, 0]",up
27,110,"[4, 2, 8, 2, 2, 16, 2, 16, 8, 0, 2, 0, 0, 0, 0, 0]",left
28,112,"[0, 0, 0, 2, 4, 0, 0, 0, 2, 2, 8, 2, 8, 16, 4, 16]",down
29,114,"[0, 0, 0, 0, 4, 0, 0, 2, 2, 2, 8, 4, 8, 16, 4, 16]",down
30,118,"[2, 0, 0, 0, 4, 2, 0, 0, 4, 8, 4, 0, 8, 16, 4, 16]",left
31,134,"[2, 2, 8, 16, 8, 8, 0, 0, 8, 16, 0, 2, 0, 0, 0, 0]",up
32,154,"[4, 8, 16, 0, 16, 0, 0, 0, 8, 16, 2, 0, 0, 0, 0, 2]",left
33,154,"[0, 4, 8, 16, 4, 0, 0, 16, 0, 8, 16, 2, 0, 0, 0, 2]",right
34,154,"[0, 4, 8, 16, 0, 0, 4, 16, 0, 8, 16, 2, 0, 2, 0, 2]",right
35,158,"[4, 8, 16, 2, 4, 16, 0, 0, 8, 16, 2, 0, 4, 0, 0, 0]",left
36,158,"[4, 8, 16, 2, 0, 2, 4, 16, 0, 8, 16, 2, 0, 0, 0, 4]",right
37,158,"[4, 8, 16, 2, 2, 4, 16, 0, 8, 16, 2, 2, 4, 0, 0, 0]",left
38,194,"[4, 8, 32, 4, 2, 4, 2, 0, 8, 16, 2, 0, 4, 0, 0, 0]",up
39,194,"[4, 8, 32, 4, 0, 2, 4, 2, 0, 8, 16, 2, 2, 0, 0, 4]",right
40,194,"[4, 8, 32, 4, 2, 4, 2, 0, 8, 16, 2, 0, 2, 4, 2, 0]",left
41,194,"[4, 8, 32, 4, 0, 2, 4, 2, 2, 8, 16, 2, 0, 2, 4, 2]",right
