Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0]",down
2,0,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up
3,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 2]",down
4,0,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 2, 2]",down
5,4,"[4, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
6,8,"[4, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up
7,8,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 4, 2, 2, 2]",down
8,12,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4, 0, 4, 2, 4]",right
9,12,"[2, 0, 0, 0, 2, 0, 0, 0, 2, 4, 0, 0, 4, 2, 4, 0]",left
10,16,"[4, 4, 4, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0]",up
11,28,"[2, 0, 4, 8, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 2]",right
12,28,"[0, 2, 4, 8, 2, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 2]",right
13,28,"[0, 2, 4, 8, 0, 0, 2, 4, 0, 2, 0, 4, 0, 0, 0, 2]",right
14,34,"[0, 0, 2, 0, 0, 0, 0, 8, 0, 0, 4, 8, 0, 4, 2, 2]",down
15,50,"[0, 4, 2, 16, 0, 0, 4, 2, 2, 0, 2, 0, 0, 0, 0, 0]",up
16,50,"[2, 4, 2, 16, 0, 0, 4, 2, 4, 0, 2, 0, 0, 0, 0, 0]",up
17,50,"[2, 4, 2, 16, 4, 2, 0, 0, 4, 2, 0, 0, 0, 2, 0, 0]",left
18,62,"[2, 4, 2, 16, 8, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]",up
19,66,"[2, 4, 2, 16, 0, 0, 8, 4, 2, 0, 0, 4, 0, 0, 0, 0]",right
20,78,"[4, 4, 2, 16, 0, 0, 8, 8, 4, 0, 0, 0, 0, 0, 0, 0]",up
21,102,"[8, 2, 16, 0, 16, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0]",left
22,102,"[0, 8, 2, 16, 0, 0, 0, 16, 0, 0, 0, 4, 0, 2, 0, 2]",right
23,134,"[0, 8, 2, 32, 2, 2, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0]",up
24,134,"[2, 0, 0, 0, 0, 0, 0, 32, 0, 8, 0, 4, 2, 2, 2, 2]",down
25,136,"[0, 0, 2, 0, 0, 0, 0, 32, 0, 8, 0, 4, 4, 2, 2, 2]",down
26,140,"[2, 2, 0, 0, 32, 0, 0, 0, 8, 4, 0, 0, 4, 4, 2, 0]",left
27,152,"[0, 0, 0, 4, 0, 0, 0, 32, 2, 0, 8, 4, 0, 0, 8, 2]",right
28,152,"[4, 0, 0, 0, 32, 0, 0, 0, 2, 8, 4, 0, 8, 2, 0, 2]",left
29,156,"[0, 0, 0, 4, 0, 2, 0, 32, 0, 2, 8, 4, 0, 0, 8, 4]",right
30,184,"[0, 4, 16, 4, 2, 0, 0, 32, 0, 0, 0, 8, 0, 0, 0, 0]",up
31,184,"[4, 16, 4, 0, 2, 32, 0, 0, 8, 0, 2, 0, 0, 0, 0, 0]",left
32,184,"[0, 4, 16, 4, 0, 0, 2, 32, 0, 0, 8, 2, 2, 0, 0, 0]",right
33,184,"[0, 0, 0, 2, 0, 0, 16, 4, 0, 0, 2, 32, 2, 4, 8, 2]",down
34,184,"[2, 0, 0, 0, 16, 4, 0, 0, 2, 32, 0, 2, 2, 4, 8, 2]",left
35,184,"[2, 0, 0, 0, 16, 4, 0, 0, 2, 32, 2, 2, 2, 4, 8, 2]",left
36,186,"[0, 0, 0, 2, 2, 4, 0, 0, 16, 32, 2, 2, 4, 4, 8, 2]",down
37,188,"[0, 0, 2, 0, 2, 4, 0, 0, 16, 32, 2, 2, 4, 4, 8, 4]",down
38,190,"[0, 0, 0, 0, 2, 4, 0, 2, 16, 32, 4, 2, 4, 4, 8, 4]",down
39,198,"[0, 0, 2, 0, 0, 2, 4, 2, 16, 32, 4, 2, 0, 8, 8, 4]",right
40,202,"[0, 0, 0, 2, 0, 2, 2, 2, 0, 32, 8, 2, 16, 8, 8, 4]",down
41,222,"[16, 2, 2, 4, 2, 32, 16, 2, 0, 8, 0, 4, 0, 0, 0, 0]",up
42,226,"[16, 4, 4, 0, 2, 32, 16, 2, 8, 4, 0, 0, 4, 0, 0, 0]",left
43,226,"[16, 4, 4, 2, 2, 32, 16, 0, 8, 4, 0, 0, 4, 4, 0, 0]",up
44,234,"[16, 4, 4, 2, 2, 32, 16, 2, 8, 8, 0, 0, 4, 0, 0, 0]",up
45,242,"[16, 8, 2, 0, 2, 32, 16, 2, 8, 8, 0, 0, 4, 0, 2, 0]",left
