Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]",down
2,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0]",left
3,4,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0]",left
4,4,"[0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0]",left
5,4,"[0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 4, 2, 2, 0]",down
6,4,"[0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 2, 2, 4]",down
7,8,"[0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 4, 4]",right
8,20,"[4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 8, 4, 2, 0]",left
9,20,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 2, 0, 8, 4, 2]",right
10,24,"[0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 4, 0, 8, 4, 2]",right
11,24,"[4, 0, 0, 0, 2, 0, 2, 0, 4, 0, 0, 0, 8, 4, 2, 0]",left
12,26,"[4, 4, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 8, 4, 4, 0]",down
13,42,"[8, 0, 0, 0, 2, 0, 2, 0, 4, 0, 0, 0, 8, 8, 0, 0]",left
14,62,"[0, 0, 2, 8, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 16]",right
15,62,"[2, 8, 0, 0, 4, 0, 2, 0, 4, 0, 0, 0, 16, 0, 0, 0]",left
16,62,"[2, 8, 0, 0, 4, 2, 0, 0, 4, 0, 2, 0, 16, 0, 0, 0]",left
17,62,"[2, 8, 0, 0, 4, 2, 0, 0, 4, 2, 0, 0, 16, 0, 2, 0]",left
18,62,"[2, 8, 0, 0, 4, 2, 4, 0, 4, 2, 0, 0, 16, 2, 0, 0]",left
19,74,"[2, 8, 4, 0, 8, 4, 4, 0, 16, 2, 0, 0, 0, 0, 0, 0]",up
20,82,"[2, 8, 4, 0, 8, 8, 0, 0, 16, 2, 0, 0, 0, 0, 2, 0]",left
21,98,"[0, 2, 8, 4, 0, 0, 0, 16, 0, 0, 16, 2, 2, 0, 0, 2]",right
22,100,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 8, 16, 2, 2, 16, 4]",down
23,104,"[2, 4, 8, 4, 2, 0, 16, 16, 0, 0, 0, 4, 0, 0, 0, 0]",up
24,136,"[2, 4, 8, 4, 0, 0, 2, 32, 0, 0, 0, 4, 0, 2, 0, 0]",right
25,136,"[2, 4, 8, 4, 0, 2, 2, 32, 0, 0, 0, 4, 0, 0, 0, 2]",right
26,136,"[0, 0, 0, 4, 0, 0, 2, 32, 0, 4, 8, 4, 2, 2, 2, 2]",down
27,136,"[2, 4, 2, 4, 0, 2, 8, 32, 0, 0, 2, 4, 0, 2, 0, 2]",up
28,140,"[2, 4, 2, 4, 0, 2, 8, 32, 0, 0, 2, 4, 0, 2, 0, 4]",right
29,140,"[2, 4, 2, 4, 2, 8, 32, 0, 2, 4, 0, 0, 2, 4, 0, 2]",left
30,156,"[4, 4, 2, 4, 4, 8, 32, 2, 0, 8, 0, 0, 0, 0, 2, 0]",up
31,168,"[0, 0, 0, 2, 0, 0, 2, 0, 0, 4, 32, 4, 8, 16, 2, 2]",down
32,172,"[2, 0, 0, 2, 0, 0, 0, 2, 0, 4, 32, 4, 0, 8, 16, 4]",right
33,176,"[0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 32, 4, 2, 8, 16, 4]",right
