Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",right
2,0,"[2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left
3,0,"[0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]",right
4,4,"[4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left
5,6,"[0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 2, 0]",down
6,12,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 4, 0]",down
7,12,"[8, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
8,12,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 8, 0, 4, 2]",down
9,12,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 8, 0, 4, 2]",down
10,16,"[0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 8, 4, 2]",right
11,20,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 4, 0, 8, 4, 2]",right
12,20,"[4, 0, 2, 0, 0, 0, 0, 0, 2, 4, 0, 0, 8, 4, 2, 0]",left
13,32,"[4, 8, 4, 0, 2, 2, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0]",up
14,32,"[0, 0, 0, 0, 4, 0, 0, 0, 2, 8, 2, 0, 8, 2, 4, 0]",down
15,32,"[0, 0, 0, 0, 2, 0, 0, 4, 0, 2, 8, 2, 0, 8, 2, 4]",right
16,32,"[0, 0, 0, 0, 2, 4, 0, 2, 2, 8, 2, 0, 8, 2, 4, 0]",left
17,32,"[0, 0, 0, 0, 2, 4, 2, 0, 2, 8, 2, 0, 8, 2, 4, 2]",left
18,34,"[0, 0, 0, 0, 2, 4, 2, 0, 4, 8, 2, 0, 8, 2, 4, 2]",down
19,34,"[0, 4, 0, 0, 0, 2, 4, 2, 0, 4, 8, 2, 8, 2, 4, 2]",right
20,36,"[0, 4, 0, 0, 2, 2, 4, 0, 0, 4, 8, 2, 8, 2, 4, 4]",down
21,36,"[2, 4, 0, 0, 0, 2, 4, 0, 2, 4, 8, 2, 8, 2, 4, 4]",down
22,44,"[2, 4, 0, 0, 2, 4, 0, 2, 2, 4, 8, 2, 8, 2, 8, 0]",left
23,72,"[4, 8, 16, 2, 2, 4, 0, 2, 8, 2, 0, 0, 0, 0, 0, 2]",up
24,72,"[4, 8, 16, 2, 2, 4, 2, 0, 8, 2, 0, 2, 2, 0, 0, 0]",left
25,74,"[4, 2, 0, 0, 2, 8, 0, 0, 8, 4, 16, 0, 2, 2, 2, 4]",down
26,74,"[4, 2, 16, 4, 2, 8, 2, 2, 8, 4, 0, 0, 2, 2, 0, 0]",up
27,82,"[4, 2, 16, 4, 0, 2, 8, 4, 0, 0, 8, 4, 0, 2, 0, 4]",right
28,82,"[4, 2, 16, 4, 2, 8, 4, 0, 8, 4, 0, 0, 2, 4, 2, 0]",left
29,90,"[4, 2, 16, 4, 2, 8, 4, 0, 8, 8, 2, 0, 2, 0, 0, 2]",up
30,110,"[4, 2, 16, 4, 2, 8, 4, 0, 16, 2, 0, 0, 4, 2, 0, 0]",left
31,110,"[4, 2, 16, 4, 2, 2, 8, 4, 0, 0, 16, 2, 0, 0, 4, 2]",right
32,114,"[4, 2, 16, 4, 4, 8, 4, 0, 16, 2, 0, 0, 4, 2, 2, 0]",left
33,120,"[0, 0, 0, 2, 8, 2, 16, 0, 16, 8, 4, 0, 4, 4, 2, 4]",down
34,128,"[0, 2, 0, 2, 0, 8, 2, 16, 0, 16, 8, 4, 0, 8, 2, 4]",right
35,132,"[2, 0, 0, 4, 0, 8, 2, 16, 0, 16, 8, 4, 0, 8, 2, 4]",right
36,132,"[0, 2, 2, 4, 0, 8, 2, 16, 0, 16, 8, 4, 0, 8, 2, 4]",right
37,136,"[4, 4, 0, 2, 8, 2, 16, 0, 16, 8, 4, 0, 8, 2, 4, 0]",left
38,140,"[4, 4, 0, 0, 8, 2, 0, 0, 16, 8, 16, 4, 8, 2, 8, 2]",down
39,148,"[0, 0, 0, 8, 2, 0, 8, 2, 16, 8, 16, 4, 8, 2, 8, 2]",right
40,148,"[2, 0, 0, 8, 0, 2, 8, 2, 16, 8, 16, 4, 8, 2, 8, 2]",right
41,148,"[0, 2, 0, 8, 2, 2, 8, 2, 16, 8, 16, 4, 8, 2, 8, 2]",down
42,152,"[2, 4, 8, 8, 16, 8, 16, 2, 8, 2, 8, 4, 0, 2, 0, 2]",up
43,172,"[4, 2, 4, 16, 16, 8, 16, 2, 8, 2, 8, 4, 0, 0, 0, 4]",right
44,180,"[4, 2, 4, 16, 16, 8, 16, 2, 8, 2, 8, 8, 2, 0, 0, 0]",up
45,196,"[4, 2, 4, 16, 16, 8, 16, 2, 8, 2, 16, 0, 2, 2, 0, 0]",left
46,200,"[4, 2, 4, 16, 16, 8, 16, 2, 8, 2, 16, 2, 4, 0, 0, 0]",left
47,200,"[4, 2, 4, 16, 16, 8, 16, 2, 8, 2, 16, 2, 0, 0, 2, 4]",right
48,236,"[4, 2, 4, 16, 16, 8, 32, 4, 8, 2, 2, 4, 0, 2, 0, 0]",up
49,242,"[0, 0, 2, 0, 4, 2, 4, 0, 16, 8, 32, 16, 8, 4, 2, 8]",down
50,242,"[0, 0, 0, 2, 2, 4, 2, 4, 16, 8, 32, 16, 8, 4, 2, 8]",right
51,242,"[2, 4, 2, 2, 16, 8, 32, 4, 8, 4, 2, 16, 0, 2, 0, 8]",up
52,246,"[2, 4, 4, 0, 16, 8, 32, 4, 8, 4, 2, 16, 2, 8, 0, 2]",left
53,246,"[2, 4, 4, 4, 16, 8, 32, 16, 8, 4, 2, 2, 2, 8, 2, 0]",up
54,250,"[2, 4, 4, 4, 16, 8, 32, 16, 8, 4, 4, 2, 2, 8, 0, 2]",up
55,252,"[2, 4, 0, 2, 16, 8, 4, 4, 8, 4, 32, 16, 2, 8, 4, 4]",down
56,268,"[0, 2, 4, 2, 0, 16, 8, 8, 8, 4, 32, 16, 2, 2, 8, 8]",right
57,268,"[8, 2, 4, 2, 2, 16, 8, 8, 0, 4, 32, 16, 2, 2, 8, 8]",up
58,272,"[8, 2, 4, 2, 4, 16, 8, 8, 2, 4, 32, 16, 0, 2, 8, 8]",up
59,304,"[8, 2, 4, 2, 4, 16, 16, 0, 2, 4, 32, 16, 2, 16, 2, 0]",left
60,336,"[8, 2, 4, 2, 0, 0, 4, 32, 2, 4, 32, 16, 4, 2, 16, 2]",right
61,340,"[0, 0, 4, 2, 8, 2, 8, 32, 2, 4, 32, 16, 4, 2, 16, 2]",down
62,340,"[4, 2, 4, 0, 8, 2, 8, 32, 2, 4, 32, 16, 4, 2, 16, 2]",left
63,340,"[2, 4, 2, 4, 8, 2, 8, 32, 2, 4, 32, 16, 4, 2, 16, 2]",right
