Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",right
2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2]",down
3,4,"[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 4, 0, 0, 0]",left
4,4,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 4, 0, 0, 0]",left
5,8,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 4]",right
6,12,"[0, 0, 2, 0, 4, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0]",left
7,20,"[8, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up
8,20,"[0, 0, 8, 2, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0]",right
9,20,"[8, 2, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0]",left
10,24,"[0, 0, 8, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 0, 0, 4]",right
11,24,"[8, 2, 0, 0, 2, 4, 0, 0, 2, 0, 0, 0, 4, 0, 0, 2]",left
12,24,"[8, 2, 0, 0, 2, 4, 0, 0, 2, 0, 0, 0, 4, 2, 0, 2]",left
13,28,"[8, 2, 0, 0, 2, 4, 0, 0, 2, 0, 2, 0, 4, 4, 0, 0]",left
14,30,"[0, 0, 0, 0, 8, 2, 0, 0, 4, 4, 0, 2, 4, 4, 2, 0]",down
15,34,"[0, 0, 0, 0, 0, 2, 2, 0, 8, 4, 0, 0, 8, 4, 2, 2]",down
16,62,"[16, 2, 4, 2, 0, 8, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
17,66,"[16, 2, 4, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]",up
18,66,"[0, 2, 0, 0, 0, 2, 0, 0, 0, 8, 0, 0, 16, 4, 4, 4]",down
19,74,"[0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 8, 0, 16, 4, 8]",right
20,78,"[4, 0, 0, 0, 2, 0, 0, 0, 8, 0, 0, 0, 16, 4, 8, 2]",left
21,78,"[0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2, 8, 16, 4, 8, 2]",right
22,78,"[16, 4, 2, 4, 0, 0, 8, 2, 0, 0, 0, 8, 2, 0, 0, 2]",up
