Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]",up
2,0,"[0, 0, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
3,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 2]",down
4,0,"[0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4, 2]",right
5,0,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4, 2, 2]",left
6,2,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 4, 4, 2, 2]",down
7,14,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 8, 4, 0, 0]",left
8,18,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 4, 0, 0, 8, 4]",right
9,26,"[0, 2, 8, 2, 0, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0, 0]",up
10,26,"[0, 2, 8, 2, 0, 0, 2, 8, 0, 0, 0, 2, 0, 0, 0, 0]",right
11,26,"[2, 8, 2, 0, 2, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4]",left
12,46,"[4, 16, 2, 4, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
13,50,"[4, 16, 2, 4, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up
14,62,"[8, 16, 4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
15,70,"[0, 8, 16, 8, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",right
16,74,"[0, 8, 16, 8, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0]",right
17,74,"[2, 8, 16, 8, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2]",right
18,74,"[2, 8, 16, 8, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0]",up
19,76,"[0, 0, 0, 0, 0, 0, 2, 8, 0, 0, 0, 4, 4, 8, 16, 2]",down
20,76,"[2, 0, 0, 0, 2, 8, 0, 0, 4, 0, 0, 0, 4, 8, 16, 2]",left
21,90,"[0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 8, 16, 16, 2]",down
22,122,"[2, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 8, 32, 2, 0]",left
23,122,"[2, 2, 2, 0, 4, 32, 0, 0, 8, 0, 2, 0, 0, 0, 0, 0]",up
24,126,"[2, 2, 4, 2, 4, 32, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0]",up
25,126,"[0, 2, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0, 8, 32, 4, 2]",down
26,130,"[2, 4, 4, 2, 4, 32, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2]",up
27,134,"[2, 4, 4, 4, 4, 32, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0]",up
28,142,"[2, 8, 4, 0, 4, 32, 0, 0, 8, 2, 0, 0, 2, 0, 0, 0]",left
29,142,"[0, 2, 8, 4, 0, 0, 4, 32, 0, 0, 8, 2, 0, 0, 2, 2]",right
30,146,"[2, 8, 4, 0, 4, 32, 0, 0, 8, 2, 0, 0, 4, 2, 0, 0]",left
31,146,"[0, 2, 8, 4, 2, 0, 4, 32, 0, 0, 8, 2, 0, 0, 4, 2]",right
32,150,"[2, 2, 8, 4, 0, 0, 4, 32, 0, 0, 8, 4, 0, 0, 4, 2]",up
33,154,"[4, 8, 4, 0, 4, 32, 0, 0, 8, 4, 0, 0, 4, 2, 0, 2]",left
34,158,"[0, 4, 8, 4, 2, 0, 4, 32, 0, 0, 8, 4, 0, 0, 4, 4]",right
35,166,"[0, 4, 8, 4, 0, 2, 4, 32, 2, 0, 8, 4, 0, 0, 0, 8]",right
36,166,"[0, 2, 0, 4, 0, 0, 8, 32, 0, 4, 4, 4, 2, 2, 8, 8]",down
37,190,"[2, 4, 0, 0, 8, 32, 0, 2, 8, 4, 0, 0, 2, 2, 16, 0]",left
38,194,"[0, 0, 2, 4, 0, 8, 32, 2, 0, 2, 8, 4, 0, 0, 4, 16]",right
39,194,"[2, 8, 2, 4, 0, 2, 32, 2, 0, 0, 8, 4, 0, 0, 4, 16]",up
40,194,"[2, 8, 2, 4, 2, 32, 2, 2, 8, 4, 0, 0, 4, 16, 0, 0]",left
41,198,"[2, 8, 2, 4, 2, 32, 4, 0, 8, 4, 0, 0, 4, 16, 2, 0]",left
42,200,"[0, 8, 0, 0, 4, 32, 2, 0, 8, 4, 4, 2, 4, 16, 2, 4]",down
43,208,"[8, 2, 0, 0, 4, 32, 2, 0, 8, 8, 2, 0, 4, 16, 2, 4]",left
44,224,"[8, 2, 2, 0, 4, 32, 2, 0, 16, 2, 0, 0, 4, 16, 2, 4]",left
45,228,"[0, 4, 8, 4, 0, 4, 32, 2, 0, 0, 16, 2, 4, 16, 2, 4]",right
46,228,"[4, 8, 4, 2, 4, 32, 2, 0, 16, 2, 0, 0, 4, 16, 2, 4]",left
47,234,"[0, 8, 2, 0, 8, 32, 0, 0, 16, 2, 4, 2, 4, 16, 4, 4]",down
48,242,"[2, 0, 8, 2, 0, 0, 8, 32, 16, 2, 4, 2, 0, 4, 16, 8]",right
49,242,"[2, 8, 2, 0, 8, 32, 0, 0, 16, 2, 4, 2, 4, 16, 8, 4]",left
50,242,"[2, 8, 0, 2, 8, 32, 2, 0, 16, 2, 4, 2, 4, 16, 8, 4]",down
51,242,"[0, 2, 8, 2, 2, 8, 32, 2, 16, 2, 4, 2, 4, 16, 8, 4]",right
52,242,"[2, 8, 2, 2, 2, 8, 32, 2, 16, 2, 4, 2, 4, 16, 8, 4]",left
53,266,"[4, 16, 2, 4, 16, 2, 32, 2, 4, 16, 4, 4, 0, 0, 8, 2]",up
54,274,"[4, 16, 2, 4, 16, 2, 32, 2, 4, 16, 8, 0, 8, 2, 2, 0]",left
55,274,"[4, 16, 2, 0, 16, 2, 32, 2, 4, 16, 8, 4, 8, 2, 2, 2]",down
56,278,"[4, 16, 2, 2, 16, 2, 32, 2, 4, 16, 8, 4, 8, 4, 2, 0]",left
57,282,"[2, 4, 16, 4, 16, 2, 32, 2, 4, 16, 8, 4, 0, 8, 4, 2]",right
58,282,"[2, 4, 16, 4, 16, 2, 32, 2, 4, 16, 8, 4, 8, 4, 2, 2]",left
59,286,"[2, 4, 16, 4, 16, 2, 32, 2, 4, 16, 8, 4, 2, 8, 4, 4]",right
60,294,"[2, 4, 16, 4, 16, 2, 32, 2, 4, 16, 8, 4, 2, 2, 8, 8]",right
61,314,"[2, 4, 16, 4, 16, 2, 32, 2, 4, 16, 8, 4, 4, 16, 0, 2]",left
62,314,"[2, 4, 16, 4, 16, 2, 32, 2, 4, 16, 8, 4, 4, 16, 2, 2]",left
63,318,"[2, 4, 16, 4, 16, 2, 32, 2, 4, 16, 8, 4, 4, 16, 4, 2]",left
64,358,"[2, 4, 16, 4, 16, 2, 32, 2, 8, 32, 8, 4, 0, 4, 4, 2]",up
65,366,"[2, 4, 16, 4, 16, 2, 32, 2, 8, 32, 8, 4, 8, 2, 0, 2]",left
66,382,"[2, 4, 16, 4, 16, 2, 32, 2, 16, 32, 8, 4, 2, 2, 0, 2]",up
67,386,"[2, 4, 16, 4, 16, 2, 32, 2, 16, 32, 8, 4, 0, 2, 2, 4]",right
68,390,"[2, 4, 16, 4, 16, 2, 32, 2, 16, 32, 8, 4, 4, 4, 2, 0]",left
69,406,"[2, 4, 16, 0, 2, 2, 32, 4, 32, 32, 8, 2, 4, 4, 2, 4]",down
70,482,"[0, 2, 4, 16, 0, 4, 32, 4, 2, 64, 8, 2, 0, 8, 2, 4]",right
71,482,"[2, 2, 4, 16, 2, 4, 32, 4, 0, 64, 8, 2, 0, 8, 2, 4]",up
72,486,"[0, 4, 4, 16, 2, 4, 32, 4, 0, 64, 8, 2, 2, 8, 2, 4]",right
73,494,"[0, 2, 8, 16, 2, 4, 32, 4, 0, 64, 8, 2, 2, 8, 2, 4]",right
74,498,"[4, 2, 8, 16, 0, 4, 32, 4, 0, 64, 8, 2, 2, 8, 2, 4]",up
75,498,"[4, 2, 8, 16, 2, 4, 32, 4, 2, 64, 8, 2, 0, 8, 2, 4]",up
76,500,"[0, 2, 8, 16, 2, 4, 32, 4, 4, 64, 8, 2, 4, 8, 2, 4]",down
77,508,"[2, 2, 8, 16, 8, 4, 32, 4, 0, 64, 8, 2, 2, 8, 2, 4]",up
78,512,"[0, 4, 8, 16, 8, 4, 32, 4, 2, 64, 8, 2, 2, 8, 2, 4]",right
79,518,"[0, 2, 8, 16, 0, 8, 32, 4, 8, 64, 8, 2, 4, 8, 2, 4]",down
80,518,"[8, 2, 8, 16, 4, 8, 32, 4, 0, 64, 8, 2, 2, 8, 2, 4]",up
81,518,"[8, 2, 8, 16, 4, 8, 32, 4, 64, 8, 2, 2, 2, 8, 2, 4]",left
82,522,"[8, 2, 8, 16, 4, 8, 32, 4, 64, 8, 4, 2, 2, 8, 2, 4]",left
83,530,"[8, 2, 8, 16, 4, 2, 32, 4, 64, 8, 4, 2, 2, 16, 2, 4]",down
84,532,"[8, 2, 8, 16, 4, 4, 32, 4, 64, 8, 4, 2, 2, 16, 2, 4]",down
85,540,"[8, 2, 8, 16, 2, 8, 32, 4, 64, 8, 4, 2, 2, 16, 2, 4]",right
86,548,"[8, 2, 8, 16, 2, 2, 32, 4, 64, 16, 4, 2, 2, 16, 2, 4]",down
87,552,"[8, 2, 8, 16, 4, 32, 4, 4, 64, 16, 4, 2, 2, 16, 2, 4]",left
88,560,"[8, 2, 8, 16, 4, 32, 8, 2, 64, 16, 4, 2, 2, 16, 2, 4]",left
89,586,"[8, 0, 2, 0, 4, 2, 16, 16, 64, 32, 4, 4, 2, 32, 2, 4]",down
