Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0]",down
2,0,"[0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 2]",right
3,0,"[0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0]",left
4,4,"[0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 4, 0, 0, 0, 2]",right
5,4,"[0, 0, 0, 0, 4, 2, 0, 0, 2, 4, 0, 0, 2, 0, 0, 0]",left
6,4,"[0, 0, 0, 0, 0, 0, 4, 2, 2, 0, 2, 4, 0, 0, 0, 2]",right
7,4,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 4, 4, 2, 0, 2, 2]",down
8,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 4, 4, 4, 0, 2, 2]",down
9,6,"[4, 0, 2, 2, 0, 0, 4, 4, 2, 0, 2, 2, 0, 0, 0, 0]",up
10,6,"[0, 0, 0, 0, 0, 2, 2, 2, 4, 0, 4, 4, 2, 0, 2, 2]",down
11,22,"[0, 0, 0, 2, 0, 0, 2, 4, 0, 0, 4, 8, 0, 0, 2, 4]",right
12,22,"[2, 0, 0, 0, 2, 4, 0, 2, 4, 8, 0, 0, 2, 4, 0, 0]",left
13,22,"[2, 0, 0, 0, 2, 4, 2, 2, 4, 8, 0, 0, 2, 4, 0, 0]",left
14,26,"[0, 0, 0, 2, 0, 2, 4, 4, 0, 0, 4, 8, 2, 0, 2, 4]",right
15,34,"[2, 0, 2, 0, 2, 8, 0, 0, 4, 8, 0, 0, 2, 2, 4, 0]",left
16,42,"[0, 0, 0, 4, 0, 0, 2, 8, 0, 0, 4, 8, 0, 2, 4, 4]",right
17,54,"[0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 2, 16, 0, 2, 8, 4]",down
18,58,"[0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 4, 16, 0, 2, 8, 4]",right
19,58,"[2, 0, 0, 0, 0, 0, 2, 4, 0, 0, 4, 16, 0, 2, 8, 4]",right
