Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]",up
2,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0]",down
3,0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 2]",down
4,0,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 4, 2]",right
5,4,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 4, 2]",right
6,12,"[0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 8, 0, 0, 4, 2]",right
7,12,"[2, 0, 0, 0, 4, 0, 0, 0, 8, 0, 2, 0, 4, 2, 0, 0]",left
8,12,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 8, 2, 2, 0, 4, 2]",right
9,12,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 4, 8, 2, 0, 2, 4, 2]",right
10,12,"[2, 0, 4, 0, 4, 0, 0, 0, 4, 8, 2, 0, 2, 4, 2, 0]",left
11,12,"[0, 0, 2, 4, 0, 2, 0, 4, 0, 4, 8, 2, 0, 2, 4, 2]",right
12,12,"[2, 4, 0, 2, 2, 4, 0, 0, 4, 8, 2, 0, 2, 4, 2, 0]",left
13,12,"[2, 4, 2, 0, 2, 4, 0, 0, 4, 8, 2, 2, 2, 4, 2, 0]",left
14,16,"[2, 4, 2, 0, 2, 4, 0, 0, 4, 8, 4, 0, 2, 4, 2, 2]",left
15,20,"[2, 4, 2, 0, 2, 4, 2, 0, 4, 8, 4, 0, 2, 4, 4, 0]",left
16,44,"[4, 8, 4, 2, 4, 8, 8, 0, 2, 4, 0, 0, 0, 0, 0, 0]",up
17,68,"[8, 16, 4, 2, 2, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
18,68,"[8, 16, 4, 2, 2, 4, 8, 0, 0, 0, 0, 0, 2, 0, 0, 2]",left
19,72,"[0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 4, 2, 4, 4, 8, 4]",down
