Move,Score,Matrix,Previous_Move
1,0,"[2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
2,0,"[0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",right
3,0,"[0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",right
4,4,"[0, 0, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0]",up
5,12,"[8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0]",left
6,12,"[8, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0]",left
7,14,"[2, 0, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0, 4, 0, 2, 0]",down
8,14,"[2, 0, 2, 0, 8, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0]",up
9,14,"[2, 2, 2, 0, 8, 0, 0, 0, 2, 0, 2, 0, 4, 0, 0, 0]",up
10,22,"[4, 2, 0, 0, 8, 0, 0, 0, 4, 0, 2, 0, 4, 0, 0, 0]",left
11,30,"[4, 2, 2, 0, 8, 0, 0, 0, 8, 0, 2, 0, 0, 0, 0, 0]",up
12,34,"[0, 0, 4, 4, 0, 0, 2, 8, 0, 0, 8, 2, 0, 0, 0, 0]",right
13,34,"[0, 0, 0, 0, 2, 0, 4, 4, 0, 0, 2, 8, 0, 0, 8, 2]",down
14,34,"[0, 0, 4, 0, 0, 0, 4, 4, 0, 0, 2, 8, 2, 0, 8, 2]",down
15,42,"[0, 0, 0, 4, 0, 0, 0, 8, 0, 2, 2, 8, 0, 2, 8, 2]",right
16,46,"[4, 0, 0, 4, 8, 0, 0, 0, 4, 8, 0, 0, 2, 8, 2, 0]",left
17,54,"[2, 0, 0, 8, 0, 0, 0, 8, 0, 0, 4, 8, 0, 2, 8, 2]",right
18,62,"[0, 0, 0, 0, 2, 0, 0, 8, 0, 0, 4, 16, 2, 2, 8, 2]",down
19,66,"[0, 0, 0, 2, 0, 0, 2, 8, 0, 0, 4, 16, 0, 4, 8, 2]",right
20,66,"[0, 4, 2, 2, 2, 0, 4, 8, 0, 0, 8, 16, 0, 0, 0, 2]",up
21,66,"[2, 4, 2, 2, 0, 0, 4, 8, 0, 0, 8, 16, 2, 0, 0, 2]",up
22,70,"[4, 4, 2, 2, 0, 0, 4, 8, 0, 0, 8, 16, 0, 0, 2, 2]",up
23,70,"[0, 2, 2, 2, 0, 0, 4, 8, 0, 0, 8, 16, 4, 4, 2, 2]",down
24,78,"[4, 2, 0, 0, 4, 8, 0, 0, 8, 16, 0, 0, 4, 4, 4, 2]",left
25,82,"[0, 2, 2, 0, 8, 8, 0, 0, 8, 16, 0, 0, 4, 4, 4, 2]",down
26,94,"[4, 0, 0, 0, 8, 8, 0, 0, 8, 16, 0, 2, 8, 4, 2, 0]",left
27,110,"[4, 0, 0, 0, 16, 0, 0, 0, 8, 16, 2, 2, 8, 4, 2, 0]",left
28,114,"[0, 0, 0, 4, 2, 0, 0, 16, 0, 8, 16, 4, 0, 8, 4, 2]",right
29,114,"[0, 2, 0, 4, 0, 0, 2, 16, 0, 8, 16, 4, 0, 8, 4, 2]",right
30,130,"[0, 2, 2, 4, 0, 16, 16, 16, 2, 0, 4, 4, 0, 0, 0, 2]",up
31,174,"[0, 0, 4, 4, 0, 0, 16, 32, 0, 2, 2, 8, 0, 0, 0, 2]",right
32,186,"[2, 0, 0, 8, 0, 0, 16, 32, 0, 0, 4, 8, 0, 0, 0, 2]",right
33,186,"[2, 0, 2, 8, 0, 0, 16, 32, 0, 0, 4, 8, 0, 0, 0, 2]",right
34,190,"[4, 8, 0, 0, 16, 32, 0, 2, 4, 8, 0, 0, 2, 0, 0, 0]",left
35,190,"[4, 0, 0, 0, 16, 8, 0, 0, 4, 32, 0, 0, 2, 8, 2, 2]",down
36,194,"[0, 0, 0, 4, 2, 0, 16, 8, 0, 0, 4, 32, 0, 2, 8, 4]",right
37,194,"[0, 0, 0, 4, 0, 0, 16, 8, 0, 2, 4, 32, 2, 2, 8, 4]",down
38,198,"[0, 0, 0, 4, 0, 0, 16, 8, 2, 2, 4, 32, 0, 4, 8, 4]",right
39,198,"[2, 2, 16, 4, 2, 4, 4, 8, 0, 0, 8, 32, 0, 0, 0, 4]",up
40,202,"[4, 2, 16, 4, 0, 4, 4, 8, 0, 0, 8, 32, 2, 0, 0, 4]",up
41,202,"[4, 2, 16, 4, 2, 4, 4, 8, 0, 0, 8, 32, 0, 0, 2, 4]",up
42,202,"[0, 0, 16, 4, 4, 0, 4, 8, 4, 2, 8, 32, 2, 4, 2, 4]",down
43,206,"[0, 0, 16, 4, 2, 0, 4, 8, 8, 2, 8, 32, 2, 4, 2, 4]",down
44,206,"[16, 4, 0, 0, 2, 4, 8, 2, 8, 2, 8, 32, 2, 4, 2, 4]",left
45,218,"[16, 4, 0, 0, 2, 8, 0, 2, 8, 2, 16, 32, 2, 4, 2, 4]",down
46,218,"[0, 2, 16, 4, 0, 2, 8, 2, 8, 2, 16, 32, 2, 4, 2, 4]",right
47,218,"[2, 16, 4, 2, 2, 8, 2, 0, 8, 2, 16, 32, 2, 4, 2, 4]",left
48,218,"[2, 16, 4, 2, 2, 2, 8, 2, 8, 2, 16, 32, 2, 4, 2, 4]",right
49,222,"[2, 16, 4, 2, 4, 4, 8, 2, 8, 2, 16, 32, 2, 4, 2, 4]",right
50,230,"[2, 16, 4, 2, 8, 8, 2, 2, 8, 2, 16, 32, 2, 4, 2, 4]",left
51,250,"[2, 16, 4, 2, 0, 4, 16, 4, 8, 2, 16, 32, 2, 4, 2, 4]",right
52,282,"[2, 16, 4, 2, 8, 4, 32, 4, 2, 2, 2, 32, 0, 4, 2, 4]",up
53,286,"[2, 16, 4, 2, 8, 4, 32, 4, 0, 2, 4, 32, 2, 4, 2, 4]",right
54,286,"[2, 16, 4, 2, 8, 4, 32, 4, 2, 2, 4, 32, 2, 4, 2, 4]",up
55,288,"[2, 16, 4, 2, 2, 4, 32, 4, 8, 2, 4, 32, 4, 4, 2, 4]",down
56,290,"[2, 16, 4, 2, 4, 4, 32, 4, 8, 2, 4, 32, 4, 4, 2, 4]",down
57,306,"[2, 16, 4, 2, 0, 8, 32, 4, 8, 2, 4, 32, 2, 8, 2, 4]",right
58,306,"[2, 16, 4, 2, 8, 8, 32, 4, 2, 2, 4, 32, 2, 8, 2, 4]",up
59,326,"[2, 16, 4, 2, 0, 16, 32, 4, 2, 4, 4, 32, 2, 8, 2, 4]",right
60,334,"[2, 16, 4, 2, 0, 16, 32, 4, 2, 2, 8, 32, 2, 8, 2, 4]",right
61,338,"[2, 16, 4, 2, 16, 32, 4, 4, 4, 8, 32, 0, 2, 8, 2, 4]",left
62,346,"[2, 16, 4, 2, 16, 32, 8, 2, 4, 8, 32, 0, 2, 8, 2, 4]",left
63,356,"[2, 0, 4, 0, 16, 16, 8, 2, 4, 32, 32, 4, 2, 16, 2, 4]",down
64,452,"[2, 4, 0, 2, 32, 8, 2, 0, 4, 64, 4, 0, 2, 16, 2, 4]",left
65,452,"[2, 4, 2, 2, 32, 8, 4, 4, 4, 64, 2, 0, 2, 16, 4, 0]",up
66,464,"[2, 2, 4, 4, 0, 32, 8, 8, 0, 4, 64, 2, 0, 2, 16, 4]",right
67,464,"[2, 2, 4, 4, 0, 32, 8, 8, 0, 4, 64, 2, 2, 2, 16, 4]",down
68,496,"[0, 0, 4, 8, 0, 0, 32, 16, 2, 4, 64, 2, 0, 4, 16, 4]",right
69,500,"[0, 0, 4, 8, 0, 0, 32, 16, 2, 0, 64, 2, 2, 8, 16, 4]",down
70,500,"[4, 8, 0, 2, 32, 16, 0, 0, 2, 64, 2, 0, 2, 8, 16, 4]",left
71,502,"[2, 8, 0, 0, 4, 16, 0, 0, 32, 64, 2, 2, 4, 8, 16, 4]",down
72,506,"[2, 8, 0, 0, 4, 16, 2, 0, 32, 64, 4, 0, 4, 8, 16, 4]",left
73,506,"[0, 2, 2, 8, 0, 4, 16, 2, 0, 32, 64, 4, 4, 8, 16, 4]",right
74,514,"[4, 2, 2, 8, 0, 4, 16, 2, 2, 32, 64, 8, 0, 8, 16, 0]",up
75,518,"[2, 4, 4, 8, 0, 4, 16, 2, 2, 32, 64, 8, 0, 0, 8, 16]",right
76,526,"[4, 2, 8, 8, 0, 4, 16, 2, 2, 32, 64, 8, 0, 0, 8, 16]",right
77,542,"[4, 2, 16, 0, 4, 16, 2, 0, 2, 32, 64, 8, 8, 16, 0, 2]",left
78,542,"[0, 4, 2, 16, 2, 4, 16, 2, 2, 32, 64, 8, 0, 8, 16, 2]",right
79,548,"[2, 0, 2, 16, 0, 8, 16, 2, 0, 32, 64, 8, 4, 8, 16, 2]",down
80,548,"[0, 0, 2, 16, 2, 8, 16, 2, 2, 32, 64, 8, 4, 8, 16, 2]",down
81,548,"[2, 16, 0, 2, 2, 8, 16, 2, 2, 32, 64, 8, 4, 8, 16, 2]",left
82,556,"[4, 16, 16, 4, 2, 8, 64, 8, 4, 32, 16, 2, 0, 8, 2, 0]",up
83,588,"[0, 4, 32, 4, 2, 8, 64, 8, 4, 32, 16, 2, 2, 0, 8, 2]",right
84,588,"[4, 32, 4, 2, 2, 8, 64, 8, 4, 32, 16, 2, 2, 8, 2, 0]",left
85,588,"[4, 32, 4, 2, 2, 8, 64, 8, 4, 32, 16, 2, 2, 2, 8, 2]",right
86,592,"[4, 32, 4, 2, 2, 8, 64, 8, 4, 32, 16, 2, 2, 4, 8, 2]",right
87,596,"[4, 32, 4, 2, 2, 8, 64, 8, 4, 32, 16, 4, 2, 4, 8, 2]",up
