Move,Score,Matrix,Previous_Move
1,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",left
2,0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 2]",down
3,2,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 4]",down
4,10,"[0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 8]",right
5,10,"[0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 8, 0, 0, 0, 2]",up
6,10,"[4, 0, 0, 0, 2, 2, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0]",left
7,14,"[4, 0, 2, 0, 4, 0, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0]",left
8,22,"[8, 0, 2, 0, 8, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",up
9,42,"[16, 0, 4, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up
10,42,"[0, 0, 2, 0, 0, 0, 0, 0, 16, 0, 0, 0, 2, 2, 4, 0]",down
11,46,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 16, 0, 0, 4, 4]",right
12,54,"[0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0, 16, 0, 0, 0, 8]",right
13,58,"[2, 0, 0, 0, 4, 0, 0, 0, 16, 2, 0, 0, 8, 0, 0, 0]",left
14,58,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 16, 2, 2, 0, 0, 8]",right
15,58,"[2, 0, 0, 0, 4, 0, 0, 0, 16, 2, 0, 0, 2, 8, 2, 0]",left
16,58,"[2, 2, 2, 0, 4, 8, 0, 0, 16, 0, 2, 0, 2, 0, 0, 0]",up
17,62,"[2, 2, 4, 0, 4, 8, 0, 4, 16, 0, 0, 0, 2, 0, 0, 0]",up
18,62,"[2, 0, 0, 0, 4, 0, 0, 2, 16, 2, 0, 0, 2, 8, 4, 4]",down
19,70,"[0, 0, 0, 2, 0, 0, 4, 2, 2, 0, 16, 2, 0, 2, 8, 8]",right
20,74,"[2, 2, 4, 4, 4, 0, 16, 2, 0, 0, 8, 8, 0, 0, 0, 0]",up
21,102,"[0, 0, 4, 8, 2, 4, 16, 2, 0, 0, 0, 16, 0, 0, 0, 0]",right
22,102,"[2, 4, 4, 8, 0, 0, 16, 2, 0, 2, 0, 16, 0, 0, 0, 0]",up
