Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up
2,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]",right
3,4,"[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]",right
4,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 4]",down
5,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 2, 4]",right
6,12,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 4, 4]",right
7,20,"[0, 2, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 0]",left
8,20,"[2, 0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 0]",left
9,24,"[0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 8]",right
10,24,"[0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 2, 8]",down
11,28,"[4, 0, 0, 0, 4, 2, 0, 0, 4, 0, 0, 0, 2, 8, 0, 0]",left
12,36,"[8, 2, 0, 0, 4, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",up
13,36,"[8, 2, 0, 2, 4, 8, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",up
14,38,"[0, 0, 2, 0, 8, 0, 0, 0, 4, 2, 0, 0, 2, 8, 0, 4]",down
15,38,"[0, 0, 0, 0, 8, 2, 0, 0, 4, 2, 0, 0, 2, 8, 2, 4]",down
16,42,"[8, 4, 2, 4, 4, 8, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",up
17,42,"[0, 0, 0, 0, 8, 4, 0, 0, 4, 4, 0, 4, 2, 8, 2, 2]",down
18,46,"[0, 2, 0, 0, 8, 0, 0, 0, 4, 8, 0, 4, 2, 8, 2, 2]",down
19,50,"[0, 0, 2, 2, 0, 0, 0, 8, 0, 4, 8, 4, 0, 2, 8, 4]",right
20,58,"[0, 0, 0, 2, 0, 0, 2, 8, 0, 4, 2, 4, 0, 2, 16, 4]",down
21,58,"[2, 0, 0, 0, 2, 8, 0, 0, 4, 2, 4, 0, 2, 16, 4, 2]",left
22,70,"[4, 8, 8, 2, 4, 2, 0, 0, 2, 16, 0, 0, 0, 0, 2, 0]",up
23,78,"[8, 8, 8, 2, 2, 2, 2, 4, 0, 16, 0, 0, 0, 0, 0, 0]",up
24,78,"[0, 0, 0, 0, 0, 8, 2, 0, 8, 2, 8, 2, 2, 16, 2, 4]",down
25,78,"[0, 0, 0, 4, 0, 0, 8, 2, 8, 2, 8, 2, 2, 16, 2, 4]",right
26,98,"[8, 2, 16, 4, 2, 16, 2, 4, 0, 2, 0, 4, 0, 0, 0, 0]",up
27,98,"[8, 2, 16, 4, 2, 16, 2, 4, 0, 0, 2, 4, 0, 4, 0, 0]",right
28,98,"[8, 2, 16, 4, 2, 16, 2, 4, 0, 0, 2, 4, 0, 0, 2, 4]",right
29,98,"[8, 2, 16, 4, 2, 16, 2, 4, 2, 4, 0, 2, 2, 4, 0, 0]",left
30,110,"[8, 2, 16, 4, 4, 16, 2, 4, 2, 8, 0, 2, 0, 0, 0, 2]",up
31,116,"[0, 0, 0, 0, 8, 2, 2, 0, 4, 16, 16, 8, 2, 8, 2, 4]",down
32,116,"[8, 2, 2, 8, 4, 16, 16, 4, 2, 8, 2, 2, 0, 0, 0, 0]",up
33,116,"[0, 0, 2, 0, 8, 2, 2, 8, 4, 16, 16, 4, 2, 8, 2, 2]",down
34,156,"[2, 2, 0, 0, 8, 4, 8, 0, 4, 32, 4, 0, 2, 8, 4, 0]",left
35,160,"[4, 0, 0, 0, 8, 4, 8, 0, 4, 32, 4, 0, 2, 8, 4, 2]",left
36,168,"[4, 4, 8, 2, 8, 32, 8, 4, 4, 8, 0, 0, 2, 0, 0, 0]",up
37,176,"[4, 0, 0, 0, 8, 4, 0, 2, 4, 32, 0, 2, 2, 8, 16, 4]",down
38,176,"[4, 0, 0, 0, 8, 4, 2, 4, 4, 32, 2, 0, 2, 8, 16, 4]",left
39,176,"[0, 0, 0, 4, 8, 4, 2, 4, 2, 4, 32, 2, 2, 8, 16, 4]",right
40,176,"[4, 4, 0, 0, 8, 4, 2, 4, 2, 4, 32, 2, 2, 8, 16, 4]",left
41,184,"[2, 0, 0, 8, 8, 4, 2, 4, 2, 4, 32, 2, 2, 8, 16, 4]",right
42,184,"[2, 8, 0, 2, 8, 4, 2, 4, 2, 4, 32, 2, 2, 8, 16, 4]",left
43,190,"[2, 0, 0, 2, 2, 8, 2, 4, 8, 8, 32, 2, 4, 8, 16, 4]",down
44,210,"[4, 0, 0, 2, 2, 8, 2, 4, 16, 32, 2, 0, 4, 8, 16, 4]",left
45,212,"[4, 2, 0, 0, 2, 8, 0, 2, 16, 32, 4, 4, 4, 8, 16, 4]",down
46,216,"[4, 2, 0, 0, 2, 8, 2, 0, 16, 32, 4, 2, 4, 8, 16, 8]",down
47,216,"[2, 0, 4, 2, 0, 2, 8, 2, 16, 32, 4, 2, 4, 8, 16, 8]",right
48,216,"[4, 2, 4, 2, 0, 2, 8, 2, 16, 32, 4, 2, 4, 8, 16, 8]",right
49,216,"[4, 2, 4, 2, 2, 8, 2, 2, 16, 32, 4, 2, 4, 8, 16, 8]",left
50,220,"[4, 2, 4, 4, 2, 8, 2, 2, 16, 32, 4, 8, 4, 8, 16, 2]",up
51,232,"[4, 2, 8, 0, 2, 8, 4, 2, 16, 32, 4, 8, 4, 8, 16, 2]",left
52,232,"[2, 4, 2, 8, 2, 8, 4, 2, 16, 32, 4, 8, 4, 8, 16, 2]",right
