Move,Score,Matrix,Previous_Move
1,0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",up
2,0,"[0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
3,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",down
4,4,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 4, 2, 0, 0]",left
5,8,"[2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up
6,8,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 4, 4, 0, 2]",down
7,8,"[2, 4, 0, 4, 4, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0]",up
8,16,"[2, 8, 0, 0, 4, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]",left
9,20,"[0, 0, 2, 8, 0, 2, 4, 2, 0, 0, 0, 4, 0, 0, 0, 0]",right
10,20,"[2, 8, 0, 0, 2, 4, 2, 0, 4, 2, 0, 0, 0, 0, 0, 0]",left
11,22,"[0, 0, 0, 0, 4, 8, 0, 0, 4, 4, 0, 0, 4, 2, 2, 0]",down
12,34,"[0, 0, 0, 0, 4, 8, 0, 0, 8, 0, 2, 0, 4, 4, 0, 0]",left
13,34,"[0, 0, 2, 0, 4, 0, 0, 0, 8, 8, 0, 0, 4, 4, 2, 0]",down
14,58,"[0, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0, 16, 0, 0, 8, 2]",right
15,58,"[4, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 16, 2, 0, 8, 2]",down
16,58,"[4, 2, 0, 0, 4, 0, 2, 0, 16, 0, 0, 0, 2, 8, 2, 0]",left
17,70,"[8, 2, 4, 0, 16, 8, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]",up
18,74,"[0, 8, 2, 4, 0, 0, 16, 8, 0, 0, 0, 4, 2, 0, 0, 0]",right
19,74,"[8, 2, 4, 2, 16, 8, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0]",left
20,74,"[8, 0, 0, 0, 16, 0, 0, 2, 4, 2, 0, 0, 2, 8, 4, 2]",down
21,78,"[8, 2, 4, 4, 16, 8, 0, 0, 4, 0, 2, 0, 2, 0, 0, 0]",up
