Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",down
2,0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0]",left
3,0,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0]",left
4,4,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 4, 4, 0, 0, 0]",left
5,4,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 4, 0, 2, 4, 0, 0, 0]",left
6,6,"[0, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 4, 4, 0, 2]",down
7,14,"[8, 4, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up
8,14,"[8, 4, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
9,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 8, 2, 4, 2]",down
10,16,"[8, 4, 2, 2, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
11,18,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 2, 0, 8, 2, 4, 4]",down
12,20,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 8, 2, 4, 4]",down
13,28,"[8, 2, 8, 4, 2, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up
14,28,"[8, 2, 8, 4, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0]",left
15,32,"[8, 2, 8, 4, 4, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up
16,32,"[8, 2, 8, 4, 4, 4, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0]",up
17,32,"[8, 2, 8, 4, 4, 4, 2, 2, 0, 2, 0, 0, 0, 0, 2, 0]",up
18,36,"[8, 2, 8, 4, 4, 4, 4, 2, 0, 2, 0, 0, 0, 0, 2, 0]",up
19,44,"[8, 2, 8, 4, 0, 4, 8, 2, 0, 0, 0, 2, 0, 0, 2, 2]",right
20,48,"[8, 2, 8, 4, 0, 4, 8, 2, 0, 0, 0, 2, 0, 2, 0, 4]",right
21,68,"[8, 2, 16, 4, 0, 4, 0, 4, 2, 2, 0, 4, 0, 0, 0, 0]",up
22,80,"[8, 2, 16, 4, 0, 0, 0, 8, 0, 0, 4, 4, 0, 2, 0, 0]",right
23,84,"[8, 4, 16, 4, 2, 0, 4, 8, 0, 0, 0, 4, 0, 0, 0, 0]",up
24,84,"[0, 0, 2, 0, 0, 0, 0, 4, 8, 0, 16, 8, 2, 4, 4, 4]",down
25,92,"[0, 0, 0, 2, 0, 0, 2, 4, 0, 8, 16, 8, 0, 2, 4, 8]",right
26,92,"[2, 0, 0, 0, 2, 4, 2, 0, 8, 16, 8, 0, 2, 4, 8, 0]",left
27,102,"[0, 0, 0, 4, 4, 4, 0, 0, 8, 16, 2, 0, 2, 4, 16, 0]",down
28,110,"[4, 2, 0, 0, 8, 0, 0, 0, 8, 16, 2, 0, 2, 4, 16, 0]",left
29,110,"[0, 0, 4, 2, 0, 0, 0, 8, 0, 8, 16, 2, 2, 2, 4, 16]",right
30,110,"[2, 8, 4, 2, 0, 2, 16, 8, 0, 0, 4, 2, 0, 2, 0, 16]",up
31,110,"[2, 8, 4, 2, 2, 16, 8, 0, 4, 2, 0, 2, 2, 16, 0, 0]",left
32,114,"[2, 8, 4, 2, 2, 16, 8, 2, 4, 4, 0, 0, 2, 16, 0, 0]",left
33,116,"[0, 8, 0, 0, 4, 16, 0, 2, 4, 4, 4, 2, 2, 16, 8, 2]",down
34,128,"[8, 8, 4, 4, 2, 16, 8, 2, 0, 4, 0, 0, 4, 16, 0, 0]",up
35,152,"[0, 0, 16, 8, 2, 16, 8, 2, 0, 2, 0, 4, 0, 0, 4, 16]",right
36,152,"[0, 0, 16, 8, 2, 16, 8, 2, 0, 2, 2, 4, 0, 0, 4, 16]",right
37,156,"[0, 0, 16, 8, 2, 16, 8, 2, 0, 0, 4, 4, 0, 2, 4, 16]",right
38,164,"[2, 16, 16, 8, 4, 2, 8, 2, 0, 0, 8, 4, 0, 0, 0, 16]",up
39,196,"[2, 2, 32, 8, 4, 2, 8, 2, 0, 0, 8, 4, 0, 0, 0, 16]",right
40,200,"[0, 4, 32, 8, 4, 2, 8, 2, 4, 0, 8, 4, 0, 0, 0, 16]",right
41,200,"[4, 32, 8, 0, 4, 2, 8, 2, 4, 8, 4, 0, 16, 0, 0, 2]",left
42,212,"[0, 0, 2, 0, 4, 32, 0, 0, 8, 2, 16, 2, 16, 8, 4, 2]",down
43,214,"[2, 0, 0, 0, 4, 32, 2, 0, 8, 2, 16, 0, 16, 8, 4, 4]",down
44,214,"[2, 32, 2, 4, 4, 2, 16, 0, 8, 8, 4, 0, 16, 0, 0, 2]",up
45,214,"[2, 0, 2, 0, 4, 32, 2, 0, 8, 2, 16, 4, 16, 8, 4, 2]",down
46,216,"[2, 0, 0, 0, 4, 32, 4, 2, 8, 2, 16, 4, 16, 8, 4, 2]",down
47,216,"[2, 32, 4, 2, 4, 2, 16, 4, 8, 8, 4, 2, 16, 2, 0, 0]",up
48,232,"[2, 32, 4, 2, 4, 2, 16, 4, 16, 4, 2, 0, 16, 2, 0, 2]",left
49,236,"[2, 32, 4, 2, 4, 2, 16, 4, 0, 16, 4, 2, 2, 0, 16, 4]",right
50,236,"[0, 2, 4, 2, 2, 32, 16, 4, 4, 2, 4, 2, 2, 16, 16, 4]",down
51,268,"[2, 4, 2, 0, 2, 32, 16, 4, 4, 2, 4, 2, 2, 32, 4, 2]",left
52,274,"[0, 4, 0, 2, 4, 32, 2, 4, 4, 2, 16, 2, 2, 32, 8, 2]",down
53,286,"[8, 4, 2, 2, 2, 32, 16, 4, 0, 2, 8, 4, 0, 32, 0, 2]",up
54,294,"[8, 4, 2, 2, 2, 32, 16, 8, 0, 2, 8, 2, 0, 32, 2, 0]",up
55,294,"[0, 4, 2, 0, 2, 32, 16, 2, 8, 2, 8, 8, 2, 32, 2, 2]",down
56,314,"[4, 2, 0, 0, 2, 32, 16, 2, 8, 2, 16, 2, 2, 32, 4, 0]",left
57,350,"[4, 2, 32, 4, 2, 32, 4, 0, 8, 2, 2, 0, 2, 32, 0, 0]",up
58,354,"[4, 2, 32, 4, 0, 2, 32, 4, 0, 0, 8, 4, 2, 0, 2, 32]",right
59,360,"[0, 0, 32, 2, 0, 0, 32, 4, 4, 0, 8, 8, 2, 4, 2, 32]",down
60,376,"[32, 2, 0, 0, 32, 4, 0, 0, 4, 16, 2, 0, 2, 4, 2, 32]",left
61,376,"[0, 0, 32, 2, 0, 0, 32, 4, 2, 4, 16, 2, 2, 4, 2, 32]",right
62,410,"[0, 0, 2, 2, 0, 0, 64, 4, 0, 4, 16, 2, 4, 4, 2, 32]",down
63,418,"[4, 8, 2, 2, 0, 2, 64, 4, 0, 0, 16, 2, 0, 0, 2, 32]",up
64,422,"[0, 4, 8, 4, 0, 2, 64, 4, 2, 0, 16, 2, 0, 0, 2, 32]",right
65,422,"[4, 8, 4, 2, 2, 64, 4, 0, 2, 16, 2, 0, 2, 32, 0, 0]",left
66,422,"[4, 8, 4, 2, 0, 2, 64, 4, 2, 2, 16, 2, 0, 0, 2, 32]",right
67,424,"[0, 0, 4, 2, 4, 0, 64, 4, 4, 8, 16, 2, 2, 4, 2, 32]",down
68,424,"[4, 2, 0, 4, 4, 64, 4, 0, 4, 8, 16, 2, 2, 4, 2, 32]",left
69,432,"[8, 2, 4, 4, 4, 64, 16, 2, 2, 8, 2, 32, 0, 4, 0, 2]",up
70,440,"[0, 8, 2, 8, 4, 64, 16, 2, 2, 8, 2, 32, 0, 2, 4, 2]",right
71,440,"[2, 8, 2, 8, 0, 64, 16, 2, 4, 8, 2, 32, 2, 2, 4, 2]",down
72,440,"[2, 8, 2, 8, 2, 64, 16, 2, 4, 8, 2, 32, 2, 2, 4, 2]",down
73,444,"[2, 8, 2, 8, 2, 64, 16, 2, 4, 8, 2, 32, 4, 4, 2, 2]",left
74,456,"[2, 8, 2, 8, 2, 64, 16, 2, 4, 8, 2, 32, 8, 4, 0, 2]",left
75,460,"[4, 8, 2, 8, 4, 64, 16, 2, 8, 8, 2, 32, 0, 4, 2, 2]",up
76,480,"[4, 8, 2, 8, 4, 64, 16, 2, 16, 2, 32, 0, 4, 4, 0, 2]",left
77,488,"[4, 8, 2, 8, 4, 64, 16, 2, 16, 2, 32, 2, 8, 2, 0, 0]",left
78,496,"[0, 0, 0, 4, 8, 8, 2, 0, 16, 64, 16, 8, 8, 4, 32, 4]",down
79,496,"[2, 0, 0, 0, 8, 8, 2, 4, 16, 64, 16, 8, 8, 4, 32, 4]",down
80,496,"[2, 8, 2, 4, 8, 64, 16, 8, 16, 4, 32, 4, 8, 4, 0, 0]",up
81,504,"[2, 8, 2, 4, 8, 64, 16, 8, 16, 8, 32, 4, 8, 0, 2, 0]",up
82,504,"[2, 8, 2, 4, 8, 64, 16, 8, 16, 8, 32, 4, 0, 2, 8, 2]",right
