Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",right
2,0,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
3,4,"[4, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
4,4,"[4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",left
5,4,"[4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]",left
6,8,"[4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0]",left
7,8,"[4, 2, 0, 2, 2, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0]",up
8,12,"[4, 2, 0, 4, 2, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0]",up
9,12,"[0, 2, 0, 0, 4, 0, 0, 0, 2, 0, 0, 4, 4, 2, 0, 2]",down
10,14,"[0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 4, 4, 4, 2, 2]",down
11,14,"[4, 4, 2, 4, 2, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 2]",up
12,26,"[0, 8, 2, 4, 0, 0, 0, 4, 0, 2, 0, 4, 0, 0, 0, 2]",right
13,26,"[8, 2, 4, 0, 4, 0, 0, 0, 2, 4, 0, 0, 2, 4, 0, 0]",left
14,26,"[0, 8, 2, 4, 0, 0, 0, 4, 0, 0, 2, 4, 2, 0, 2, 4]",right
15,36,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 8, 2, 8, 4, 8]",down
16,44,"[0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 2, 0, 2, 8, 4, 16]",down
17,44,"[2, 2, 4, 16, 0, 8, 2, 0, 2, 0, 4, 0, 0, 0, 0, 0]",up
18,48,"[0, 4, 4, 16, 0, 0, 8, 2, 2, 0, 2, 4, 0, 0, 0, 0]",right
19,60,"[8, 16, 0, 0, 8, 2, 0, 0, 4, 4, 0, 0, 0, 2, 0, 0]",left
