Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]",left
2,0,"[2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
3,4,"[0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]",right
4,4,"[4, 0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",left
5,4,"[0, 0, 4, 2, 0, 0, 0, 2, 0, 2, 0, 4, 0, 0, 0, 0]",right
6,4,"[4, 2, 0, 0, 2, 0, 2, 0, 2, 4, 0, 0, 0, 0, 0, 0]",left
7,8,"[4, 2, 2, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up
8,20,"[0, 0, 4, 4, 0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2]",right
9,20,"[0, 2, 4, 4, 0, 0, 0, 8, 0, 0, 0, 2, 0, 2, 0, 0]",up
10,28,"[0, 0, 2, 8, 0, 0, 0, 8, 0, 0, 0, 2, 2, 0, 0, 2]",right
11,48,"[2, 0, 2, 16, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0]",up
12,52,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 2, 0, 2, 8]",down
13,54,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 0, 4, 8]",down
14,54,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 2, 0, 4, 8]",down
15,54,"[0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 16, 0, 2, 4, 8]",right
16,58,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 16, 2, 2, 4, 8]",right
17,58,"[0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 2, 16, 2, 2, 4, 8]",down
18,62,"[2, 2, 4, 4, 0, 0, 4, 16, 0, 2, 0, 8, 0, 0, 0, 0]",up
19,64,"[2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 16, 2, 4, 4, 8]",down
20,76,"[4, 4, 8, 4, 0, 2, 0, 16, 0, 0, 0, 8, 0, 0, 0, 0]",up
21,84,"[0, 8, 8, 4, 0, 0, 2, 16, 0, 2, 0, 8, 0, 0, 0, 0]",right
22,100,"[0, 0, 16, 4, 0, 0, 2, 16, 0, 0, 2, 8, 2, 0, 0, 0]",right
23,102,"[0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 16, 16, 2, 0, 4, 8]",down
24,102,"[2, 2, 16, 4, 0, 2, 4, 16, 0, 0, 0, 8, 0, 0, 0, 0]",up
25,106,"[2, 4, 16, 4, 0, 0, 4, 16, 2, 0, 0, 8, 0, 0, 0, 0]",up
26,108,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 16, 16, 4, 4, 4, 8]",down
27,148,"[0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 32, 0, 4, 8, 8]",right
28,168,"[4, 0, 0, 0, 4, 0, 0, 0, 32, 0, 2, 0, 4, 16, 0, 0]",left
29,172,"[0, 0, 0, 0, 8, 2, 0, 0, 32, 0, 0, 0, 4, 16, 2, 0]",down
30,172,"[2, 0, 0, 0, 8, 0, 0, 0, 32, 2, 0, 0, 4, 16, 2, 0]",down
31,172,"[0, 0, 2, 2, 0, 0, 0, 8, 0, 0, 32, 2, 0, 4, 16, 2]",right
32,176,"[4, 0, 0, 0, 8, 0, 0, 0, 32, 2, 0, 0, 4, 16, 2, 2]",left
33,180,"[4, 0, 0, 0, 8, 2, 0, 0, 32, 2, 0, 0, 4, 16, 4, 0]",left
34,182,"[4, 0, 0, 2, 8, 0, 0, 0, 32, 4, 0, 0, 4, 16, 4, 0]",down
35,182,"[0, 0, 4, 2, 0, 0, 2, 8, 0, 0, 32, 4, 0, 4, 16, 4]",right
36,182,"[4, 2, 0, 0, 2, 8, 0, 0, 32, 4, 2, 0, 4, 16, 4, 0]",left
37,182,"[4, 2, 2, 0, 2, 8, 4, 0, 32, 4, 2, 0, 4, 16, 0, 0]",up
38,186,"[4, 4, 2, 0, 2, 8, 4, 0, 32, 4, 2, 0, 4, 16, 0, 0]",left
39,194,"[4, 0, 8, 2, 0, 2, 8, 4, 0, 32, 4, 2, 0, 0, 4, 16]",right
40,194,"[4, 8, 2, 0, 2, 8, 4, 0, 32, 4, 2, 2, 4, 16, 0, 0]",left
41,210,"[4, 16, 2, 2, 2, 4, 4, 0, 32, 16, 2, 2, 4, 0, 0, 0]",up
42,226,"[0, 4, 16, 4, 4, 0, 2, 8, 0, 32, 16, 4, 0, 0, 0, 4]",right
43,234,"[4, 4, 16, 4, 0, 32, 2, 8, 0, 0, 16, 8, 0, 2, 0, 0]",up
44,250,"[4, 4, 16, 4, 0, 32, 2, 16, 0, 2, 16, 2, 0, 0, 0, 0]",up
45,250,"[0, 0, 2, 0, 0, 4, 16, 4, 0, 32, 2, 16, 4, 2, 16, 2]",down
46,250,"[2, 0, 0, 0, 4, 16, 4, 0, 32, 2, 16, 2, 4, 2, 16, 2]",left
47,250,"[0, 2, 0, 2, 0, 4, 16, 4, 32, 2, 16, 2, 4, 2, 16, 2]",right
48,254,"[4, 0, 4, 0, 4, 16, 4, 0, 32, 2, 16, 2, 4, 2, 16, 2]",left
49,262,"[8, 2, 0, 0, 4, 16, 4, 0, 32, 2, 16, 2, 4, 2, 16, 2]",left
50,302,"[8, 2, 4, 4, 4, 16, 32, 0, 32, 4, 2, 0, 4, 0, 0, 0]",up
51,310,"[8, 2, 8, 0, 4, 16, 32, 0, 32, 4, 2, 2, 4, 0, 0, 0]",left
52,310,"[8, 2, 8, 2, 4, 16, 32, 0, 32, 4, 2, 0, 4, 0, 0, 2]",up
53,310,"[8, 2, 8, 2, 4, 16, 32, 0, 32, 4, 2, 2, 4, 2, 0, 0]",left
54,314,"[8, 2, 8, 2, 0, 4, 16, 32, 2, 32, 4, 4, 0, 0, 4, 2]",right
55,322,"[8, 2, 8, 2, 2, 4, 16, 32, 0, 32, 8, 4, 0, 2, 0, 2]",up
56,322,"[0, 2, 2, 2, 0, 4, 8, 32, 8, 32, 16, 4, 2, 2, 8, 2]",down
57,330,"[2, 0, 2, 4, 0, 4, 8, 32, 8, 32, 16, 4, 0, 4, 8, 2]",right
58,334,"[4, 4, 0, 0, 4, 8, 32, 0, 8, 32, 16, 4, 4, 8, 2, 2]",left
59,342,"[8, 4, 32, 4, 8, 8, 16, 2, 4, 32, 2, 0, 0, 8, 0, 4]",up
60,358,"[8, 4, 32, 4, 16, 16, 2, 0, 4, 32, 2, 0, 8, 4, 0, 4]",left
61,398,"[8, 4, 32, 4, 0, 0, 32, 2, 0, 4, 32, 2, 4, 0, 8, 8]",right
62,434,"[0, 0, 0, 4, 0, 0, 32, 2, 8, 2, 64, 2, 4, 8, 8, 8]",down
63,438,"[8, 2, 32, 4, 4, 8, 64, 4, 0, 0, 8, 8, 2, 0, 0, 0]",up
64,442,"[0, 0, 2, 0, 8, 0, 32, 0, 4, 2, 64, 8, 2, 8, 8, 8]",down
65,458,"[2, 0, 0, 0, 8, 32, 0, 0, 4, 2, 64, 8, 2, 16, 8, 2]",left
66,458,"[0, 0, 2, 2, 0, 0, 8, 32, 4, 2, 64, 8, 2, 16, 8, 2]",right
67,458,"[4, 2, 2, 2, 2, 16, 8, 32, 0, 2, 64, 8, 0, 0, 8, 2]",up
68,462,"[4, 4, 2, 0, 2, 16, 8, 32, 2, 64, 8, 0, 8, 2, 0, 2]",left
69,482,"[4, 4, 2, 32, 4, 16, 16, 2, 8, 64, 2, 0, 0, 2, 0, 0]",up
70,490,"[8, 4, 2, 32, 8, 16, 16, 2, 0, 64, 2, 0, 2, 2, 0, 0]",up
71,526,"[8, 4, 2, 32, 0, 8, 32, 2, 0, 2, 64, 2, 0, 0, 0, 4]",right
72,528,"[0, 2, 0, 0, 0, 4, 2, 32, 0, 8, 32, 4, 8, 2, 64, 4]",down
73,536,"[8, 2, 2, 32, 0, 4, 32, 8, 0, 8, 64, 2, 0, 2, 0, 0]",up
74,536,"[2, 2, 0, 0, 0, 4, 2, 32, 0, 8, 32, 8, 8, 2, 64, 2]",down
75,536,"[2, 2, 2, 32, 8, 4, 32, 8, 2, 8, 64, 2, 0, 2, 0, 0]",up
76,540,"[4, 2, 32, 0, 8, 4, 32, 8, 2, 8, 64, 2, 2, 0, 2, 0]",left
77,608,"[4, 2, 64, 8, 8, 4, 64, 2, 4, 8, 2, 2, 0, 0, 0, 0]",up
78,740,"[4, 2, 128, 8, 8, 4, 2, 4, 4, 8, 0, 2, 0, 0, 0, 0]",up
