Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]",right
2,4,"[0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
3,4,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 2]",down
4,4,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 2, 2]",down
5,6,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 4, 2]",down
6,6,"[0, 0, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0, 4, 2, 0, 0]",left
7,18,"[2, 4, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
8,18,"[0, 0, 2, 4, 0, 0, 0, 8, 0, 0, 0, 2, 0, 2, 0, 0]",right
9,18,"[0, 2, 2, 4, 0, 0, 0, 8, 0, 0, 0, 2, 0, 2, 0, 0]",up
10,22,"[0, 0, 4, 4, 0, 0, 0, 8, 0, 0, 2, 2, 0, 0, 0, 2]",right
11,24,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 8, 2, 0, 2, 4]",down
12,28,"[0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 4, 8, 0, 0, 4, 4]",right
13,32,"[0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 8, 2, 0, 8, 4]",down
14,32,"[0, 0, 0, 0, 2, 4, 0, 0, 8, 4, 0, 0, 2, 8, 4, 0]",left
15,40,"[2, 8, 4, 0, 8, 8, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",up
16,56,"[2, 8, 4, 0, 16, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",left
17,60,"[2, 8, 4, 0, 16, 2, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0]",up
18,64,"[2, 8, 4, 0, 16, 4, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0]",left
19,64,"[2, 8, 4, 0, 16, 4, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0]",left
20,64,"[2, 8, 4, 2, 16, 4, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0]",up
21,64,"[2, 8, 4, 2, 16, 4, 0, 0, 4, 2, 0, 0, 2, 0, 0, 2]",up
22,68,"[2, 8, 4, 2, 2, 0, 16, 4, 0, 0, 4, 2, 0, 0, 0, 4]",right
23,72,"[4, 8, 4, 2, 0, 0, 16, 4, 2, 0, 4, 2, 0, 0, 0, 4]",up
24,72,"[0, 0, 0, 2, 2, 0, 4, 4, 4, 0, 16, 2, 2, 8, 4, 4]",down
25,88,"[2, 0, 0, 0, 2, 8, 0, 0, 4, 16, 2, 2, 2, 8, 8, 0]",left
26,92,"[2, 0, 0, 0, 2, 8, 0, 0, 4, 16, 4, 0, 2, 8, 8, 2]",left
27,108,"[0, 0, 0, 2, 0, 0, 2, 8, 0, 4, 16, 4, 4, 2, 16, 2]",right
28,140,"[4, 4, 2, 2, 0, 2, 32, 8, 0, 0, 0, 4, 2, 0, 0, 2]",up
29,140,"[4, 4, 2, 2, 2, 2, 32, 8, 0, 0, 0, 4, 0, 0, 2, 2]",up
30,160,"[8, 4, 0, 0, 4, 32, 8, 0, 4, 0, 0, 0, 4, 0, 0, 2]",left
31,168,"[8, 4, 8, 2, 8, 32, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0]",up
32,168,"[8, 4, 8, 2, 8, 32, 0, 0, 4, 2, 2, 0, 0, 0, 0, 0]",left
33,172,"[8, 4, 8, 2, 0, 0, 8, 32, 0, 0, 4, 4, 0, 0, 2, 0]",right
34,180,"[0, 2, 0, 0, 0, 0, 16, 2, 0, 0, 4, 32, 8, 4, 2, 4]",down
35,180,"[0, 0, 0, 2, 0, 2, 16, 2, 0, 0, 4, 32, 8, 4, 2, 4]",right
36,184,"[8, 2, 16, 4, 0, 4, 4, 32, 2, 0, 2, 4, 0, 0, 0, 0]",up
37,196,"[8, 2, 16, 4, 0, 0, 8, 32, 0, 0, 4, 4, 0, 2, 0, 0]",right
38,198,"[0, 0, 0, 0, 0, 0, 16, 4, 2, 0, 8, 32, 8, 4, 4, 4]",down
39,198,"[2, 4, 16, 4, 8, 0, 8, 32, 0, 0, 4, 4, 0, 2, 0, 0]",up
40,198,"[0, 2, 0, 0, 0, 0, 16, 4, 2, 4, 8, 32, 8, 2, 4, 4]",down
41,206,"[0, 2, 0, 2, 0, 0, 16, 4, 2, 4, 8, 32, 0, 8, 2, 8]",right
42,206,"[2, 2, 16, 2, 0, 4, 8, 4, 0, 8, 2, 32, 2, 0, 0, 8]",up
43,208,"[0, 2, 0, 2, 0, 2, 16, 4, 0, 4, 8, 32, 4, 8, 2, 8]",down
44,212,"[4, 4, 16, 2, 0, 4, 8, 4, 0, 8, 2, 32, 2, 0, 0, 8]",up
45,220,"[0, 8, 16, 2, 2, 4, 8, 4, 0, 8, 2, 32, 0, 0, 2, 8]",right
46,222,"[0, 0, 0, 2, 0, 8, 16, 4, 2, 4, 8, 32, 2, 8, 4, 8]",down
47,224,"[2, 0, 0, 2, 0, 8, 16, 4, 0, 4, 8, 32, 4, 8, 4, 8]",down
48,224,"[2, 0, 0, 2, 0, 8, 16, 4, 2, 4, 8, 32, 4, 8, 4, 8]",down
49,226,"[0, 0, 0, 2, 4, 8, 16, 4, 4, 4, 8, 32, 4, 8, 4, 8]",down
50,234,"[2, 0, 0, 0, 4, 8, 16, 4, 8, 8, 32, 2, 4, 8, 4, 8]",left
51,250,"[2, 0, 0, 2, 4, 8, 16, 4, 16, 32, 2, 0, 4, 8, 4, 8]",left
52,254,"[2, 0, 0, 4, 4, 8, 16, 4, 0, 16, 32, 2, 4, 8, 4, 8]",right
53,262,"[2, 8, 16, 4, 8, 16, 32, 4, 0, 8, 4, 2, 0, 2, 0, 8]",up
54,262,"[2, 8, 16, 4, 8, 16, 32, 4, 0, 8, 4, 2, 2, 0, 2, 8]",right
55,266,"[2, 8, 16, 4, 8, 16, 32, 4, 8, 4, 2, 0, 4, 8, 0, 2]",left
56,266,"[2, 8, 16, 4, 8, 16, 32, 4, 8, 4, 2, 2, 4, 8, 2, 0]",left
57,286,"[2, 8, 16, 4, 16, 16, 32, 4, 4, 4, 4, 2, 0, 8, 0, 4]",up
58,326,"[2, 8, 16, 4, 0, 32, 32, 4, 0, 4, 8, 2, 2, 0, 8, 4]",right
