Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]",left
2,4,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]",right
3,4,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4]",down
4,4,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 4, 0, 0]",left
5,8,"[4, 4, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
6,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 2, 0, 2]",down
7,12,"[2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 4, 2, 0]",left
8,20,"[2, 4, 2, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
9,24,"[2, 4, 4, 0, 8, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",left
10,32,"[0, 0, 2, 8, 0, 0, 8, 2, 2, 0, 0, 0, 0, 0, 0, 0]",right
11,32,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 8, 2, 0, 8, 2]",down
12,32,"[2, 4, 2, 8, 0, 0, 8, 2, 4, 0, 0, 0, 0, 0, 0, 0]",up
13,32,"[2, 4, 2, 8, 4, 0, 8, 2, 0, 0, 0, 0, 0, 2, 0, 0]",up
14,32,"[2, 4, 2, 8, 0, 4, 8, 2, 0, 2, 0, 0, 0, 0, 0, 2]",right
15,32,"[2, 4, 2, 8, 4, 8, 2, 0, 2, 0, 0, 0, 2, 2, 0, 0]",left
16,36,"[2, 0, 0, 0, 2, 4, 0, 0, 4, 8, 0, 0, 4, 2, 4, 8]",down
17,48,"[4, 4, 4, 8, 8, 8, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]",up
18,72,"[8, 4, 8, 0, 16, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",left
19,72,"[0, 8, 4, 8, 0, 0, 16, 2, 0, 0, 0, 2, 0, 2, 0, 2]",right
20,76,"[8, 4, 8, 0, 16, 2, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0]",left
21,76,"[0, 8, 4, 8, 0, 0, 16, 2, 0, 0, 4, 2, 0, 0, 4, 2]",right
22,88,"[2, 8, 4, 8, 0, 0, 16, 4, 0, 0, 8, 2, 0, 0, 0, 0]",up
23,88,"[0, 0, 0, 0, 0, 0, 4, 8, 2, 0, 16, 4, 2, 8, 8, 2]",down
24,104,"[0, 0, 2, 0, 0, 0, 4, 8, 0, 2, 16, 4, 0, 2, 16, 2]",right
25,106,"[0, 0, 2, 0, 0, 0, 4, 8, 0, 0, 16, 4, 2, 4, 16, 2]",down
26,138,"[2, 4, 2, 8, 0, 0, 4, 4, 0, 0, 32, 2, 0, 0, 0, 2]",up
27,146,"[2, 4, 2, 8, 8, 0, 0, 0, 32, 2, 0, 0, 2, 2, 0, 0]",left
28,150,"[2, 4, 2, 8, 8, 4, 0, 0, 32, 2, 0, 0, 2, 0, 0, 0]",up
29,158,"[2, 8, 2, 8, 8, 2, 0, 0, 32, 0, 0, 0, 2, 0, 0, 2]",up
30,162,"[2, 8, 2, 8, 8, 2, 0, 0, 32, 0, 2, 0, 4, 0, 0, 0]",left
31,162,"[2, 8, 2, 8, 8, 2, 0, 0, 32, 2, 0, 0, 4, 2, 0, 0]",left
32,164,"[2, 0, 0, 0, 8, 8, 2, 0, 32, 2, 0, 0, 4, 4, 2, 8]",down
33,188,"[0, 0, 0, 2, 0, 4, 16, 2, 0, 0, 32, 2, 0, 8, 2, 8]",right
34,192,"[0, 4, 16, 4, 0, 8, 32, 2, 0, 0, 2, 8, 0, 0, 2, 0]",up
35,194,"[0, 2, 0, 0, 0, 0, 16, 4, 0, 4, 32, 2, 0, 8, 4, 8]",down
36,194,"[0, 2, 0, 2, 0, 0, 16, 4, 0, 4, 32, 2, 0, 8, 4, 8]",right
37,198,"[0, 0, 0, 4, 2, 0, 16, 4, 0, 4, 32, 2, 0, 8, 4, 8]",right
38,198,"[0, 0, 2, 4, 0, 2, 16, 4, 0, 4, 32, 2, 0, 8, 4, 8]",right
39,202,"[0, 0, 2, 2, 0, 2, 16, 8, 0, 4, 32, 2, 0, 8, 4, 8]",down
40,202,"[0, 2, 2, 2, 2, 4, 16, 8, 0, 8, 32, 2, 0, 0, 4, 8]",up
41,202,"[2, 2, 2, 2, 2, 4, 16, 8, 0, 8, 32, 2, 0, 0, 4, 8]",up
42,210,"[0, 0, 4, 4, 2, 4, 16, 8, 0, 8, 32, 2, 2, 0, 4, 8]",right
43,212,"[0, 0, 4, 4, 2, 0, 16, 8, 0, 4, 32, 2, 4, 8, 4, 8]",down
44,220,"[0, 0, 0, 8, 2, 2, 16, 8, 0, 4, 32, 2, 4, 8, 4, 8]",right
