Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0]",right
2,0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0]",left
3,0,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 2]",right
4,0,"[2, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2, 0]",up
5,4,"[4, 0, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",left
6,4,"[0, 0, 0, 4, 0, 0, 4, 2, 2, 0, 0, 2, 0, 0, 0, 2]",right
7,6,"[0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 2, 0, 4, 4]",down
8,6,"[2, 2, 4, 4, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0]",up
9,18,"[4, 8, 0, 0, 2, 0, 0, 0, 2, 4, 2, 0, 0, 0, 0, 0]",left
10,18,"[0, 0, 4, 8, 0, 0, 0, 2, 0, 2, 4, 2, 0, 0, 0, 2]",right
11,30,"[0, 2, 8, 8, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2, 0]",up
12,46,"[2, 16, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",left
13,50,"[2, 16, 2, 0, 4, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0]",up
14,58,"[2, 16, 2, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up
15,62,"[2, 16, 4, 0, 8, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0]",left
16,62,"[2, 16, 4, 2, 8, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",up
17,66,"[2, 16, 4, 4, 8, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
18,66,"[0, 0, 0, 0, 2, 0, 0, 2, 8, 16, 0, 0, 2, 2, 4, 4]",down
19,82,"[0, 0, 0, 0, 4, 0, 0, 2, 8, 16, 0, 0, 4, 8, 0, 0]",left
20,82,"[2, 0, 0, 0, 0, 0, 4, 2, 0, 0, 8, 16, 0, 0, 4, 8]",right
21,82,"[2, 0, 4, 2, 0, 0, 8, 16, 0, 0, 4, 8, 0, 2, 0, 0]",up
22,82,"[2, 2, 4, 2, 4, 0, 8, 16, 0, 0, 4, 8, 0, 0, 0, 0]",up
23,86,"[4, 4, 2, 2, 4, 8, 16, 0, 4, 8, 0, 0, 0, 0, 0, 0]",left
24,90,"[0, 0, 0, 2, 0, 4, 0, 0, 4, 8, 2, 0, 8, 8, 16, 2]",down
25,106,"[0, 0, 0, 2, 2, 0, 0, 4, 0, 4, 8, 2, 0, 16, 16, 2]",right
26,138,"[2, 0, 0, 0, 2, 4, 0, 2, 4, 8, 2, 0, 32, 2, 0, 0]",left
27,138,"[0, 0, 0, 2, 0, 2, 4, 2, 2, 4, 8, 2, 0, 0, 32, 2]",right
28,142,"[0, 0, 2, 0, 0, 0, 4, 0, 0, 2, 8, 4, 2, 4, 32, 4]",down
29,142,"[0, 2, 0, 2, 0, 0, 0, 4, 0, 2, 8, 4, 2, 4, 32, 4]",right
30,146,"[4, 0, 0, 4, 0, 0, 0, 4, 0, 2, 8, 4, 2, 4, 32, 4]",right
31,154,"[0, 0, 0, 0, 0, 0, 0, 2, 4, 2, 8, 8, 2, 4, 32, 8]",down
32,170,"[4, 2, 8, 2, 2, 4, 32, 16, 2, 0, 0, 0, 0, 0, 0, 0]",up
33,170,"[4, 2, 8, 2, 2, 4, 32, 16, 0, 0, 2, 2, 0, 0, 0, 0]",right
34,170,"[0, 0, 0, 2, 0, 0, 8, 2, 4, 2, 32, 16, 2, 4, 2, 2]",down
35,174,"[0, 0, 0, 2, 2, 0, 8, 2, 4, 2, 32, 16, 0, 2, 4, 4]",right
36,182,"[2, 0, 2, 0, 2, 8, 2, 0, 4, 2, 32, 16, 2, 8, 0, 0]",left
37,184,"[0, 0, 0, 0, 4, 8, 2, 0, 4, 2, 2, 2, 2, 8, 32, 16]",down
38,188,"[0, 0, 0, 4, 0, 4, 8, 2, 0, 4, 2, 4, 2, 8, 32, 16]",right
39,192,"[0, 0, 2, 4, 0, 0, 8, 2, 0, 8, 2, 4, 2, 8, 32, 16]",down
40,208,"[2, 16, 2, 4, 0, 0, 8, 2, 0, 0, 2, 4, 2, 0, 32, 16]",up
41,208,"[2, 16, 2, 4, 8, 2, 0, 2, 2, 4, 0, 0, 2, 32, 16, 0]",left
42,212,"[2, 16, 2, 4, 8, 4, 0, 0, 2, 4, 0, 2, 2, 32, 16, 0]",left
43,212,"[2, 16, 2, 4, 0, 0, 8, 4, 0, 2, 4, 2, 4, 2, 32, 16]",right
44,218,"[0, 0, 2, 0, 2, 0, 8, 8, 2, 16, 4, 2, 4, 4, 32, 16]",down
45,242,"[0, 0, 2, 2, 0, 0, 2, 16, 2, 16, 4, 2, 0, 8, 32, 16]",right
46,246,"[2, 16, 4, 2, 2, 8, 4, 16, 0, 0, 32, 2, 0, 0, 0, 16]",up
47,246,"[2, 16, 4, 2, 2, 8, 4, 16, 32, 2, 0, 0, 16, 0, 0, 2]",left
48,246,"[2, 16, 4, 2, 2, 8, 4, 16, 32, 2, 0, 0, 16, 2, 2, 0]",left
49,250,"[2, 16, 4, 2, 2, 8, 4, 16, 0, 0, 32, 2, 2, 0, 16, 4]",right
50,262,"[4, 16, 8, 2, 2, 8, 32, 16, 0, 2, 16, 2, 0, 0, 0, 4]",up
51,262,"[2, 0, 0, 2, 0, 16, 8, 16, 4, 8, 32, 2, 2, 2, 16, 4]",down
52,270,"[0, 0, 2, 4, 0, 16, 8, 16, 4, 8, 32, 2, 0, 4, 16, 4]",right
53,270,"[0, 4, 2, 4, 0, 16, 8, 16, 0, 8, 32, 2, 4, 4, 16, 4]",down
54,278,"[0, 4, 2, 4, 2, 16, 8, 16, 0, 8, 32, 2, 0, 8, 16, 4]",right
55,294,"[2, 4, 2, 4, 0, 16, 8, 16, 0, 16, 32, 2, 0, 2, 16, 4]",up
56,294,"[2, 4, 2, 4, 16, 8, 16, 0, 16, 32, 2, 2, 2, 16, 4, 0]",left
57,326,"[2, 4, 2, 4, 32, 8, 16, 2, 2, 32, 2, 2, 0, 16, 4, 0]",up
58,328,"[0, 4, 2, 0, 2, 8, 16, 2, 32, 32, 2, 4, 2, 16, 4, 4]",down
59,400,"[0, 0, 4, 2, 2, 8, 16, 2, 0, 64, 2, 4, 2, 2, 16, 8]",right
60,404,"[0, 2, 4, 2, 2, 8, 16, 2, 0, 64, 2, 4, 0, 4, 16, 8]",right
61,406,"[0, 2, 4, 2, 0, 8, 16, 4, 0, 64, 2, 4, 2, 4, 16, 8]",down
62,410,"[0, 2, 4, 0, 0, 8, 16, 2, 2, 64, 2, 8, 2, 4, 16, 8]",down
