Move,Score,Matrix,Previous_Move
1,0,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",left
2,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]",down
3,4,"[2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0]",left
4,4,"[2, 2, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
5,4,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 4, 2, 2, 0]",down
6,8,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 4, 4, 0, 0]",left
7,20,"[0, 0, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0, 8, 0, 0, 0]",left
8,20,"[2, 2, 0, 0, 4, 0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0]",up
9,24,"[4, 0, 0, 0, 4, 2, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0]",left
10,24,"[0, 0, 0, 4, 0, 0, 4, 2, 0, 0, 8, 2, 0, 2, 0, 0]",right
11,24,"[0, 0, 0, 4, 0, 0, 4, 2, 0, 0, 8, 2, 2, 0, 0, 2]",right
12,26,"[2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 2, 2, 0, 8, 4]",down
13,30,"[4, 0, 4, 4, 0, 0, 8, 2, 2, 0, 0, 4, 0, 0, 0, 0]",up
14,30,"[0, 0, 0, 0, 2, 0, 0, 4, 4, 0, 4, 2, 2, 0, 8, 4]",down
15,38,"[0, 0, 0, 0, 2, 4, 0, 0, 8, 2, 0, 0, 2, 8, 4, 2]",left
16,38,"[4, 0, 0, 0, 0, 0, 2, 4, 0, 0, 8, 2, 2, 8, 4, 2]",right
17,42,"[4, 8, 2, 4, 2, 0, 8, 4, 0, 0, 4, 2, 0, 0, 0, 0]",up
18,50,"[4, 8, 2, 8, 2, 0, 8, 2, 2, 0, 4, 0, 0, 0, 0, 0]",up
19,52,"[0, 0, 0, 0, 2, 0, 2, 0, 4, 0, 8, 8, 4, 8, 4, 2]",down
20,72,"[0, 0, 0, 0, 4, 0, 0, 0, 4, 16, 2, 0, 4, 8, 4, 2]",left
21,72,"[0, 0, 0, 0, 0, 0, 0, 4, 2, 4, 16, 2, 4, 8, 4, 2]",right
22,74,"[0, 2, 0, 0, 0, 0, 0, 0, 2, 4, 16, 4, 4, 8, 4, 4]",down
23,82,"[0, 0, 0, 2, 0, 2, 0, 0, 2, 4, 16, 4, 0, 4, 8, 8]",right
24,90,"[2, 2, 16, 2, 0, 8, 8, 4, 0, 2, 0, 8, 0, 0, 0, 0]",up
25,110,"[4, 16, 2, 0, 16, 4, 0, 0, 2, 8, 4, 0, 0, 0, 0, 0]",left
26,110,"[0, 4, 16, 2, 0, 0, 16, 4, 0, 2, 8, 4, 0, 0, 0, 2]",right
27,130,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 32, 8, 2, 2, 8, 2]",down
