Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2]",right
2,0,"[0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
3,0,"[0, 0, 0, 4, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 2]",right
4,0,"[4, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0]",left
5,0,"[4, 0, 2, 0, 4, 2, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0]",left
6,0,"[0, 0, 4, 2, 0, 0, 4, 2, 0, 0, 0, 0, 2, 0, 2, 4]",right
7,4,"[0, 0, 4, 2, 0, 0, 4, 2, 0, 0, 0, 2, 0, 0, 4, 4]",right
8,12,"[0, 2, 4, 2, 0, 0, 4, 2, 0, 0, 0, 2, 0, 0, 0, 8]",right
9,18,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 4, 0, 2, 8, 8]",down
10,18,"[2, 2, 8, 2, 2, 0, 0, 4, 0, 0, 0, 8, 0, 0, 0, 0]",up
11,22,"[4, 2, 8, 2, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 2, 0]",up
12,22,"[4, 2, 8, 2, 4, 0, 2, 0, 8, 0, 0, 0, 2, 0, 0, 0]",left
13,22,"[4, 2, 8, 2, 2, 0, 4, 2, 0, 0, 0, 8, 0, 0, 0, 2]",right
14,26,"[4, 2, 8, 4, 2, 0, 4, 8, 0, 0, 0, 2, 0, 2, 0, 0]",up
15,28,"[0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 8, 8, 2, 4, 4, 2]",down
16,52,"[0, 0, 0, 0, 0, 0, 2, 4, 0, 2, 4, 16, 0, 2, 8, 2]",right
17,56,"[0, 4, 2, 4, 0, 0, 4, 16, 0, 0, 8, 2, 0, 0, 2, 0]",up
18,56,"[0, 4, 2, 4, 0, 0, 4, 16, 0, 0, 8, 2, 2, 0, 0, 2]",right
19,60,"[0, 4, 2, 4, 0, 0, 4, 16, 2, 0, 8, 2, 0, 0, 0, 4]",right
