Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
2,0,"[2, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",left
3,4,"[4, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
4,6,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0]",down
5,14,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 8]",right
6,14,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 8, 0, 0, 0]",left
7,16,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 8, 2, 0, 2]",down
8,16,"[4, 2, 0, 2, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up
9,20,"[4, 4, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0]",left
10,20,"[4, 4, 2, 0, 8, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
11,28,"[0, 0, 8, 2, 0, 0, 8, 4, 0, 0, 0, 2, 0, 0, 2, 0]",right
12,28,"[0, 2, 8, 2, 0, 0, 8, 4, 0, 0, 0, 2, 0, 0, 0, 2]",right
13,48,"[2, 2, 16, 2, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0]",up
14,52,"[4, 16, 2, 0, 4, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0]",left
15,52,"[0, 4, 16, 2, 0, 0, 4, 2, 0, 2, 0, 4, 0, 0, 0, 0]",right
16,52,"[4, 16, 2, 0, 4, 2, 0, 2, 2, 4, 0, 0, 0, 0, 0, 0]",left
17,56,"[0, 0, 2, 0, 0, 16, 0, 0, 8, 2, 0, 0, 2, 4, 2, 2]",down
18,58,"[0, 2, 0, 0, 0, 16, 0, 0, 8, 2, 0, 0, 2, 4, 4, 2]",down
19,66,"[0, 0, 0, 2, 0, 0, 0, 16, 0, 2, 8, 2, 0, 2, 8, 2]",right
20,66,"[2, 0, 0, 0, 16, 0, 0, 2, 2, 8, 2, 0, 2, 8, 2, 0]",left
21,90,"[2, 16, 4, 2, 16, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0]",up
22,94,"[2, 16, 4, 4, 16, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0]",up
23,102,"[0, 2, 16, 8, 0, 2, 0, 16, 0, 0, 0, 4, 0, 0, 0, 2]",right
24,104,"[0, 0, 0, 8, 0, 0, 0, 16, 0, 0, 2, 4, 0, 4, 16, 2]",down
25,104,"[0, 4, 2, 8, 0, 0, 16, 16, 0, 0, 2, 4, 0, 0, 0, 2]",up
26,136,"[0, 4, 2, 8, 0, 0, 0, 32, 0, 2, 2, 4, 0, 0, 0, 2]",right
