Move,Score,Matrix,Previous_Move
1,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",right
2,0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",down
3,4,"[0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0]",left
4,4,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 4, 0, 2, 0]",down
5,4,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 4, 2, 0, 0]",left
6,6,"[2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 2, 2, 0]",down
7,10,"[0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 4]",right
8,18,"[0, 2, 4, 2, 0, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0]",up
9,18,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 2, 0, 2, 2, 8]",down
10,22,"[0, 2, 4, 4, 0, 0, 2, 8, 0, 0, 0, 2, 0, 0, 0, 0]",up
11,30,"[2, 8, 0, 0, 2, 8, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",left
12,34,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 0, 0, 4, 8, 2, 0]",down
13,58,"[8, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up
14,58,"[8, 16, 2, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
15,58,"[0, 2, 0, 0, 0, 0, 0, 0, 8, 16, 0, 0, 2, 4, 2, 0]",down
16,58,"[0, 0, 0, 2, 0, 2, 0, 0, 8, 16, 0, 0, 2, 4, 2, 0]",down
17,58,"[0, 0, 0, 0, 0, 2, 0, 0, 8, 16, 0, 2, 2, 4, 2, 2]",down
18,60,"[0, 0, 0, 0, 0, 2, 0, 2, 8, 16, 0, 0, 2, 4, 2, 4]",down
19,60,"[0, 2, 0, 0, 0, 2, 0, 0, 8, 16, 0, 2, 2, 4, 2, 4]",down
20,60,"[2, 0, 0, 0, 2, 0, 2, 0, 8, 16, 2, 0, 2, 4, 2, 4]",left
21,64,"[2, 0, 2, 0, 4, 0, 0, 0, 8, 16, 2, 0, 2, 4, 2, 4]",left
22,68,"[4, 0, 0, 0, 4, 0, 0, 4, 8, 16, 2, 0, 2, 4, 2, 4]",left
23,78,"[0, 0, 0, 0, 8, 0, 0, 0, 8, 16, 4, 0, 2, 4, 4, 8]",down
24,90,"[0, 4, 0, 0, 0, 0, 0, 0, 16, 16, 0, 0, 2, 4, 8, 8]",down
25,90,"[2, 0, 0, 0, 0, 4, 0, 0, 16, 16, 0, 0, 2, 4, 8, 8]",down
26,138,"[0, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0, 32, 0, 2, 4, 16]",right
27,138,"[2, 0, 0, 2, 0, 0, 0, 4, 0, 0, 2, 32, 0, 2, 4, 16]",right
28,138,"[2, 2, 2, 2, 0, 0, 4, 4, 0, 0, 0, 32, 0, 0, 2, 16]",up
29,154,"[0, 0, 4, 4, 0, 0, 0, 8, 0, 0, 2, 32, 0, 0, 2, 16]",right
30,158,"[0, 0, 4, 4, 0, 0, 4, 8, 0, 2, 0, 32, 0, 0, 0, 16]",up
31,166,"[8, 0, 0, 0, 4, 8, 0, 2, 2, 32, 0, 0, 16, 0, 0, 0]",left
32,166,"[8, 0, 2, 0, 4, 8, 2, 0, 2, 32, 0, 0, 16, 0, 0, 0]",left
33,166,"[0, 0, 8, 2, 0, 4, 8, 2, 2, 0, 2, 32, 0, 0, 0, 16]",right
