Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",left,4
2,0,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0]",left,4
3,4,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 4]",right,4
4,8,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8]",down,8
5,8,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 8]",right,8
6,8,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4, 8]",right,8
7,10,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 2, 4, 8]",down,8
8,10,"[2, 2, 4, 4, 0, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0]",up,8
9,22,"[0, 0, 4, 8, 0, 0, 0, 8, 0, 0, 0, 2, 0, 2, 0, 0]",right,8
10,30,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 16, 0, 2, 4, 2]",down,16
11,30,"[2, 2, 4, 16, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0]",up,16
12,34,"[0, 4, 4, 16, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2]",right,16
13,42,"[8, 16, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",left,16
14,46,"[0, 4, 8, 16, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 2]",right,16
15,46,"[2, 0, 0, 16, 0, 0, 0, 2, 0, 0, 0, 4, 0, 4, 8, 2]",down,16
16,46,"[0, 0, 2, 16, 0, 0, 0, 2, 0, 2, 0, 4, 0, 4, 8, 2]",right,16
17,46,"[2, 16, 0, 0, 2, 0, 0, 0, 2, 4, 0, 0, 4, 8, 2, 4]",left,16
18,50,"[4, 16, 2, 4, 2, 4, 2, 0, 4, 8, 0, 0, 0, 0, 0, 0]",up,16
19,52,"[0, 0, 0, 0, 4, 16, 0, 0, 2, 4, 0, 2, 4, 8, 4, 4]",down,16
20,60,"[0, 0, 0, 0, 0, 4, 4, 16, 0, 2, 4, 2, 0, 4, 8, 8]",right,16
21,84,"[0, 2, 0, 0, 0, 0, 8, 16, 0, 2, 4, 2, 0, 0, 4, 16]",right,16
22,96,"[0, 4, 8, 16, 0, 0, 8, 2, 0, 0, 0, 16, 0, 2, 0, 0]",up,16
23,104,"[0, 2, 0, 0, 0, 0, 0, 16, 0, 4, 0, 2, 0, 2, 16, 16]",down,16
24,136,"[0, 0, 0, 2, 0, 0, 0, 16, 0, 0, 4, 2, 0, 2, 2, 32]",right,32
25,140,"[2, 0, 0, 0, 16, 0, 0, 0, 4, 2, 4, 0, 4, 32, 0, 0]",left,32
26,148,"[2, 2, 4, 0, 16, 32, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0]",up,32
27,152,"[4, 4, 0, 0, 16, 32, 0, 0, 8, 2, 0, 0, 2, 0, 0, 0]",left,32
28,160,"[0, 0, 0, 8, 0, 0, 16, 32, 0, 0, 8, 2, 2, 0, 0, 2]",right,32
29,164,"[0, 0, 0, 8, 0, 0, 16, 32, 2, 0, 8, 2, 0, 0, 0, 4]",right,32
30,164,"[0, 2, 0, 8, 0, 0, 16, 32, 0, 2, 8, 2, 0, 0, 0, 4]",right,32
31,166,"[0, 0, 2, 8, 0, 0, 0, 32, 0, 0, 16, 2, 0, 4, 8, 4]",down,32
32,166,"[0, 0, 2, 8, 0, 0, 2, 32, 0, 0, 16, 2, 0, 4, 8, 4]",down,32
33,170,"[0, 4, 4, 8, 0, 2, 16, 32, 0, 0, 8, 2, 0, 0, 0, 4]",up,32
34,178,"[8, 8, 0, 0, 2, 16, 32, 0, 8, 2, 0, 0, 4, 2, 0, 0]",left,32
35,180,"[8, 2, 0, 0, 2, 8, 0, 0, 8, 16, 0, 0, 4, 4, 32, 0]",down,32
36,188,"[0, 0, 8, 2, 0, 0, 2, 8, 0, 2, 8, 16, 0, 0, 8, 32]",right,32
37,196,"[0, 2, 0, 2, 0, 0, 8, 8, 0, 0, 2, 16, 0, 2, 16, 32]",down,32
38,216,"[4, 0, 0, 0, 16, 0, 0, 0, 2, 16, 0, 2, 2, 16, 32, 0]",left,32
39,252,"[4, 32, 32, 2, 16, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0]",up,32
40,324,"[4, 64, 2, 2, 16, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0]",left,64
41,328,"[2, 4, 64, 4, 0, 0, 0, 16, 0, 0, 0, 8, 0, 0, 0, 0]",right,64
42,328,"[0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 16, 2, 4, 64, 8]",down,64
43,332,"[4, 4, 64, 4, 0, 0, 0, 16, 0, 0, 0, 8, 0, 0, 0, 2]",up,64
44,340,"[0, 8, 64, 4, 0, 0, 0, 16, 0, 0, 0, 8, 2, 0, 0, 2]",right,64
45,344,"[2, 8, 64, 4, 0, 0, 0, 16, 0, 0, 0, 8, 0, 0, 0, 4]",right,64
46,344,"[0, 0, 0, 4, 0, 0, 0, 16, 0, 2, 0, 8, 2, 8, 64, 4]",down,64
47,344,"[2, 2, 64, 4, 0, 8, 2, 16, 0, 0, 0, 8, 0, 0, 0, 4]",up,64
48,348,"[0, 4, 64, 4, 2, 8, 2, 16, 0, 0, 0, 8, 0, 0, 0, 4]",right,64
49,348,"[2, 4, 64, 4, 0, 8, 2, 16, 0, 2, 0, 8, 0, 0, 0, 4]",up,64
50,348,"[2, 4, 64, 4, 8, 2, 16, 0, 2, 8, 0, 0, 4, 2, 0, 0]",left,64
51,348,"[2, 4, 64, 4, 0, 8, 2, 16, 0, 2, 2, 8, 0, 0, 4, 2]",right,64
52,350,"[2, 0, 0, 4, 0, 4, 64, 16, 0, 8, 4, 8, 2, 2, 4, 2]",down,64
53,356,"[0, 0, 0, 4, 0, 4, 0, 16, 2, 8, 64, 8, 4, 2, 8, 2]",down,64
54,356,"[0, 0, 0, 4, 2, 0, 4, 16, 2, 8, 64, 8, 4, 2, 8, 2]",right,64
55,358,"[0, 0, 2, 4, 0, 0, 4, 16, 4, 8, 64, 8, 4, 2, 8, 2]",down,64
56,366,"[8, 8, 2, 4, 0, 2, 4, 16, 0, 0, 64, 8, 2, 0, 8, 2]",up,64
57,382,"[16, 2, 4, 0, 2, 4, 16, 0, 64, 8, 2, 0, 2, 8, 2, 0]",left,64
58,402,"[16, 2, 4, 0, 2, 4, 16, 0, 64, 16, 4, 0, 2, 0, 2, 0]",up,64
59,406,"[2, 16, 2, 4, 0, 2, 4, 16, 0, 64, 16, 4, 0, 0, 0, 4]",right,64
60,414,"[2, 16, 2, 4, 0, 2, 4, 16, 2, 64, 16, 8, 0, 0, 0, 0]",up,64
61,416,"[0, 0, 0, 0, 0, 16, 2, 4, 2, 2, 4, 16, 4, 64, 16, 8]",down,64
62,420,"[0, 0, 0, 0, 16, 2, 4, 0, 4, 4, 16, 2, 4, 64, 16, 8]",left,64
63,440,"[0, 0, 0, 2, 0, 2, 0, 0, 16, 4, 4, 2, 8, 64, 32, 8]",down,64
64,448,"[0, 2, 0, 2, 0, 0, 0, 2, 0, 16, 8, 2, 8, 64, 32, 8]",right,64
65,452,"[8, 2, 8, 4, 0, 16, 32, 2, 2, 64, 0, 8, 0, 0, 0, 0]",up,64
66,452,"[8, 2, 8, 4, 2, 16, 32, 2, 0, 64, 0, 8, 0, 0, 2, 0]",up,64
67,452,"[8, 2, 8, 4, 2, 16, 32, 2, 0, 64, 2, 8, 0, 0, 2, 0]",up,64
