Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,4
2,0,"[0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]",right,4
3,0,"[2, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0]",left,4
4,0,"[2, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",left,4
5,2,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 4, 2, 2, 0]",down,4
6,14,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 4, 4]",right,8
7,22,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 8, 0, 0, 0, 8]",right,8
8,38,"[2, 0, 0, 2, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2, 0]",up,16
9,42,"[0, 0, 0, 4, 0, 0, 0, 16, 0, 0, 2, 0, 0, 0, 0, 2]",right,16
10,42,"[0, 0, 2, 4, 0, 0, 0, 16, 4, 0, 0, 2, 0, 0, 0, 0]",up,16
11,42,"[4, 0, 2, 4, 0, 0, 0, 16, 0, 2, 0, 2, 0, 0, 0, 0]",up,16
12,46,"[0, 4, 2, 4, 0, 0, 0, 16, 0, 0, 0, 4, 0, 2, 0, 0]",right,16
13,46,"[0, 4, 2, 4, 0, 0, 0, 16, 0, 0, 0, 4, 0, 0, 2, 2]",right,16
14,50,"[0, 4, 2, 4, 0, 0, 0, 16, 0, 0, 0, 4, 0, 0, 2, 4]",right,16
15,62,"[0, 4, 4, 4, 0, 0, 0, 16, 0, 0, 0, 8, 0, 0, 2, 0]",up,16
16,70,"[0, 0, 4, 8, 0, 0, 2, 16, 0, 0, 0, 8, 0, 0, 0, 2]",right,16
17,70,"[0, 2, 0, 8, 0, 0, 0, 16, 0, 0, 4, 8, 0, 0, 2, 2]",down,16
18,74,"[0, 0, 2, 8, 0, 0, 0, 16, 0, 2, 4, 8, 0, 0, 0, 4]",right,16
19,74,"[2, 8, 2, 0, 16, 0, 0, 0, 2, 4, 8, 0, 4, 0, 0, 0]",left,16
20,74,"[2, 8, 2, 0, 16, 4, 8, 0, 2, 0, 2, 0, 4, 0, 0, 0]",up,16
21,78,"[2, 8, 2, 0, 16, 4, 8, 0, 4, 0, 0, 0, 4, 2, 0, 0]",left,16
22,82,"[0, 0, 2, 0, 2, 8, 0, 0, 16, 4, 2, 0, 8, 2, 8, 0]",down,16
23,86,"[2, 8, 4, 0, 16, 4, 8, 2, 8, 2, 0, 0, 0, 0, 0, 0]",up,16
24,86,"[0, 2, 8, 4, 16, 4, 8, 2, 0, 2, 8, 2, 0, 0, 0, 0]",right,16
25,106,"[16, 2, 16, 4, 0, 4, 8, 4, 0, 2, 0, 0, 0, 2, 0, 0]",up,16
26,112,"[0, 2, 0, 0, 0, 2, 0, 0, 0, 4, 16, 0, 16, 4, 8, 8]",down,16
27,124,"[16, 4, 16, 8, 0, 8, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0]",up,16
28,140,"[16, 4, 16, 8, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2, 2]",right,16
29,144,"[16, 4, 16, 8, 16, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0]",left,16
30,160,"[0, 0, 0, 2, 32, 0, 0, 0, 2, 0, 0, 0, 4, 4, 16, 8]",down,32
31,168,"[2, 0, 0, 0, 32, 0, 0, 2, 2, 0, 0, 0, 8, 16, 8, 0]",left,32
32,168,"[2, 0, 0, 0, 32, 0, 2, 0, 2, 0, 0, 0, 8, 16, 8, 2]",down,32
33,168,"[2, 16, 2, 2, 32, 0, 8, 0, 2, 0, 0, 0, 8, 0, 0, 2]",up,32
34,172,"[4, 2, 16, 4, 0, 0, 32, 8, 0, 0, 0, 2, 0, 0, 8, 2]",right,32
35,176,"[4, 2, 16, 4, 0, 0, 32, 8, 2, 0, 8, 4, 0, 0, 0, 0]",up,32
36,176,"[4, 2, 16, 4, 2, 0, 32, 8, 0, 0, 8, 4, 0, 0, 2, 0]",up,32
37,176,"[4, 2, 16, 4, 2, 32, 8, 0, 8, 4, 2, 0, 2, 0, 0, 0]",left,32
38,176,"[4, 2, 16, 4, 0, 2, 32, 8, 0, 8, 4, 2, 2, 0, 0, 2]",right,32
39,184,"[4, 4, 16, 4, 2, 8, 32, 8, 0, 0, 4, 4, 2, 0, 0, 0]",up,32
40,200,"[0, 8, 16, 4, 2, 8, 32, 8, 0, 0, 0, 8, 0, 2, 0, 2]",right,32
41,232,"[2, 16, 16, 4, 0, 2, 32, 16, 0, 0, 2, 2, 0, 0, 0, 0]",up,32
42,268,"[2, 32, 4, 0, 2, 32, 16, 0, 4, 0, 0, 2, 0, 0, 0, 0]",left,32
43,336,"[4, 64, 4, 2, 4, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,64
44,344,"[8, 64, 4, 2, 0, 2, 16, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up,64
45,346,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 64, 4, 0, 8, 2, 16, 4]",down,64
46,346,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 64, 4, 8, 2, 16, 4]",right,64
47,350,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 64, 2, 8, 2, 16, 8]",down,64
48,354,"[4, 2, 64, 2, 8, 0, 16, 8, 0, 0, 0, 2, 0, 0, 0, 0]",up,64
49,354,"[4, 2, 64, 2, 0, 8, 16, 8, 0, 2, 0, 2, 0, 0, 0, 0]",right,64
50,358,"[4, 2, 64, 2, 8, 16, 8, 0, 4, 2, 0, 0, 0, 0, 0, 0]",left,64
51,358,"[4, 2, 64, 2, 0, 8, 16, 8, 2, 0, 4, 2, 0, 0, 0, 0]",right,64
52,358,"[4, 2, 64, 2, 2, 8, 16, 8, 0, 0, 4, 2, 0, 0, 0, 2]",up,64
53,362,"[4, 2, 64, 2, 2, 8, 16, 8, 0, 0, 4, 4, 0, 0, 2, 0]",up,64
54,370,"[4, 2, 64, 2, 2, 8, 16, 8, 0, 0, 0, 8, 0, 2, 0, 2]",right,64
55,374,"[4, 2, 64, 2, 2, 8, 16, 8, 4, 0, 0, 8, 0, 0, 0, 4]",right,64
56,382,"[0, 0, 0, 0, 4, 4, 0, 2, 2, 2, 64, 16, 4, 8, 16, 4]",down,64
57,394,"[0, 0, 0, 0, 0, 0, 8, 2, 2, 4, 64, 16, 4, 8, 16, 4]",right,64
58,394,"[2, 4, 8, 2, 4, 8, 64, 16, 0, 0, 16, 4, 0, 0, 0, 2]",up,64
59,394,"[2, 0, 0, 2, 0, 0, 8, 16, 2, 4, 64, 4, 4, 8, 16, 2]",down,64
60,396,"[2, 0, 0, 2, 0, 0, 8, 16, 4, 4, 64, 4, 4, 8, 16, 2]",down,64
61,408,"[0, 0, 0, 4, 2, 0, 8, 16, 0, 8, 64, 4, 4, 8, 16, 2]",right,64
62,416,"[0, 0, 2, 4, 0, 0, 8, 16, 2, 0, 64, 4, 4, 16, 16, 2]",down,64
63,448,"[0, 0, 2, 4, 2, 0, 8, 16, 0, 2, 64, 4, 0, 4, 32, 2]",right,64
64,448,"[0, 0, 2, 4, 0, 2, 8, 16, 0, 2, 64, 4, 2, 4, 32, 2]",right,64
65,450,"[0, 2, 2, 4, 0, 0, 8, 16, 0, 4, 64, 4, 2, 4, 32, 2]",down,64
66,454,"[4, 4, 0, 0, 8, 16, 2, 0, 4, 64, 4, 0, 2, 4, 32, 2]",left,64
67,462,"[8, 0, 0, 2, 8, 16, 2, 0, 4, 64, 4, 0, 2, 4, 32, 2]",left,64
68,470,"[0, 0, 4, 0, 16, 16, 2, 0, 4, 64, 4, 2, 2, 4, 32, 2]",down,64
69,502,"[0, 0, 0, 4, 2, 0, 32, 2, 4, 64, 4, 2, 2, 4, 32, 2]",right,64
70,504,"[0, 0, 0, 0, 2, 2, 32, 4, 4, 64, 4, 2, 2, 4, 32, 4]",down,64
71,508,"[4, 0, 0, 0, 0, 4, 32, 4, 4, 64, 4, 2, 2, 4, 32, 4]",right,64
72,516,"[8, 4, 32, 4, 2, 64, 4, 2, 0, 4, 32, 4, 2, 0, 0, 0]",up,64
73,518,"[0, 0, 0, 2, 0, 4, 32, 4, 8, 64, 4, 2, 4, 4, 32, 4]",down,64
74,526,"[0, 0, 0, 2, 2, 4, 32, 4, 8, 64, 4, 2, 0, 8, 32, 4]",right,64
75,526,"[2, 0, 0, 0, 2, 4, 32, 4, 8, 64, 4, 2, 8, 32, 4, 2]",left,64
76,536,"[0, 0, 0, 0, 2, 4, 32, 4, 4, 64, 4, 2, 16, 32, 4, 2]",down,64
77,548,"[2, 4, 32, 4, 4, 64, 8, 4, 16, 32, 0, 0, 0, 2, 0, 0]",up,64
78,552,"[0, 4, 0, 0, 2, 64, 2, 0, 4, 32, 32, 0, 16, 2, 8, 8]",down,64
79,632,"[4, 0, 0, 0, 2, 64, 2, 0, 4, 64, 0, 0, 16, 2, 16, 2]",left,64
80,760,"[4, 128, 2, 2, 2, 2, 16, 0, 4, 0, 2, 0, 16, 0, 0, 0]",up,128
81,768,"[0, 4, 128, 4, 0, 0, 4, 16, 2, 0, 4, 2, 0, 0, 0, 16]",right,128
82,772,"[0, 0, 2, 4, 0, 0, 0, 16, 0, 0, 128, 2, 2, 4, 8, 16]",down,128
83,772,"[2, 4, 2, 4, 0, 0, 128, 16, 0, 4, 8, 2, 0, 0, 0, 16]",up,128
84,780,"[2, 8, 2, 4, 0, 0, 128, 16, 0, 0, 8, 2, 0, 0, 4, 16]",up,128
85,780,"[0, 0, 2, 4, 0, 0, 128, 16, 2, 0, 8, 2, 2, 8, 4, 16]",down,128
86,782,"[2, 0, 2, 4, 0, 0, 128, 16, 0, 0, 8, 2, 4, 8, 4, 16]",down,128
87,786,"[2, 0, 4, 4, 0, 0, 128, 16, 0, 0, 8, 2, 4, 8, 4, 16]",right,128
88,794,"[0, 0, 2, 8, 0, 2, 128, 16, 0, 0, 8, 2, 4, 8, 4, 16]",right,128
89,794,"[4, 2, 2, 8, 0, 8, 128, 16, 0, 2, 8, 2, 0, 0, 4, 16]",up,128
90,798,"[0, 4, 4, 8, 2, 8, 128, 16, 0, 2, 8, 2, 0, 0, 4, 16]",right,128
91,806,"[8, 8, 0, 0, 2, 8, 128, 16, 2, 8, 2, 0, 4, 16, 0, 2]",left,128
92,816,"[0, 0, 2, 0, 8, 8, 0, 0, 4, 16, 128, 16, 4, 16, 2, 2]",down,128
93,836,"[2, 0, 0, 0, 16, 0, 4, 0, 4, 16, 128, 16, 4, 16, 4, 0]",left,128
94,840,"[0, 0, 2, 0, 2, 0, 4, 0, 16, 16, 128, 0, 8, 16, 4, 16]",down,128
95,856,"[0, 0, 2, 0, 2, 2, 4, 0, 16, 0, 128, 0, 8, 32, 4, 16]",down,128
96,860,"[0, 0, 2, 2, 0, 0, 4, 4, 0, 0, 16, 128, 8, 32, 4, 16]",right,128
97,872,"[4, 0, 0, 0, 8, 0, 0, 2, 16, 128, 0, 0, 8, 32, 4, 16]",left,128
98,872,"[4, 128, 4, 2, 8, 32, 0, 16, 16, 0, 0, 2, 8, 0, 0, 0]",up,128
99,872,"[4, 128, 4, 2, 8, 32, 16, 0, 16, 2, 0, 0, 8, 0, 0, 2]",left,128
100,876,"[4, 128, 4, 4, 8, 32, 16, 0, 16, 2, 2, 0, 8, 0, 0, 0]",up,128
101,888,"[0, 4, 128, 8, 2, 8, 32, 16, 0, 0, 16, 4, 0, 0, 0, 8]",right,128
102,888,"[2, 0, 0, 8, 0, 0, 128, 16, 0, 4, 32, 4, 2, 8, 16, 8]",down,128
103,890,"[0, 2, 0, 8, 0, 0, 128, 16, 0, 4, 32, 4, 4, 8, 16, 8]",down,128
104,890,"[0, 0, 2, 8, 0, 2, 128, 16, 0, 4, 32, 4, 4, 8, 16, 8]",right,128
