Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,2
2,0,"[0, 0, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,2
3,4,"[4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",left,4
4,8,"[4, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,4
5,12,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 0, 0]",down,8
6,12,"[0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2]",right,8
7,16,"[0, 4, 8, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,8
8,16,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 4, 2, 4]",down,8
9,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 2, 4, 2, 4]",down,8
10,16,"[2, 4, 8, 2, 0, 0, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0]",up,8
11,18,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 4, 4, 2, 4]",down,8
12,26,"[0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 8, 2, 0, 8, 2, 4]",right,8
13,28,"[2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 8, 4, 0, 8, 2, 4]",down,8
14,32,"[0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 8, 0, 2, 8, 2, 8]",down,8
15,32,"[2, 2, 2, 8, 0, 8, 8, 0, 0, 0, 2, 0, 2, 0, 0, 0]",up,8
16,52,"[4, 2, 8, 0, 16, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2]",left,16
17,56,"[4, 2, 8, 2, 16, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0]",up,16
18,56,"[4, 0, 0, 0, 16, 0, 0, 0, 4, 0, 2, 0, 2, 2, 8, 2]",down,16
19,60,"[4, 2, 0, 0, 16, 0, 0, 0, 4, 2, 0, 0, 4, 8, 2, 0]",left,16
20,66,"[2, 0, 0, 0, 4, 0, 0, 0, 16, 4, 0, 0, 8, 8, 2, 0]",down,16
21,82,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 16, 4, 0, 2, 16, 2]",right,16
22,102,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 8, 0, 2, 32, 2]",down,32
23,102,"[0, 0, 0, 0, 2, 0, 2, 0, 2, 8, 0, 0, 2, 32, 2, 0]",left,32
24,106,"[4, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 0, 4, 32, 4, 0]",down,32
25,106,"[4, 8, 4, 0, 2, 32, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0]",up,32
26,106,"[0, 4, 8, 4, 0, 0, 2, 32, 2, 0, 4, 2, 0, 0, 0, 0]",right,32
27,106,"[0, 4, 8, 4, 0, 0, 2, 32, 0, 2, 4, 2, 0, 2, 0, 0]",right,32
28,108,"[0, 0, 0, 0, 0, 0, 8, 4, 0, 4, 2, 32, 2, 4, 4, 2]",down,32
29,116,"[2, 8, 8, 4, 0, 0, 2, 32, 0, 2, 4, 2, 0, 0, 0, 0]",up,32
30,132,"[0, 2, 16, 4, 0, 2, 2, 32, 0, 2, 4, 2, 0, 0, 0, 0]",right,32
31,134,"[0, 0, 0, 0, 2, 0, 16, 4, 0, 2, 2, 32, 0, 4, 4, 2]",down,32
32,146,"[0, 0, 2, 0, 2, 16, 4, 0, 4, 32, 0, 0, 8, 2, 0, 0]",left,32
33,146,"[2, 16, 2, 0, 4, 32, 4, 0, 8, 2, 0, 0, 0, 0, 2, 0]",up,32
34,146,"[0, 0, 0, 0, 2, 16, 2, 2, 4, 32, 4, 0, 8, 2, 2, 0]",down,32
35,154,"[0, 0, 0, 0, 2, 16, 4, 0, 4, 32, 4, 2, 8, 4, 0, 0]",left,32
